Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,PlayerId
Francisco Mejia,TBR,C,445.1400146,282.182,-1.394982559,-8.681386796,-9.755670396,-3.013001136,-5.666337842,-28.51137873,11.87087657,-15.64050215,16403
Rougned Odor,,2B,746.7299805,292.971,-3.824077509,-8.481213392,-9.506055288,-2.406988653,-4.815649902,-29.03398474,12.36268108,-15.67130366,12282
Stuart Fairchild,CIN,OF,743.5900269,231.364,-2.205334851,-9.587522899,-10.46979081,-1.965580235,-5.26462064,-29.49284944,12.55672875,-15.93612068,20321
Dalton Guthrie,PHI,2B/3B/OF,999,257.301,-1.540038629,-10.08371092,-10.1997581,-0.98445765,-6.538900004,-29.3468653,12.36268108,-15.98418422,21293
Luis Guillorme,NYM,2B/3B,745.8599854,284.56,0.404815671,-9.8780782,-9.686220586,-2.760424952,-7.446912547,-29.36682061,12.36268108,-16.00413953,16451
Nick Ahmed,ARI,SS/DH,675.5900269,373.307,-3.156010482,-7.689554535,-7.794679265,-0.935072656,-5.719714678,-25.29503162,8.249806128,-16.04522549,12147
Manny Pina,OAK,C,725.5,292.975,-3.10007308,-8.750119343,-9.590027429,-2.555724507,-4.989236031,-28.98518039,11.87087657,-16.11430381,2829
Cristian Pache,OAK,OF,738.7299805,277.633,-2.627066249,-9.397096391,-10.14637974,-1.905048664,-5.825743588,-29.90133463,12.55672875,-16.34460588,19948
Omar Narvaez,NYM,C,425.3200073,305.786,-2.040601695,-9.024275954,-9.179223023,-2.869877234,-6.151081195,-29.2650591,11.87087657,-16.39418253,13338
Bo Naylor,CLE,C/DH,999,232.626,-2.340206516,-9.648139882,-10.15485661,-1.814096423,-5.375765522,-29.33306495,11.87087657,-16.46218838,21865
Nate Eaton,KCR,OF,999,226.317,-1.231782562,-10.65555497,-10.98253223,-0.267444736,-6.884540909,-30.0218554,12.55672875,-16.46512665,25055
Daniel Vogelbach,NYM,DH,598.7700195,350.031,-3.555004502,-6.734765742,-7.063003114,-3.093309976,-3.17010886,-23.61619219,6.033740274,-16.58245192,14130
Jordan Luplow,ATL,OF,999,207.357,-2.267759238,-10.20494488,-10.43216136,-2.157315172,-5.329438443,-30.3916191,12.55672875,-16.83489034,16424
Rob Refsnyder,BOS,OF,731.2700195,216.512,-0.282190151,-10.43967307,-10.59829881,-2.709956185,-6.397219304,-30.42733752,12.55672875,-16.87060877,13770
Kyle Farmer,MIN,3B/SS,406.1799927,290.37,-0.697402989,-8.9604378,-9.688888355,-2.527432536,-6.222062444,-28.09622412,9.970805717,-17.12541841,14813
Reese McGuire,BOS,C,486.9500122,291.588,-1.504267926,-9.228528285,-9.776539809,-2.856679469,-6.631634841,-29.99765033,11.87087657,-17.12677376,15674
Tom Murphy,SEA,C/DH,692.8200073,247.762,-2.515794601,-9.418598925,-10.21550701,-2.856640759,-5.04478811,-30.0513294,11.87087657,-17.18045283,13499
Kyle Higashioka,NYY,C,591.2700195,215.527,-2.063485606,-9.55031187,-10.79156659,-2.872857356,-4.950401671,-30.22862309,11.87087657,-17.35774652,5517
Jarren Duran,BOS,OF,558.6799927,194.359,-1.03081669,-11.3209179,-11.07403453,-1.057064641,-6.92824959,-31.41108335,12.55672875,-17.8543546,24617
Jake Meyers,HOU,OF,696.3200073,212.181,-1.355013743,-10.40574585,-11.03386657,-2.285073994,-6.38054154,-31.46024169,12.55672875,-17.90351294,20308
Mike Moustakas,,1B/3B/DH,715.4099731,301.076,-3.642891056,-8.321492935,-9.327030389,-2.780666689,-4.944721526,-29.01680259,9.970805717,-18.04599688,4892
Max Stassi,LAA,C,548.0499878,293.105,-4.103742025,-8.885785544,-9.63785522,-3.111887436,-5.233803024,-30.97307325,11.87087657,-18.10219667,10059
Sam Haggerty,SEA,OF,696.2700195,199.043,-1.753906713,-11.37333554,-11.53150457,-0.16538495,-7.076093735,-31.90022552,12.55672875,-18.34349676,18054
Kole Calhoun,,OF/DH,999,248.053,-3.819530411,-9.605406902,-10.53967068,-2.639400519,-5.326135238,-31.93014375,12.55672875,-18.373415,11200
Nelson Velazquez,CHC,OF,999,184.486,-1.901615709,-10.80866592,-11.61330384,-1.717958126,-5.925528181,-31.96707178,12.55672875,-18.41034303,23359
Connor Wong,BOS,C,999,173.188,-0.486829534,-10.76785711,-11.57567439,-2.452735601,-6.094602274,-31.37769891,11.87087657,-18.50682233,19896
Jacob Alu,WSN,2B/3B,999,177.341,0.319203152,-11.20075115,-11.80545297,-2.381134964,-6.845867905,-31.91400383,12.36268108,-18.55132275,sa3010009
James McCann,BAL,C,603.5499878,246.504,-1.818117876,-10.13548025,-10.74939729,-2.443059892,-6.335543734,-31.48159905,11.87087657,-18.61072247,12859
Brian Serven,COL,C,999,204.493,-1.75015717,-10.20933739,-10.97732554,-2.942948601,-5.698081915,-31.57785062,11.87087657,-18.70697404,19422
Ryan Jeffers,MIN,C,510.3200073,236.547,-3.032808669,-9.733898676,-10.58444332,-2.94387749,-5.297654223,-31.59268238,11.87087657,-18.72180581,24618
Victor Caratini,MIL,C,636,235.707,-1.802205039,-10.19812593,-10.69604068,-3.005415323,-6.177145123,-31.87893209,11.87087657,-19.00805552,14968
Isiah Kiner-Falefa,NYY,SS,431.3200073,256.257,0.456318899,-10.53578557,-10.2874309,-0.385489185,-7.535256462,-28.28764321,8.249806128,-19.03783708,16512
Gilberto Celestino,MIN,OF,999,204.917,-0.665427309,-11.18500076,-11.44226091,-2.447665536,-7.213222156,-32.95357667,12.55672875,-19.39684792,20233
Taylor Walls,TBR,2B/3B/SS,571.6799927,231.516,-3.22995308,-10.8255669,-10.94410667,-1.306157526,-6.828384318,-33.13416849,12.36268108,-19.7714874,22458
Austin Hedges,PIT,C,671.6799927,274.39,-4.671562849,-9.602771398,-10.27144521,-2.496199198,-5.604863583,-32.64684224,11.87087657,-19.77596566,12976
Donny Sands,DET,C/DH,999,215.169,-1.178319073,-10.73658653,-11.23231928,-2.954869137,-6.553241167,-32.65533518,11.87087657,-19.78445861,18603
Matt Duffy,,1B/3B,745.4500122,267.375,-0.043796447,-10.25750854,-10.49134841,-2.562226592,-7.449007304,-30.80388729,9.970805717,-19.83308157,13836
Vidal Brujan,TBR,2B/OF,522.6400146,144.483,-0.918156921,-12.28702269,-12.58183733,-0.137750717,-7.477246765,-33.40201442,12.36268108,-20.03933334,20536
Edmundo Sosa,PHI,3B/SS,688.5900269,225.61,-1.177158165,-10.39716989,-11.05034674,-1.708166242,-6.683682404,-31.01652344,9.970805717,-20.04571772,17022
Nelson Cruz,,DH,576.7299805,272.561,-1.341027347,-8.463664114,-9.497298555,-2.83632165,-4.993546179,-27.13185784,6.033740274,-20.09811757,2434
Tucker Barnhart,CHC,C,624.4099731,293.345,-3.004157852,-10.0667892,-10.11927117,-2.864807122,-6.936910801,-32.99193615,11.87087657,-20.12105957,10200
Alek Thomas,ARI,OF,999,147.641,0.159527734,-11.85916985,-12.40937414,-2.396925848,-7.223655795,-33.7295979,12.55672875,-20.17286914,23792
Cavan Biggio,TOR,1B/2B,597.5900269,194.575,-2.084132684,-11.19106649,-11.20353232,-2.579139821,-6.618300621,-33.67617194,12.36268108,-20.31349085,19252
Ildemaro Vargas,WSN,3B,748.0499878,236.52,-0.540869729,-10.43655642,-11.0263795,-2.391468688,-6.968816039,-31.36409038,9.970805717,-20.39328466,13324
Jordan Groshans,MIA,3B,999,242.993,0.11047508,-10.50062438,-10.77312816,-2.980645361,-7.280094376,-31.4240172,9.970805717,-20.45321148,23794
Curt Casali,CIN,C,741.4500122,238.439,-3.368072504,-10.36405853,-10.73773642,-2.884545682,-5.977656423,-33.33206956,11.87087657,-20.46119298,12510
Austin Barnes,LAD,C,679.7299805,187.578,-1.639723705,-11.07815794,-11.52896566,-2.593963108,-6.533058695,-33.3738691,11.87087657,-20.50299253,12158
Miguel Cabrera,DET,DH,749.0499878,328.895,-1.047796513,-8.275475748,-9.319801437,-3.114054821,-5.982973898,-27.74010242,6.033740274,-20.70636214,1744
Andrelton Simmons,,P/2B/SS/DH,999,224.088,-1.416156544,-11.39213954,-11.54712422,-1.977926484,-7.776641173,-34.10998795,12.36268108,-20.74730687,10847
Darick Hall,PHI,DH,999,226.398,-1.833345524,-8.866437771,-10.18674139,-2.87773392,-4.077597665,-27.84185627,6.033740274,-20.808116,19717
Mike Siani,CIN,OF,999,148.269,-1.174721033,-12.1720639,-12.69758695,-1.073048935,-7.270345543,-34.38776636,12.55672875,-20.8310376,22557
Blake Sabol,SFG,C/OF,999,171.036,-0.758982447,-11.421235,-11.96552321,-2.709298216,-6.847680672,-33.70271955,11.87087657,-20.83184297,sa3010269
Carter Kieboom,WSN,3B,719.9500122,230.263,-1.579337663,-10.45736836,-10.84296536,-2.747885156,-6.279870637,-31.90742718,9.970805717,-20.93662146,19958
Franmil Reyes,,DH,517.2299805,226.6,-1.577874274,-8.793459135,-10.33523694,-2.837831089,-4.449141718,-27.99354315,6.033740274,-20.95980288,14566
Matt Wallner,MIN,OF/DH,999,154.443,-1.482207789,-11.6125819,-12.21492329,-2.844217092,-6.450555993,-34.60448606,12.55672875,-21.04775731,26466
Ryan Kreidler,DET,2B/3B/SS/OF,999,184.692,-2.10238023,-11.5790313,-12.04024413,-1.86185608,-6.882929646,-34.46644138,12.36268108,-21.1037603,25867
Elehuris Montero,COL,3B,999,149.988,0.095244944,-11.01360844,-12.05341144,-3.053987671,-6.081711209,-32.10747382,9.970805717,-21.13666811,20543
Jorge Alfaro,,C,547.5499878,173.145,-0.93392755,-11.32020697,-12.30029394,-2.751213618,-6.823953152,-34.12959523,11.87087657,-21.25871865,12180
Alejo Lopez,CIN,2B,999,158.183,0.449346551,-12.17915475,-12.54762866,-2.569115773,-7.821477814,-34.66803045,12.36268108,-21.30534936,21127
Francisco Alvarez,NYM,C/DH,999,140.523,-1.184627167,-11.57691843,-12.28940743,-3.118583069,-6.151000516,-34.3205366,11.87087657,-21.44966003,26121
Gabriel Arias,CLE,1B/2B/3B/SS,999,139.328,-0.605509903,-11.96528059,-12.79050951,-2.863336392,-7.013934671,-35.23857107,12.36268108,-21.87588999,22563
Tomas Nido,NYM,C,745.2700195,208.141,-1.961346128,-11.10505675,-11.79777221,-2.907109572,-7.129994404,-34.90127906,11.87087657,-22.03040249,13755
Leury Garcia,CHW,2B/OF,748.3599854,175.899,-0.304680159,-11.99554719,-12.52972823,-2.775054737,-7.80189947,-35.40690979,12.36268108,-22.0442287,5913
Jackie Bradley Jr.,,OF,999,191.09,-2.504302907,-11.52874728,-12.04480531,-2.427346426,-7.096518051,-35.60171997,12.55672875,-22.04499122,12984
Tyler Freeman,CLE,2B/3B/SS/DH,999,137.31,0.564881122,-12.40896739,-12.95968057,-2.782717922,-7.899871392,-35.48635616,12.36268108,-22.12367508,22532
Nick Solak,CIN,OF,641.8599854,120.589,-0.215335706,-12.47866222,-13.1563047,-2.606386775,-7.233243559,-35.68993297,12.55672875,-22.13320421,19294
Bobby Dalbec,BOS,1B/3B,538.9099731,161.143,-1.752569192,-10.87622713,-11.94936558,-2.966170414,-5.63886377,-33.18319609,9.970805717,-22.21239037,19966
Travis Jankowski,,OF,999,163.218,-1.176572987,-12.61702676,-12.50784768,-1.378029083,-8.107175429,-35.78665194,12.55672875,-22.22992319,13768
Nomar Mazara,BAL,OF,748,146.608,-0.691710585,-11.98554876,-12.78360331,-3.214024826,-7.113316641,-35.78820412,12.55672875,-22.23147537,14553
David Hensley,HOU,2B/3B/SS/OF/DH,999,145.201,-0.773800454,-12.31484189,-12.56834747,-2.316113831,-7.64551513,-35.61861878,12.36268108,-22.2559377,25111
Odubel Herrera,,OF,999,121.471,-0.057473756,-12.61378465,-13.11542641,-2.614204798,-7.450618664,-35.85150827,12.55672875,-22.29477952,11476
Dermis Garcia,OAK,1B,999,146.331,-2.218244541,-11.63169948,-12.67820202,-2.936910937,-6.082959996,-35.54801697,12.24404145,-22.30397553,20926
Luis Gonzalez,SFG,OF,999,137.484,-0.890027565,-12.47889222,-12.87273925,-2.144117407,-7.487519335,-35.87329578,12.55672875,-22.31656703,20332
David Hamilton,BOS,2B/SS,999,111.659,-0.722660909,-13.03582269,-13.36467588,-0.743415046,-7.933226968,-35.7998015,12.36268108,-22.43712042,sa3014434
Brandon Dixon,SDP,3B/OF/DH,999,104.275,-0.527550971,-12.4498179,-13.35262742,-2.751678085,-6.97050798,-36.05218236,12.55672875,-22.49545361,15214
Pavin Smith,ARI,OF/DH,710.5900269,131.009,-0.510049874,-12.36014774,-12.86852236,-3.150474399,-7.24569147,-36.13488585,12.55672875,-22.57815709,19892
Jose Azocar,SDP,OF,999,122.526,-0.428872122,-12.7419,-13.26032882,-1.872538051,-7.875579891,-36.17921889,12.55672875,-22.62249013,18821
Korey Lee,HOU,C,999,146.661,-1.895018505,-11.80727525,-12.57826553,-2.574689015,-6.651293672,-35.50654198,11.87087657,-22.6356654,25543
Andrew Knizner,STL,C,730.8599854,176.521,-1.481148544,-11.71436277,-12.13852398,-3.006073292,-7.247544576,-35.58765317,11.87087657,-22.71677659,19514
Riley Adams,WSN,C,741.7700195,165.819,-2.23028636,-11.60892148,-12.28433001,-3.010949879,-6.488786034,-35.62327376,11.87087657,-22.75239719,19864
Harold Castro,,1B/3B,676.7700195,162.163,1.330001638,-11.75517159,-12.46242995,-3.124543337,-7.732086521,-33.74422976,9.970805717,-22.77342404,14691
Jordan Diaz,OAK,1B/2B/DH,999,127.292,0.201632386,-12.42503156,-13.24578494,-3.236317785,-7.436196822,-36.14169872,12.36268108,-22.77901764,22650
Roberto Perez,,C,748.2299805,195.726,-3.29435419,-11.2270224,-11.90876715,-2.899098048,-6.396454012,-35.7256958,11.87087657,-22.85481923,2900
Darin Ruf,NYM,1B/OF/DH,724.2700195,130.267,-1.344822819,-12.2345843,-12.85539814,-3.108249368,-6.950245021,-36.49329965,12.55672875,-22.9365709,9929
Kevin Plawecki,,C,749.5,142.364,-0.130818785,-12.31385886,-12.86041113,-3.068501328,-7.61638936,-35.98997947,11.87087657,-23.11910289,13807
Jake Rogers,DET,C,728.5,140.671,-2.204650014,-12.0989179,-12.76796192,-2.507694022,-6.614513922,-36.19373778,11.87087657,-23.32286121,19452
Robinson Cano,ATL,2B,999,129.736,-0.210009958,-12.50234006,-13.30467098,-3.116880152,-7.606801691,-36.74070285,12.36268108,-23.37802177,3269
Jonah Bride,OAK,2B/3B,999,141.729,-0.66141784,-12.6444905,-12.85541968,-3.105888482,-7.623479455,-36.89069596,12.36268108,-23.52801487,24703
Jake Burger,CHW,3B,609,145.1,-0.767192188,-11.60427763,-12.52073512,-3.17946298,-6.431461142,-34.50312907,9.970805717,-23.53232335,22275
Justin Upton,SEA,OF/DH,999,137.241,-2.176178505,-12.27832126,-12.94302805,-2.947399453,-6.808846312,-37.15377358,12.55672875,-23.59704482,5222
Evan White,SEA,1B,735.6300049,119.651,-1.573975159,-12.30637066,-13.26241592,-3.038467753,-6.721710941,-36.90294043,12.24404145,-23.65889899,20078
Tyler Nevin,DET,3B,999,175.981,-1.281586595,-11.48942377,-12.14994848,-3.010795064,-6.71478201,-34.64653593,9.970805717,-23.67573021,17893
Isan Diaz,SFG,2B/3B,747.4299927,124.671,-1.41474998,-12.51392794,-13.12949714,-2.858188908,-7.122984891,-37.03934886,12.36268108,-23.67666777,17922
Seby Zavala,CHW,C,682.1799927,187.433,-3.359690055,-11.48982113,-12.08032632,-3.096328808,-6.575035095,-36.60120141,11.87087657,-23.73032484,18887
Luke Maile,CIN,C,749.9299927,175.522,-1.963076903,-11.95199855,-12.4048347,-3.059560914,-7.38008057,-36.75955164,11.87087657,-23.88867506,13355
Victor Reyes,CHW,OF,747.8599854,107.978,-0.212577165,-13.10762999,-13.58281472,-2.728881984,-7.842748005,-37.47465187,12.55672875,-23.91792312,15487
Enmanuel Valdez,BOS,2B/3B,999,91.9548,-0.344035342,-12.93383237,-13.6892056,-3.064321396,-7.376938338,-37.40833305,12.36268108,-24.04565197,sa917288
Alec Burleson,STL,1B/OF/DH,999,79.5328,0.32303103,-13.18276299,-14.02937651,-3.1910352,-7.560877332,-37.641021,12.55672875,-24.08429225,27615
Salvatore Frelick,MIL,OF,999,85.3866,0.438236849,-13.3979549,-13.96737089,-2.708524165,-8.014601661,-37.65021476,12.55672875,-24.09348601,sa3017047
Zachary Gelof,OAK,2B/3B,999,111.659,-0.886167283,-12.88503347,-13.59497049,-2.837211829,-7.412469301,-37.61585237,12.36268108,-24.25317129,sa3017286
Will Benson,CLE,OF,999,96.9456,-1.122796577,-13.0386882,-13.59867114,-2.688398556,-7.369405183,-37.81795966,12.55672875,-24.2612309,21853
Kody Clemens,PHI,P/1B/2B/3B/OF/DH,999,99.4476,-1.029071446,-12.77099527,-13.65923537,-3.010524144,-7.163309689,-37.63313592,12.36268108,-24.27045483,20572
J.J. Bleday,MIA,OF,999,121.198,-1.83792817,-12.57774495,-13.26719213,-2.992140185,-7.17325993,-37.84826537,12.55672875,-24.29153662,26368
Jonathan Villar,,2B/3B,709.4500122,94.9138,-0.42921309,-13.36628696,-13.85207288,-2.197875973,-7.828326163,-37.67377506,12.36268108,-24.31109398,10071
Tucupita Marcano,PIT,2B/OF,999,119.243,-0.731873003,-13.08579294,-13.40415546,-2.499759824,-7.967307641,-37.68888886,12.36268108,-24.32620778,22871
Raimel Tapia,,OF,665.4500122,88.2716,0.267318341,-13.54437257,-13.95560229,-2.564471373,-8.199225509,-37.9963534,12.55672875,-24.43962465,14350
Carlos Perez,CHW,C,999,101.91,-0.494374411,-12.83711326,-13.62806031,-3.156821693,-7.359696593,-37.47606626,11.87087657,-24.60518969,20805
Nick Madrigal,CHC,2B,622.9099731,101.249,0.531943339,-13.54579484,-13.74254087,-2.83775367,-8.4042736,-37.99841965,12.36268108,-24.63573856,20521
Jordan Westburg,BAL,3B/SS,999,124.796,-0.553399065,-12.31628512,-12.93911237,-2.756941698,-7.074643445,-35.64038169,9.970805717,-24.66957597,sa3014499
Jake Cave,PHI,OF,746.6400146,97.8395,-0.842274583,-13.09355303,-13.81078586,-2.971472736,-7.582429608,-38.30051582,12.55672875,-24.74378706,14477
Justyn-Henry Malloy,DET,3B/OF,999,98.523,-0.51358452,-13.22947017,-13.7714138,-3.140101988,-7.67258629,-38.32715677,12.55672875,-24.77042802,sa3017073
Brett Phillips,LAA,OF,750.5900269,115.396,-2.485778484,-12.94780481,-13.4506707,-2.164668774,-7.282712871,-38.33163564,12.55672875,-24.77490689,14735
Estevan Florial,NYY,OF/DH,740.5900269,78.6293,-0.875481335,-13.53788833,-14.18434799,-2.146207443,-7.750174236,-38.49409933,12.55672875,-24.93737058,19151
Mark Mathias,TEX,1B/2B/3B/OF/DH,749.9099731,91.9863,-0.770351321,-13.31817845,-13.94878206,-2.604412914,-7.69023085,-38.3319556,12.36268108,-24.96927452,18032
Garrett Stubbs,HOU,C,747.5900269,120.056,-1.282029836,-12.93287029,-13.30783365,-2.707711404,-7.652403721,-37.8828489,11.87087657,-25.01197233,18067
Yu Chang,,2B,999,104.161,-0.965496196,-13.01285599,-13.74731709,-3.090175039,-7.56470437,-38.38054868,12.36268108,-25.0178676,14773
Hanser Alberto,,2B/3B,999,98.269,0.083044602,-13.3007337,-14.02799954,-2.997016773,-8.145204014,-38.38790942,12.36268108,-25.02522833,11902
Mickey Moniak,LAA,OF,745.3599854,83.9245,-0.92743229,-13.29159322,-14.08075394,-2.885281024,-7.538116608,-38.72317707,12.55672875,-25.16644832,19956
Jackson Frazier,,OF/DH,999,111.504,-1.673588919,-13.04753604,-13.60471682,-2.93985235,-7.528166366,-38.79386049,12.55672875,-25.23713174,15983
Jason Heyward,LAD,OF,999,91.0556,-0.637347941,-13.32179698,-14.00052513,-3.034326508,-7.818980145,-38.8129767,12.55672875,-25.25624795,4940
Kevin Smith,OAK,3B,745.5900269,142.282,-1.694952747,-12.1698467,-12.96462893,-2.519304929,-6.942268616,-36.29100193,9.970805717,-25.32019621,20242
Edwin Rios,,DH,677.1400146,197.347,-2.358369125,-10.32237161,-11.32702774,-2.882571821,-5.503668846,-32.39400914,6.033740274,-25.36026887,18316
Tommy La Stella,SEA,DH,748.3599854,213.073,-0.472199424,-11.05791052,-11.0762509,-2.966325252,-6.830761065,-32.40344716,6.033740274,-25.36970688,12371
Didi Gregorius,,SS,999,178.116,-1.219851041,-11.30983211,-12.20134725,-2.963422502,-6.925792356,-34.62024526,8.249806128,-25.37043914,6012
Jo Adell,LAA,OF,473.9100037,72.7685,-0.775792257,-13.41012864,-14.31444799,-2.970466474,-7.509877147,-38.98071251,12.55672875,-25.42398376,20220
Paul DeJong,STL,SS,714.7299805,169.802,-2.373188355,-11.24816947,-12.10792979,-2.704847364,-6.259446321,-34.69358129,8.249806128,-25.44377517,18015
Samad Taylor,KCR,2B,999,65.682,-0.30294141,-13.8480215,-14.43499567,-2.291847,-7.96924133,-38.84704691,12.36268108,-25.48436583,sa918192
Yainer Diaz,HOU,C/DH,999,67.6441,0.033786295,-13.43286515,-14.30769239,-3.249863854,-7.6209013,-38.5775364,11.87087657,-25.70665983,23003
Mike Brosseau,MIL,3B,750.5499878,134.256,-1.468289552,-12.28624871,-12.96359626,-2.954017667,-7.058449175,-36.73060136,9.970805717,-25.75979565,19683
Abraham Toro,MIL,2B/3B/DH,612.1400146,72.6766,-0.382696994,-13.58497193,-14.31786898,-3.044660232,-7.80641141,-39.13660955,12.36268108,-25.77392846,19844
Dee Strange-Gordon,,P/SS/OF/DH,999,84.7064,-0.243532457,-13.77928896,-14.35885469,-2.605535351,-8.38533989,-39.37255135,12.55672875,-25.81582259,8203
George Valera,CLE,OF,999,65.682,-0.442548728,-13.6741402,-14.36382459,-3.185345852,-7.718107738,-39.38396711,12.55672875,-25.82723836,sa3006872
Zach McKinstry,CHC,2B/3B,624.3599854,73.9794,-0.425416661,-13.76339215,-14.29555796,-2.927351263,-7.981084968,-39.39280301,12.36268108,-26.03012193,19392
Alan Trejo,COL,SS,999,120.597,-0.237496053,-12.17264957,-13.03442324,-2.845649112,-7.021790251,-35.31200823,8.249806128,-26.0622021,20056
Brett Wisely,SFG,2B,999,65.682,-0.289696915,-13.88286882,-14.50225107,-2.688475975,-8.084817521,-39.4481103,12.36268108,-26.08542921,sa1170003
Terrin Vavra,BAL,2B/OF/DH,999,79.596,-0.233249389,-13.80474465,-14.26296305,-3.014239632,-8.241806229,-39.55700294,12.36268108,-26.19432186,24400
Taylor Trammell,SEA,OF,743.6799927,64.5099,-0.741717587,-13.88452129,-14.55588754,-2.77911854,-7.879567998,-39.84081296,12.55672875,-26.28408421,19960
Geraldo Perdomo,ARI,SS,692.9099731,180.663,-1.598552502,-12.03468239,-12.12256004,-2.113774249,-7.703726235,-35.57329542,8.249806128,-26.32348929,22799
Cooper Hummel,SEA,OF,999,70.4602,-0.828933573,-13.87374918,-14.34323495,-2.95982312,-7.907122652,-39.91286347,12.55672875,-26.35613472,19458
Brett Baty,NYM,3B,999,89.7768,-0.078554578,-12.9723821,-13.75024318,-3.14873275,-7.379798579,-37.32971119,9.970805717,-26.35890547,26123
Yolbert Sanchez,CHW,2B/SS,999,78.8184,-0.088127745,-13.87460674,-14.44953975,-2.9583911,-8.354320819,-39.72498615,12.36268108,-26.36230507,sa3011471
Ryan Vilade,PIT,OF,999,78.2747,-0.614088426,-13.86027873,-14.38693151,-2.819292338,-8.265574088,-39.94616509,12.55672875,-26.38943634,22165
Ryan McKenna,BAL,OF,999,80.6506,-1.083705382,-13.71835829,-14.33090703,-2.923055203,-7.949501916,-40.00552783,12.55672875,-26.44879907,19928
Travis Swaggerty,PIT,OF,999,65.052,-0.54943648,-13.96965263,-14.57277664,-2.795064217,-8.148708723,-40.03563869,12.55672875,-26.47890994,24491
J.J. Matijevic,HOU,1B/OF/DH,999,52.2438,-0.510512415,-13.93790092,-14.70472718,-3.09063946,-7.814951699,-40.05873167,12.55672875,-26.50200291,20165
Luis Torrens,,C,999,78.3788,-0.660654795,-13.52251436,-14.30216316,-3.286399543,-7.771525009,-39.54325687,11.87087657,-26.6723803,15905
Robinson Chirinos,,C,999,106.055,-1.755227405,-13.23204304,-13.84469332,-3.11041673,-7.685356434,-39.62773693,11.87087657,-26.75686036,3142
Rafael Ortega,,OF/DH,696.0900269,49.0027,-0.278124271,-14.32435946,-14.7929595,-2.790961658,-8.195519344,-40.38192424,12.55672875,-26.82519548,10323
Canaan Smith-Njigba,PIT,OF,999,52.5511,-0.187185472,-14.21465094,-14.78551531,-2.962338821,-8.272583553,-40.4222741,12.55672875,-26.86554534,23264
Joseph Wiemer,MIL,OF,999,45.9774,-0.333875942,-14.18530463,-14.91832638,-2.967099303,-8.037201268,-40.44180752,12.55672875,-26.88507877,sa3014531
Sam Huff,TEX,C,610.9099731,62.074,-0.669446032,-13.70829732,-14.59115033,-3.283303298,-7.572882183,-39.82507917,11.87087657,-26.95420259,22209
Jeter Downs,WSN,2B/3B/SS/DH,999,58.297,-1.054659947,-14.04677283,-14.7313625,-2.780782771,-7.880373726,-40.49395177,12.36268108,-27.13127069,22202
Sam Hilliard,ATL,OF,724.5499878,51.5839,-0.729643088,-14.11726238,-14.82959926,-3.030494915,-7.990471229,-40.69747087,12.55672875,-27.14074212,17954
Tyler Heineman,,C,999,75.7733,-0.42015988,-13.85956759,-14.45111031,-3.080847599,-8.275725785,-40.08741117,11.87087657,-27.21653459,13897
Kevin Pillar,,OF,999,45.7242,-0.286470606,-14.2548321,-15.01269045,-3.180740185,-8.195599879,-40.93033321,12.55672875,-27.37360446,12434
Cal Stevenson,OAK,OF,999,52.3732,-0.40165935,-14.39252729,-14.91641152,-2.878778938,-8.374583922,-40.96396102,12.55672875,-27.40723227,22411
Lewin Diaz,,1B,744.0499878,45.8719,-0.49251219,-14.07281419,-14.93237556,-3.311363012,-7.854631934,-40.66369688,12.24404145,-27.41965544,18365
Richie Palacios,CLE,OF,999,44.7154,-0.095259813,-14.42199907,-15.03513042,-2.973291805,-8.462565264,-40.98824637,12.55672875,-27.43151762,24589
Zack Short,DET,2B/SS/DH,999,71.1929,-1.172842327,-13.98494282,-14.55747965,-3.041447876,-8.074343543,-40.83105621,12.36268108,-27.46837513,19562
Ceddanne Rafaela,BOS,3B/OF,999,32.841,-0.022943763,-14.4773239,-15.23280867,-3.088317284,-8.294820636,-41.11621425,12.55672875,-27.5594855,sa3005581
Brent Rooker,OAK,OF/DH,999,40.5138,-0.490647739,-14.32630477,-15.06596119,-3.270028149,-8.016615884,-41.16955773,12.55672875,-27.61282898,19627
Charlie Culberson,,3B,999,96.8927,-0.613539502,-13.34401065,-14.02692377,-2.633246726,-7.979312444,-38.5970331,9.970805717,-27.62622738,3298
Derek Hill,WSN,OF,999,45.1817,-0.484986374,-14.43136975,-15.07572895,-2.979368179,-8.281325299,-41.25277855,12.55672875,-27.6960498,16947
Michael Busch,LAD,2B,999,39.4092,-0.288891918,-14.32655572,-15.05524682,-3.293946641,-8.129211056,-41.09385215,12.36268108,-27.73117107,sa3011540
Israel Pineda,WSN,C,999,60.1754,-0.761875321,-13.95908967,-14.74539013,-3.243323036,-7.90486673,-40.61454489,11.87087657,-27.74366832,22906
Parker Meadows,DET,OF,999,39.4092,-0.268163399,-14.46805785,-15.17566534,-3.165607292,-8.296955684,-41.37444956,12.55672875,-27.8177208,sa3007943
Nathan Lukes,TOR,OF,999,39.4092,-0.180836002,-14.52419844,-15.1630791,-3.125781856,-8.443550971,-41.43744637,12.55672875,-27.88071762,sa875215
Cam Gallagher,,C,999,71.8008,-0.86356235,-13.93478427,-14.58222166,-3.191499645,-8.213768224,-40.78583615,11.87087657,-27.91495957,12981
