,index,Avail,Player,AB,R,H,HR,RBI,BB,K,SB,CS,BA,OBP,SLG,Rank,Team,Pos,Owner,top_50,top_100,top_276,above_276,Start,IP,APP,GS,QS,CG,W,L,S,BS,HD,SO,BBa,Ha,ERA,WHIP,Sv+Hld,ER,C,1B,2B,3B,SS,MI,CI,OF,DH,SP,RP,P,type,zlgBA,zlgERA,zlgWHIP,zR,zHR,zRBI,zSB,zzlgBA,BIGAAh,zW,zSO,zSv+Hld,zzlgERA,zzlgWHIP,BIGAAp,z,all_pos
10,10,9 Gran...,Salvador Perez,199.0,26.0,54.0,12.0,33.0,8.0,52.0,0.0,0.0,0.271,0.315,0.497,131.0,KC,C,9 Gran...,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,1,0,0,0,0,1,0,5,0,0,0.0,h,-0.7759801737580716,,,-1.0692132150850284,0.8633492870657321,0.0806788907360614,-1.0896401024776152,-0.16814128833417893,-1.3829664280950291,,,,,,0.0,-1.3829664280950291,"['C', 'DH']"
11,11,9 Gran...,J.D. Davis,181.0,28.0,51.0,8.0,30.0,23.0,55.0,1.0,0.0,0.282,0.368,0.481,174.0,SF,DH,9 Gran...,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,70,0,0,74,0,5,0,0,0.0,h,1.178631098240146,,,-0.7560467794708694,-0.3350575261918343,-0.3283630852957721,-0.8636901916571037,0.25538867877133403,-2.0277689038442452,,,,,,0.0,-2.0277689038442452,"['3B', 'CI', 'DH']"
12,12,9 Gran...,Ke'Bryan Hayes,216.0,28.0,56.0,4.0,27.0,16.0,49.0,7.0,3.0,0.259,0.312,0.389,210.0,PIT,3B,9 Gran...,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,0,0,75,0,5,0,0,0.0,h,-3.4553352639786112,,,-0.7560467794708694,-1.5334643394494007,-0.7374050613276055,0.492009273265966,-0.7487105245204566,-3.283617431502366,,,,,,0.0,-3.283617431502366,"['3B', 'CI', 'DH']"
13,13,9 Gran...,Ian Happ,189.0,25.0,51.0,6.0,27.0,29.0,52.0,4.0,1.0,0.27,0.371,0.444,225.0,CHC,LF,9 Gran...,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,87,5,0,0,0.0,h,-1.0234183559812848,,,-1.225796432892108,-0.9342609328206175,-0.7374050613276055,-0.18584045919556882,-0.22175680088082966,-3.3050596871167297,,,,,,0.0,-3.3050596871167297,"['OF', 'DH']"
14,14,9 Gran...,Jose Siri,132.0,23.0,32.0,8.0,21.0,10.0,44.0,4.0,1.0,0.242,0.299,0.485,277.0,TB,CF,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,58,5,0,0,0.0,h,-4.333815994653591,,,-1.5389628685062673,-0.3350575261918343,-1.5554890133912724,-0.18584045919556882,-0.9390618850675784,-4.554411752352522,,,,,,0.0,-4.554411752352522,"['OF', 'DH']"
15,15,9 Gran...,Willi Castro,136.0,23.0,35.0,4.0,14.0,10.0,34.0,9.0,2.0,0.257,0.329,0.412,308.0,MIN,RF,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,23,7,15,23,61,5,0,0,0.0,h,-2.43484072176431,,,-1.5389628685062673,-1.5334643394494007,-2.509920290798884,0.9439090949069893,-0.5275872627818061,-5.166025666629368,,,,,,0.0,-5.166025666629368,"['2B', '3B', 'SS', 'OF', 'MI', 'CI', 'DH']"
16,16,9 Gran...,Kevin Kiermaier,159.0,23.0,44.0,3.0,17.0,13.0,39.0,6.0,1.0,0.277,0.337,0.428,333.0,TOR,CF,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,76,5,0,0,0.0,h,0.23426709734908258,,,-1.5389628685062673,-1.8330660427637924,-2.1008783147670504,0.2660593624454544,0.05076156955378959,-5.156086294037866,,,,,,0.0,-5.156086294037866,"['OF', 'DH']"
17,17,9 Gran...,Mauricio Dubon,148.0,26.0,42.0,3.0,17.0,8.0,23.0,3.0,1.0,0.284,0.321,0.419,349.0,HOU,CF,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,58,0,9,67,2,5,5,0,0,0.0,h,1.2620850969035473,,,-1.0692132150850284,-1.8330660427637924,-2.1008783147670504,-0.41179037001608043,0.2734716960009441,-5.141476246631008,,,,,,0.0,-5.141476246631008,"['2B', 'SS', 'OF', 'MI', 'DH']"
18,18,9 Gran...,Luis Garcia,178.0,22.0,48.0,4.0,23.0,10.0,31.0,2.0,2.0,0.27,0.305,0.399,363.0,WAS,SS,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,83,0,0,83,0,0,5,0,0,0.0,h,-0.995600356426813,,,-1.6955460863133467,-1.5334643394494007,-1.2827943627033835,-0.6377402808365921,-0.21572912847095863,-5.365274197773682,,,,,,0.0,-5.365274197773682,"['2B', 'MI', 'DH']"
19,19,9 Gran...,Tyler Stephenson,182.0,24.0,49.0,5.0,23.0,18.0,49.0,0.0,0.0,0.269,0.342,0.396,364.0,CIN,C,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,6,0,0,0,0,6,0,5,0,0,0.0,h,-1.096625083537532,,,-1.3823796506991877,-1.2338626361350091,-1.2827943627033835,-1.0896401024776152,-0.23761941425975625,-5.226296166274951,,,,,,0.0,-5.226296166274951,"['C', '1B', 'CI', 'DH']"
20,0,9 Gran...,Clayton Kershaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,LAD,SP,9 Gran...,0.0,1.0,1.0,0.0,1.0,66.0,11.0,11.0,8.0,0.0,7.0,2.0,0.0,0.0,0.0,71.0,16.0,58.0,2.73,1.12,0.0,20.02,0,0,0,0,0,0,0,0,0,16,0,5.0,p,,46.72109999999995,2.969999999999999,,,,,,0.0,1.6441918043288226,0.44818146950601156,-0.5319593875000491,1.690191796727228,0.5388496228073173,3.7894553058693305,3.7894553058693305,"['SP', 'P']"
21,1,9 Gran...,Zac Gallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,ARI,SP,9 Gran...,0.0,0.0,1.0,0.0,1.0,80.0,13.0,13.0,8.0,0.0,5.0,3.0,0.0,0.0,0.0,82.0,22.0,69.0,3.49,1.14,0.0,31.022222222222226,0,0,0,0,0,0,0,0,0,20,0,5.0,p,,-4.168363636363722,2.296969696969697,,,,,,0.0,0.554727326080545,1.0540096340355583,-0.5319593875000491,-0.15079555113124418,0.4167411632363499,1.3427231847211596,1.3427231847211596,"['SP', 'P']"
22,2,9 Gran...,Devin Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,MIL,RP,9 Gran...,0.0,0.0,1.0,0.0,1.0,25.0,28.0,0.0,0.0,0.0,1.0,1.0,15.0,2.0,1.0,36.0,12.0,13.0,1.8,1.0,16.0,5.0,0,0,0,0,0,0,0,0,0,0,37,5.0,p,,40.94738636363634,4.155303030303031,,,,,,0.0,-1.6242016304160103,-1.4794535994516367,2.0028416283471797,1.481320785025151,0.7539001584272363,1.13440734193192,1.13440734193192,"['RP', 'P']"
23,3,9 Gran...,Josh Hader,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,SD,RP,9 Gran...,0.0,0.0,1.0,0.0,1.0,25.0,27.0,0.0,0.0,0.0,1.0,1.0,15.0,2.0,1.0,38.0,12.0,13.0,2.16,1.0,16.0,6.0,0,0,0,0,0,0,0,0,0,0,37,5.0,p,,31.94738636363634,4.155303030303031,,,,,,0.0,-1.6242016304160103,-1.369303024082628,2.0028416283471797,1.1557349967936015,0.7539001584272363,0.9189721290693794,0.9189721290693794,"['RP', 'P']"
24,4,9 Gran...,Aaron Civale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,CLE,SP,9 Gran...,0.0,0.0,1.0,0.0,1.0,71.0,13.0,13.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,60.0,17.0,62.0,3.17,1.11,0.0,25.007777777777775,0,0,0,0,0,0,0,0,0,10,0,5.0,p,,19.020577272727223,3.8010606060606023,,,,,,0.0,0.009995086956406158,-0.15764669502353498,-0.5319593875000491,0.6880921826622228,0.6896296544927641,0.698110841587809,0.698110841587809,"['SP', 'P']"
25,5,9 Gran...,Domingo German,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,NYY,SP,9 Gran...,0.0,0.0,1.0,0.0,1.0,66.0,12.0,12.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,62.0,17.0,54.0,3.95,1.08,0.0,28.966666666666665,0,0,0,0,0,0,0,0,0,17,0,5.0,p,,-33.79890000000003,5.969999999999999,,,,,,0.0,0.009995086956406158,-0.04749611965452652,-0.5319593875000491,-1.222715721984369,1.0831421710975373,-0.7090339710850011,-0.7090339710850011,"['SP', 'P']"
26,6,9 Gran...,Bryce Elder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,ATL,SP,9 Gran...,0.0,0.0,1.0,0.0,1.0,76.0,13.0,13.0,8.0,0.0,5.0,2.0,0.0,0.0,0.0,62.0,25.0,70.0,3.55,1.25,0.0,29.977777777777778,0,0,0,0,0,0,0,0,0,18,0,5.0,p,,-8.519945454545507,-6.36787878787878,,,,,,0.0,0.554727326080545,-0.04749611965452652,-0.5319593875000491,-0.3082192396119994,-1.1553296575525935,-1.4882770782386237,-1.4882770782386237,"['SP', 'P']"
27,7,9 Gran...,Kenley Jansen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,BOS,RP,9 Gran...,0.0,0.0,0.0,1.0,1.0,25.0,27.0,0.0,0.0,0.0,1.0,1.0,14.0,2.0,1.0,34.0,11.0,21.0,3.24,1.28,15.0,9.0,0,0,0,0,0,0,0,0,0,0,33,5.0,p,,4.94738636363634,-2.844696969696969,,,,,,0.0,-1.6242016304160103,-1.589604174820645,1.8444165648567277,0.17897763209895237,-0.5161157875832771,-1.7065273958642524,-1.7065273958642524,"['RP', 'P']"
28,8,9 Gran...,Alex Cobb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,SF,SP,9 Gran...,0.0,0.0,0.0,1.0,1.0,73.0,13.0,13.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,70.0,17.0,77.0,3.45,1.29,0.0,27.983333333333334,0,0,0,0,0,0,0,0,0,17,0,5.0,p,,-0.8836318181818967,-8.866515151515145,,,,,,0.0,0.009995086956406158,0.39310618182150736,-0.5319593875000491,-0.03196644022546854,-1.6086593754240086,-1.7694839343716127,-1.7694839343716127,"['SP', 'P']"
29,9,9 Gran...,JP Sears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,OAK,SP,9 Gran...,0.0,0.0,0.0,1.0,0.0,65.0,11.0,11.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,57.0,12.0,56.0,3.19,1.05,0.0,23.038888888888888,0,0,0,0,0,0,0,0,0,19,0,5.0,p,,16.113204545454494,7.803787878787887,,,,,,0.0,-1.0794693912918716,-0.3228725580770477,-0.5319593875000491,0.582914489207556,1.4158478636205962,0.06446101595918385,0.06446101595918385,"['SP', 'P']"
30,10,9 Gran...,Kyle Gibson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,BAL,SP,9 Gran...,0.0,0.0,0.0,1.0,0.0,76.0,13.0,13.0,7.0,0.0,5.0,4.0,0.0,0.0,0.0,59.0,20.0,78.0,4.14,1.29,0.0,34.96,0,0,0,0,0,0,0,0,0,20,0,5.0,p,,-53.35994545454548,-9.36787878787878,,,,,,0.0,0.554727326080545,-0.21272198270803921,-0.5319593875000491,-1.9303599889789635,-1.6996222058428134,-3.81993623894932,-3.81993623894932,"['SP', 'P']"
31,11,9 Gran...,Dean Kremer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,BAL,SP,9 Gran...,0.0,0.0,0.0,1.0,0.0,73.0,13.0,13.0,6.0,0.0,5.0,4.0,0.0,0.0,0.0,62.0,23.0,73.0,4.19,1.32,0.0,33.98555555555556,0,0,0,0,0,0,0,0,0,19,0,5.0,p,,-54.90363181818188,-10.866515151515145,,,,,,0.0,0.554727326080545,-0.04749611965452652,-0.5319593875000491,-1.9862046935886135,-1.9715210742841554,-3.9824539489467994,-3.9824539489467994,"['SP', 'P']"
32,12,9 Gran...,Cole Hamels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,SD,SP,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-2.168933869540149,-3.462163956093789,-0.5319593875000491,1.4809700640595582e-15,-4.0803172822327045e-16,-6.163057213133986,-6.163057213133986,['P']
33,0,Brewbi...,Freddie Freeman,253.0,50.0,83.0,11.0,43.0,31.0,47.0,7.0,1.0,0.328,0.407,0.545,3.0,LAD,1B,Brewbirds,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92,0,0,0,0,92,0,5,0,0,0.0,h,13.360186010247276,,,2.688784012284881,0.5637475837513405,1.4441521441755063,0.492009273265966,2.894917891094982,8.083610904572677,,,,,,0.0,8.083610904572677,"['1B', 'CI', 'DH']"
34,1,Brewbi...,Juan Soto,220.0,44.0,65.0,13.0,39.0,69.0,48.0,4.0,2.0,0.295,0.464,0.55,24.0,SD,RF,Brewbirds,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,93,5,0,0,0.0,h,4.443640008910677,,,1.7492847054424037,1.1629509903801236,0.8987628427997283,-0.18584045919556882,0.9628588219890273,4.588016901415713,,,,,,0.0,4.588016901415713,"['OF', 'DH']"
35,2,Brewbi...,Christopher Morel,210.0,40.0,59.0,12.0,38.0,18.0,64.0,4.0,2.0,0.281,0.341,0.524,32.0,CHC,CF,Brewbirds,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,4,0,13,4,24,5,0,0,0.0,h,1.1962018266874637,,,1.1229518342140854,0.8633492870657321,0.7624155174557838,-0.18584045919556882,0.25919594733052154,2.822072126870554,,,,,,0.0,2.822072126870554,"['2B', 'OF', 'MI', 'DH']"
36,3,Brewbi...,Austin Riley,243.0,40.0,68.0,12.0,37.0,22.0,64.0,1.0,0.0,0.28,0.348,0.494,49.0,ATL,3B,Brewbirds,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,92,0,0,92,0,5,0,0,0.0,h,1.1127478280240695,,,1.1229518342140854,0.8633492870657321,0.6260681921118394,-0.8636901916571037,0.24111293010091298,1.9897920518354661,,,,,,0.0,1.9897920518354661,"['3B', 'CI', 'DH']"
37,4,Brewbi...,Michael Harris,230.0,36.0,63.0,8.0,30.0,15.0,54.0,11.0,1.0,0.274,0.325,0.452,50.0,ATL,CF,Brewbirds,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,70,5,0,0,0.0,h,-0.30892180886610987,,,0.4966189629857672,-0.3350575261918343,-0.3283630852957721,1.3958089165480125,-0.06693793565074696,1.1620693323954265,,,,,,0.0,1.1620693323954265,"['OF', 'DH']"
38,5,Brewbi...,Sean Murphy,182.0,32.0,55.0,12.0,38.0,20.0,46.0,0.0,0.0,0.302,0.385,0.577,54.0,ATL,C,Brewbirds,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0,0,0,0,0,0,0,5,0,0,0.0,h,4.903374916462468,,,-0.12971390824255108,0.8633492870657321,0.7624155174557838,-1.0896401024776152,1.0624753099639537,1.4688861037653032,,,,,,0.0,1.4688861037653032,"['C', 'DH']"
39,6,Brewbi...,Trevor Story,193.0,32.0,52.0,10.0,35.0,17.0,59.0,7.0,1.0,0.269,0.338,0.503,56.0,BOS,2B,Brewbirds,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0,0,0.0,h,-1.1244430830919967,,,-0.12971390824255108,0.2641458804369489,0.3533735414239504,0.492009273265966,-0.24364708666962576,0.7361677002146885,,,,,,0.0,0.7361677002146885,['DH']
40,7,Brewbi...,Tyler O'Neill,207.0,36.0,53.0,10.0,32.0,19.0,74.0,6.0,2.0,0.256,0.323,0.454,75.0,STL,LF,Brewbirds,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,5,0,0,0.0,h,-3.9780296279795024,,,0.4966189629857672,0.2641458804369489,-0.0556684346078831,0.2660593624454544,-0.8619692220236276,0.10918654923665982,,,,,,0.0,0.10918654923665982,"['OF', 'DH']"
41,8,Brewbi...,Michael Conforto,229.0,37.0,57.0,10.0,40.0,29.0,61.0,3.0,0.0,0.249,0.341,0.419,82.0,SF,RF,Brewbirds,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,72,5,0,0,0.0,h,-6.033665627088432,,,0.6532021807928468,0.2641458804369489,1.0351101681436727,-0.41179037001608043,-1.3073894749179367,0.23327838443945126,,,,,,0.0,0.23327838443945126,"['OF', 'DH']"
42,9,Brewbi...,Gleyber Torres,239.0,36.0,65.0,9.0,29.0,21.0,46.0,5.0,3.0,0.272,0.332,0.448,87.0,NYY,2B,Brewbirds,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,82,0,0,82,0,0,5,0,0,0.0,h,-0.7862274448652187,,,0.4966189629857672,-0.03545582287744271,-0.4647104106397166,0.040109451624942796,-0.1703616921848609,-0.13379951109131022,,,,,,0.0,-0.13379951109131022,"['2B', 'MI', 'DH']"
43,10,Brewbi...,Willy Adames,230.0,34.0,56.0,11.0,38.0,24.0,63.0,3.0,2.0,0.243,0.315,0.444,96.0,MIL,SS,Brewbirds,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,82,82,0,0,5,0,0,0.0,h,-7.30892180886611,,,0.18345252737160805,0.5637475837513405,0.7624155174557838,-0.41179037001608043,-1.5837151139117418,-0.4858898553490898,,,,,,0.0,-0.4858898553490898,"['SS', 'MI', 'DH']"
