Name,Team,POS,ADP,IP,mW,mSV,mERA,mWHIP,mSO,PTS,aPOS,Dollars,PlayerId
"Camilo Doval","SFG","RP",80,64,-3.4274130467474166,7.190282179460119,0.8971799119904327,-1.7428877594835332,-3.240702815902644,-0.32354153068304253,7.205582160087141,7.882040629404098,"21992"
"Alex Cobb","SFG","SP",231.72999572753906,166.314,2.068639572325867,-1.7735542581373034,0.9481929958734844,-3.083162450392146,1.1472780123106414,-0.6926061280194566,7.205582160087141,7.512976032067684,"6562"
"Jordan Montgomery","STL","SP",160,176.08,2.846671530368133,-1.7735542581373034,-1.2321550074592758,-1.6350878597334724,0.9071417988421762,-0.8869837961197423,7.205582160087141,7.318598363967399,"16511"
"Logan Gilbert","SEA","SP",112,176.378,2.102685629121632,-1.7735542581373034,-3.1647315332780033,-0.050415885767908855,1.7715317570614388,-1.1144842910001451,7.205582160087141,7.091097869086996,"22250"
"Lance Lynn","CHW","SP",137.08999633789062,182.973,2.409854887605746,-1.7735542581373034,-3.8229563666255175,0.05003198377333658,1.9423747672898044,-1.1942489860939338,7.205582160087141,7.011333173993207,"2520"
"Clay Holmes","NYY","RP",103.5,64,-3.3071609406265945,4.7873851756802175,1.6967836430572227,-1.0709874882776012,-3.5777921477313304,-1.471771757898086,7.205582160087141,6.733810402189054,"13649"
"Zac Gallen","ARI","SP",71.5,182.402,2.4475843693672674,-1.7735542581373034,-2.710185469710026,-2.4188403577577997,2.8490078697868766,-1.6059878464509847,7.205582160087141,6.599594313636155,"19291"
"Charlie Morton","ATL","SP",161.32000732421875,165.805,2.3401837537379833,-1.7735542581373034,-2.5132780756242092,-2.1019219142495946,2.1716152992045705,-1.8769551950685537,7.205582160087141,6.328626965018587,"4676"
"Paul Sewald","SEA","RP",178.36000061035156,67,-3.349850395293941,3.4207852116499553,0.12222849533141417,0.936794057546006,-3.0367026230178666,-1.9067452537844323,7.205582160087141,6.298836906302708,"13892"
"Hunter Greene","CIN","SP",999,168.428,1.4633200349926085,-1.7735542581373034,-4.331379577752761,-1.04257408506919,3.761190780076339,-1.9229971058903073,7.205582160087141,6.282585054196833,"22182"
"Aaron Ashby","MIL","SP",232.17999267578125,118.922,-0.3129555683446577,-1.277443534778827,2.0965286410027146,-2.2308420685140096,-0.25882922938569836,-1.9835417600204777,7.205582160087141,6.222040400066662,"23550"
"Nestor Cortes","NYY","SP",112.7300033569336,167.045,1.9703331960360488,-1.7735542581373034,-3.8546745121058676,-0.33092772707105295,1.930203330480604,-2.058619970797571,7.205582160087141,6.146962189289569,"17874"
"Dustin May","LAD","SP",159.08999633789062,125.173,0.29206328855016195,-1.1541373210431685,-0.4661767526251991,-0.9814136295250926,-0.0333684824134066,-2.343032897056705,7.205582160087141,5.862549263030435,"19716"
"Cristian Javier","HOU","SP",63.81999969482422,168.273,2.2317316525230275,-1.7735542581373034,-4.620681830762198,-1.5579437202949424,3.281289637615842,-2.4391585190555745,7.205582160087141,5.766423641031566,"17606"
"Pablo Lopez","MIN","SP",162.41000366210938,171.236,1.9364369418901854,-1.7735542581373034,-2.377711003826036,-2.0324617810450962,1.5995313044505655,-2.6477587966676843,7.205582160087141,5.557823363419456,"17085"
"Kodai Senga","NYM","SP",999,155.744,1.4805308542721858,-1.7735542581373034,-1.6400240128625305,-3.0555401010368137,1.987325875285668,-3.001261642478794,7.205582160087141,5.2043205176083465,"31838"
"Jeffrey Springs","TBR","SP",167.41000366210938,140.766,0.998770549503027,-1.7735542581373034,-1.5786919718248904,-1.037800571709679,0.0718786018559041,-3.3193976503129408,7.205582160087141,4.8861845097742,"17677"
"Alek Manoah","TOR","SP",69.63999938964844,199.316,3.2503430825114346,-1.7735542581373034,-5.9473224808789515,-1.9777683138230098,2.878818821910402,-3.569483148417429,7.205582160087141,4.636099011669712,"26410"
"Liam Hendriks","CHW","RP",72.58999633789062,38,-4.323893386659421,1.3342867720515308,1.5615666823672067,2.1186912136605387,-4.405224511436349,-3.714573230016494,7.205582160087141,4.491008930070646,"3548"
"Jose Alvarado","PHI","RP",474.54998779296875,65,-3.17059933978242,-0.1912994779147155,2.9193034904418322,-0.9012664216592726,-2.516665395142674,-3.860527144057249,7.205582160087141,4.345055016029891,"17780"
"Alex Wood","SFG","SP",358.45001220703125,126.964,-0.061102551044576056,-1.7735542581373034,-0.5905313869927498,-0.9168261404525575,-0.6852801963489146,-4.027294532976101,7.205582160087141,4.178287627111039,"13781"
"Julio Urias","LAD","SP",57.90999984741211,190.238,3.0510252811244896,-1.7735542581373034,-5.6799223920975175,-2.0569880800207314,2.2622273924342586,-4.197212056696804,7.205582160087141,4.0083701033903365,"14765"
"Drew Rasmussen","TBR","SP",172.32000732421875,173.301,2.305311273710944,-1.7735542581373034,-2.8709580721625065,-2.815723248364139,0.8565840617399194,-4.298340243213086,7.205582160087141,3.9072419168740544,"25385"
"Scott Barlow","KCR","RP",111.86000061035156,72,-3.250867756802296,4.692675499137831,-0.7523449044375881,-1.7844828616053516,-3.3267898309274146,-4.421809854634819,7.205582160087141,3.7837723054523216,"14993"
"Kyle Finnegan","WSN","RP",232.22999572753906,66,-3.518955009121234,5.184851265820057,-0.7318475641670403,-1.8127020054225988,-3.5438083317122926,-4.422461644603109,7.205582160087141,3.7831205154840317,"15009"
"Steven Matz","STL","SP",337.5899963378906,123.801,0.09905870123178727,-1.7735542581373034,-1.3981934799873994,-0.48508621864582807,-1.0422538745821432,-4.600029130120886,7.205582160087141,3.605553029966254,"13361"
"Patrick Sandoval","LAA","SP",223,166.395,2.147705267591989,-1.7735542581373034,-1.6399092965266575,-4.797818963868799,1.4037289482655706,-4.659848302675199,7.205582160087141,3.545733857411941,"19447"
"Jorge Lopez","MIN","RP",244.27000427246094,70,-3.249740473942811,3.3785464613226797,-0.0709733582018778,-1.32995164566313,-3.4218908079633734,-4.694009824448512,7.205582160087141,3.5115723356386286,"14527"
"Daniel Hudson","LAD","RP",332.2699890136719,62,-3.4837813110864384,2.66573139566161,-0.6874941902382162,-0.027898698880893327,-3.3545910209583805,-4.888033825502318,7.205582160087141,3.3175483345848225,"7146"
"Triston McKenzie","CLE","SP",83.44999694824219,183.509,2.308617683395131,-1.7735542581373034,-6.324708353084715,-1.9356915844111966,2.7047315481646903,-5.020604964073393,7.205582160087141,3.1849771960137474,"18000"
"Jason Adam","TBR","RP",322.7300109863281,68,-3.2445545427337255,0.6298674148727621,0.2744307742031936,0.2681091602077829,-3.058897573129521,-5.131044766579508,7.205582160087141,3.074537393507633,"11861"
"Frankie Montas","NYY","SP",212.67999267578125,126.711,0.21916028794361797,-1.7735542581373034,-1.7585696661878865,-1.1536872449741955,-0.6698493177261614,-5.136500199081929,7.205582160087141,3.069081961005212,"14309"
"Nathan Eovaldi","TEX","SP",244.4499969482422,155.066,0.9985447703895393,-1.7735542581373034,-3.4924149507880835,-1.0304933907851728,0.0447149002656072,-5.253202929055413,7.205582160087141,2.9523792310317276,"9132"
"A.J. Minter","ATL","RP",459.3599853515625,68,-3.0852955109624496,-1.2176269265915216,1.3716757430731688,0.4832360948509612,-2.815241162502419,-5.26325176213226,7.205582160087141,2.9423303979548807,"18655"
"Brady Singer","KCR","SP",177.9499969482422,183.508,2.1852842299445188,-1.7735542581373034,-2.98527250031646,-4.386206436443837,1.5649605943115474,-5.394788370641534,7.205582160087141,2.8107937894456065,"25377"
"Alex Lange","DET","RP",999,65,-3.555707189862944,3.974875950690244,-0.203091257127921,-2.217061621259677,-3.423354540579585,-5.4243386581398845,7.205582160087141,2.781243501947256,"19883"
"Jon Gray","TEX","SP",191.17999267578125,174.193,1.8252038154043337,-1.7735542581373034,-4.026935691129714,-3.442457910660648,1.9566018902672655,-5.461142154256067,7.205582160087141,2.7444400058310734,"14916"
"Brandon Hughes","CHC","RP",999,64,-3.5735195492091703,4.344532319832117,-1.2468896811584973,-1.5186874997645492,-3.4954440530054014,-5.490008463305501,7.205582160087141,2.715573696781639,"23460"
"Tylor Megill","NYM","SP",389.0899963378906,77.8749,-2.38174485704387,-1.7735542581373034,0.34538586031199775,0.7882418158408314,-2.6168164637574574,-5.638487902785801,7.205582160087141,2.5670942573013393,"21318"
"Chris Bassitt","TOR","SP",152.08999633789062,179.886,2.594141534107133,-1.7735542581373034,-4.890113640482693,-2.763109311238217,1.0900130250334867,-5.742622650717593,7.205582160087141,2.462959509369548,"12304"
"Trevor May","OAK","RP",314.7699890136719,62,-3.716168764198201,2.7635895879848182,-0.6385605476948436,-0.5113956095497955,-3.6584309327921694,-5.7609662662501915,7.205582160087141,2.444615893836949,"6398"
"Kenley Jansen","BOS","RP",73.7300033569336,63,-3.606664102258938,5.091715346768244,-2.2863675136077855,-1.539554231938849,-3.428476242581538,-5.769346743618867,7.205582160087141,2.436235416468274,"3096"
"Hunter Brown","HOU","SP",999,99.5429,-1.274146710839054,-1.7735542581373034,0.9925025925757769,-2.1865892363817476,-1.5385448526359717,-5.7803324654183,7.205582160087141,2.4252496946688407,"25880"
"Grayson Rodriguez","BAL","SP",195.77000427246094,129.276,0.04750042795891657,-1.7735542581373034,-2.1564854974687395,-1.694903489996608,-0.21864177127614967,-5.796084588919883,7.205582160087141,2.4094975711672566,"sa3008130"
"Jose Leclerc","TEX","RP",178.41000366210938,67,-3.487539099807828,3.8300567347683647,-1.4229595825034225,-1.7687467974089617,-3.2202218457010656,-6.069410590652914,7.205582160087141,2.136171569434227,"14524"
"Trevor Rogers","MIA","SP",246.41000366210938,129.936,0.08981394248332884,-1.7735542581373034,-1.765185873656262,-2.4747778823336866,-0.23691410478615654,-6.16061817643008,7.205582160087141,2.044963983657061,"22286"
"Evan Phillips","LAD","RP",280.0899963378906,66,-3.2785258773943124,0.7041134902392352,0.07786552283225387,-0.6086264539284004,-3.116004939638379,-6.221178257889602,7.205582160087141,1.9844039021975381,"17734"
"Logan Webb","SFG","SP",109.55000305175781,193.329,2.662234364457754,-1.7735542581373034,-2.612295663759172,-5.965007318951655,1.381156097497085,-6.307466778893293,7.205582160087141,1.8981153811938474,"17995"
"Taylor Rogers","SFG","RP",314.2300109863281,66,-3.3273782059110104,-1.162270319610509,1.081402484484857,0.29017627393821926,-3.2633060232635422,-6.381375790361985,7.205582160087141,1.8242063697251556,"13449"
"Joe Ryan","MIN","SP",140.13999938964844,166.289,1.404321443981455,-1.7735542581373034,-6.3181438116426705,-1.4754949282810266,1.6921072356971112,-6.470764318382433,7.205582160087141,1.7348178417047073,"21390"
"Kendall Graveman","CHW","RP",419.7699890136719,68,-3.3478963308236365,3.12353870066894,-0.5481220122985158,-2.2374253046493098,-3.542803450666013,-6.552708397768536,7.205582160087141,1.6528737623186045,"15514"
"Jalen Beeks","TBR","RP",713,63,-3.374953090538776,-0.8723695531516693,1.2899770987806332,-0.1895606002307902,-3.440586187831748,-6.587492332972349,7.205582160087141,1.6180898271147908,"17192"
"David Peterson","NYM","SP/RP",390.54998779296875,63.7143,-3.0063799767257735,-1.7735542581373034,1.734397157656758,-0.26321012683164086,-3.302707323467016,-6.611454527504975,7.205582160087141,1.5941276325821652,"20302"
"Jose Quintana","NYM","SP",331.32000732421875,158.419,1.7318581287794315,-1.7735542581373034,-2.4623710644203562,-4.492173870869973,0.3673525481703938,-6.628888516477807,7.205582160087141,1.576693643609333,"11423"
"Michael King","NYY","RP",614.6799926757812,58,-3.569235480125628,-0.8923084225474378,1.127388347622882,0.37376080990006616,-3.680978097213229,-6.641372842363348,7.205582160087141,1.564209317723793,"19853"
"Tanner Scott","MIA","RP",535,63,-3.45522132836888,0.6999158861980038,1.3236175474599663,-2.2227652384141074,-3.0567348605136515,-6.711187993638669,7.205582160087141,1.494394166448472,"17586"
"Seranthony Dominguez","PHI","RP",231.08999633789062,67,-3.322117194187201,1.3909553023078722,0.05773461933333204,-1.6801139612277156,-3.1693017754252666,-6.7228430091989795,7.205582160087141,1.4827391508881616,"19249"
"Aaron Bummer","CHW","RP",653.6400146484375,66,-3.206900499866472,-1.2084445270138733,2.346219701309018,-1.2477842181030272,-3.425885034988149,-6.742794578662504,7.205582160087141,1.4627875814246365,"16258"
"Jesus Luzardo","MIA","SP",141.13999938964844,146.48,0.6738643705669547,-1.7735542581373034,-2.6736583528804063,-3.914478616085337,0.8547727850592897,-6.833054071476803,7.205582160087141,1.3725280886103375,"19959"
"Garrett Cleavinger","TBR","RP",999,62,-3.3966735788256113,-1.4731593564754255,1.4185456953267774,-0.41046256368542994,-2.9997804445281036,-6.861530248187792,7.205582160087141,1.344051911899348,"17897"
"Adbert Alzolay","CHC","RP",425.0899963378906,65,-3.4598060778908613,0.03170108279978597,-0.13875106513916322,0.04958853953697042,-3.506431971897585,-7.023699492590852,7.205582160087141,1.1818826674962877,"17859"
"Freddy Peralta","MIL","SP",140.4499969482422,129.227,0.13054951187014371,-1.7735542581373034,-3.509830042698804,-2.060631295134043,0.11149940357374731,-7.1019666805262585,7.205582160087141,1.1036154795608812,"18679"
"Carlos Carrasco","NYM","SP",313.7699890136719,149.652,1.1581046617890258,-1.7735542581373034,-3.676923968885035,-2.934068582284125,0.10777566157111161,-7.118666485946326,7.205582160087141,1.0869156741408146,"6632"
"Caleb Thielbar","MIN","RP",749.4099731445312,64,-3.4111039104036096,-1.5201206459115102,0.5570521303329058,0.4118963287420869,-3.213401342085243,-7.17567743932537,7.205582160087141,1.0299047207617702,"10078"
"Giovanny Gallegos","STL","RP",291.6400146484375,66,-3.296488397769985,-0.9182814259399513,-0.09696475220058945,0.43211094314318926,-3.325958527319803,-7.205582160087141,7.205582160087141,1,"14986"
"Matt Brash","SEA","RP",999,63,-3.4141852577333993,-1.2068703942234216,1.576788518735262,-1.0347131823316111,-3.1566714870461348,-7.235651802599303,7.205582160087141,0.9699303574878361,"25756"
"Daniel Bard","COL","RP",121.55000305175781,66,-3.5066292614225314,5.734744150619195,-2.709624519481974,-3.4310645038801333,-3.3298453387098874,-7.24241947287533,7.205582160087141,0.9631626872118102,"7115"
"Cody Morris","CLE","SP",999,69.9039,-2.976316950195568,-1.7735542581373034,0.3967581854195915,-0.12339846508702469,-2.9219469199558725,-7.398458407956177,7.205582160087141,0.8071237521309633,"25388"
"Lucas Giolito","CHW","SP",149.77000427246094,175.664,1.9321535895657331,-1.7735542581373034,-6.1272998497611155,-3.7439577626922294,2.088236637084936,-7.624421643939979,7.205582160087141,0.5811605161471614,"15474"
"Alex Vesia","LAD","RP",537.3200073242188,63,-3.3824688471713276,-0.8442976851885603,0.1483305307060837,-0.7417427869396488,-2.8499901203250912,-7.670168908918544,7.205582160087141,0.5354132511685956,"25007"
"Brock Burke","TEX","RP",626.6400146484375,69,-3.2991941633363857,-0.9854439662993717,0.21419597397321383,-0.5465221038886411,-3.2094378608399623,-7.826402120391147,7.205582160087141,0.37918003969599334,"17968"
"A.J. Puk","OAK","RP",389.17999267578125,64,-3.5617197234930766,-0.7265009362194825,0.5925673059344929,-0.6067991946307681,-3.545899823092118,-7.848352371500953,7.205582160087141,0.35722978858618804,"19343"
"Jose Berrios","TOR","SP",248.08999633789062,175.806,2.2973444964207355,-1.7735542581373034,-6.410180541302909,-3.0091606202166106,1.0323798667765565,-7.863171056459532,7.205582160087141,0.3424111036276085,"14168"
"Bryan Abreu","HOU","RP",501.54998779296875,64,-3.2951356941765577,-1.4820793901630018,0.9417984127400817,-0.9814827609649185,-3.0566379529301795,-7.873537385494575,7.205582160087141,0.33204477459256476,"16609"
"Matt Bush","MIL","RP",613.9099731445312,63,-3.4933263918937905,-1.277443534778827,0.0965281199886571,-0.03933908281030475,-3.1813050834149497,-7.894885972909215,7.205582160087141,0.3106961871779259,"1246"
"Sam Hentges","CLE","RP",716.8599853515625,62,-3.419521529161704,-1.7735542581373034,1.1684091657675024,-0.4109279050717372,-3.5177721050991737,-7.953366631702415,7.205582160087141,0.2522155283847257,"18548"
"Luis Garcia","HOU","SP",150.27000427246094,157.124,1.5083396734629664,-1.7735542581373034,-5.61818859967099,-3.0330948725464904,0.9560517178383334,-7.960446339053484,7.205582160087141,0.24513582103365594,"23735"
"Kyle Wright","ATL","SP",117.08999633789062,184.252,2.8093928900744967,-1.7735542581373034,-4.361017978484976,-6.371207236139726,1.684368639754343,-8.012017942933165,7.205582160087141,0.19356421715397487,"19665"
"Brusdar Graterol","LAD","RP",434.7300109863281,62,-3.4265111846218748,-0.2248808106444054,0.45783861414509136,-0.9456323352069181,-3.9022255048334586,-8.041411221161566,7.205582160087141,0.16417093892557522,"20367"
"Luis Garcia","SDP","RP",724.3200073242188,62,-3.3736002077555756,-1.7735542581373034,0.8372931528269509,-0.10417253373784213,-3.7040097995516463,-8.118043646355416,7.205582160087141,0.08753851373172372,"6984"
"Joe Jimenez","ATL","RP",606.5499877929688,63,-3.413959836999456,-1.2176269265915216,-0.3434495794716498,-0.01502929382121177,-3.1288955941755128,-8.118961231059354,7.205582160087141,0.08662092902778717,"15761"
"Adrian Morejon","SDP","SP",577.5499877929688,94.8456,-1.5966481630267095,-1.7735542581373034,-1.2583620715681672,-1.3566854597546882,-2.1436743333537933,-8.128924285840661,7.205582160087141,0.07665787424648018,"20039"
"Robert Suarez","SDP","RP",999,65,-3.284087390366787,-1.2105433915844686,0.3257583080648499,-0.5936097633733519,-3.3918447868421904,-8.154327024101947,7.205582160087141,0.051255135985192934,"30115"
"DL Hall","BAL","RP",999,52.3073,-3.6419881405129524,-1.7735542581373034,1.265824517856444,-0.3533622601626819,-3.658104794017273,-8.161184934973766,7.205582160087141,0.04439722511337296,"22207"
"Craig Kimbrel","PHI","RP",233.86000061035156,62,-3.5772773379305596,0.6875850333895128,-0.9399959276005677,-1.184080139063521,-3.26279073956669,-8.276559110771826,7.205582160087141,-0.07097695068468557,"6655"
"Yusei Kikuchi","TOR","SP",535.9500122070312,117.007,-0.31085116365513427,-1.7735542581373034,-2.158437148811272,-3.1337321011631585,-0.907578409091125,-8.284153080857992,7.205582160087141,-0.07857092077085248,"20633"
"Alexis Diaz","CIN","RP",999,68,-3.5350387247310984,3.470632541514326,-2.5650153628377854,-2.8734133119434286,-2.8031362766842776,-8.305971134682265,7.205582160087141,-0.10038897459512408,"21132"
"Joe Kelly","CHW","RP",730.9099731445312,63,-3.401859510034696,-1.4909993925755884,1.273455522799512,-1.3706924364361042,-3.3166079184824993,-8.306703734729377,7.205582160087141,-0.10112157464223559,"9761"
"Carlos Estevez","LAA","RP",249.67999267578125,63,-3.5988476651879484,2.8278659471784984,-2.149962600736075,-1.7391812495596866,-3.720481364432243,-8.380606932737454,7.205582160087141,-0.17502477265031424,"14542"
"Chris Martin","BOS","RP",571.8200073242188,60,-3.5751729332410362,-1.4794558250872523,0.029680280382498668,0.5116000271979835,-3.8812903533069343,-8.394638804054741,7.205582160087141,-0.18905664396760113,"11847"
"Trevor Stephan","CLE","RP",999,64,-3.4196718693809225,-1.4702734567845939,-0.0020677349091921308,-0.18410726153143633,-3.322244904181305,-8.39836522678745,7.205582160087141,-0.1927830667003101,"19932"
