playerid,Name,Team,G,PA,AB,H,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA
20123,Juan Soto,WSN,155,675,523,164,35,121,120,144,104,3,13,6,0.314,0.461,0.581,1.042,0.435
19709,Fernando Tatis Jr.,SDP,130,553,482,143,44,106,111,63,137,4,31,5,0.297,0.38,0.637,1.017,0.419
13510,José Ramírez,CLE,139,594,513,141,32,96,102,70,83,6,25,5,0.275,0.365,0.544,0.909,0.379
19611,Vladimir Guerrero Jr.,TOR,156,667,581,176,43,117,112,79,99,5,3,1,0.303,0.39,0.585,0.975,0.408
16252,Trea Turner,LAD,143,639,588,177,28,101,84,43,113,5,32,6,0.301,0.352,0.512,0.864,0.367
15640,Aaron Judge,NYY,133,575,496,137,36,85,95,71,153,4,5,2,0.276,0.369,0.538,0.907,0.383
12533,Marcus Semien,TEX,153,685,613,165,32,103,84,67,128,2,13,4,0.269,0.342,0.491,0.833,0.355
10155,Mike Trout,LAA,103,452,358,98,29,77,78,82,107,9,9,1,0.274,0.418,0.581,0.999,0.414
19556,Yordan Alvarez,HOU,145,614,544,158,39,97,124,61,149,6,2,1,0.29,0.366,0.575,0.942,0.394
13611,Mookie Betts,LAD,132,601,515,147,27,107,75,73,90,7,17,5,0.285,0.378,0.515,0.892,0.378
14162,Carlos Correa,,140,593,520,143,25,87,94,63,117,4,1,0,0.275,0.354,0.481,0.835,0.356
18345,Kyle Tucker,HOU,149,608,547,157,30,95,106,54,113,3,22,3,0.287,0.352,0.532,0.884,0.372
13624,Corey Seager,TEX,137,584,522,152,26,92,92,53,97,4,5,0,0.291,0.358,0.513,0.871,0.369
19612,Bo Bichette,TOR,156,668,616,179,29,110,101,44,126,5,25,4,0.291,0.341,0.497,0.838,0.357
18401,Ronald Acuña Jr.,ATL,123,551,466,129,35,104,84,72,142,10,20,8,0.277,0.383,0.562,0.945,0.398
17678,Alex Bregman,HOU,125,550,463,127,23,82,84,75,74,7,3,1,0.274,0.38,0.495,0.875,0.373
14344,Matt Olson,OAK,146,620,527,139,37,89,110,79,130,9,3,1,0.264,0.366,0.529,0.896,0.375
11579,Bryce Harper,PHI,140,603,489,133,33,94,96,103,142,5,13,3,0.272,0.4,0.544,0.944,0.394
19197,Will Smith,LAD,127,484,410,105,27,70,87,56,108,11,3,0,0.256,0.355,0.515,0.87,0.367
12916,Francisco Lindor,NYM,132,586,518,136,25,87,74,55,102,5,16,6,0.263,0.337,0.467,0.804,0.341
11368,Yasmani Grandal,CHW,117,467,375,88,23,61,70,82,116,4,1,1,0.235,0.373,0.464,0.837,0.363
16505,Matt Chapman,OAK,146,612,531,122,29,83,81,69,177,7,2,2,0.23,0.324,0.458,0.781,0.335
12161,Xander Bogaerts,BOS,145,622,550,158,26,88,89,62,113,4,7,1,0.287,0.36,0.502,0.862,0.366
17350,Rafael Devers,BOS,156,672,607,172,37,107,116,57,141,5,6,5,0.283,0.348,0.54,0.889,0.372
18882,Brandon Lowe,TBR,139,568,499,123,33,83,95,58,165,8,7,1,0.246,0.333,0.507,0.84,0.355
23667,Wander Franco,TBR,121,536,487,138,16,85,71,41,73,3,8,6,0.283,0.34,0.47,0.81,0.346
11493,Manny Machado,SDP,151,641,570,157,28,83,103,61,103,3,11,3,0.275,0.345,0.481,0.825,0.347
16556,Ozzie Albies,ATL,156,682,627,174,26,106,91,47,120,4,19,4,0.278,0.33,0.488,0.818,0.346
sa3011643,Adley Rutschman,BAL,126,556,485,128,21,77,69,58,99,6,2,2,0.264,0.347,0.449,0.797,0.344
21523,Jonathan India,CIN,151,634,534,140,21,99,73,72,144,23,12,3,0.262,0.371,0.451,0.823,0.358
17929,Cedric Mullins,BAL,156,658,593,157,24,83,62,50,123,6,27,7,0.265,0.326,0.457,0.783,0.334
9777,Nolan Arenado,STL,148,623,562,148,29,78,96,51,95,3,2,1,0.263,0.324,0.477,0.801,0.335
5361,Freddie Freeman,,149,651,562,165,29,101,92,80,116,6,7,3,0.294,0.386,0.512,0.898,0.378
12564,Trevor Story,,142,612,548,148,28,91,79,52,146,8,24,7,0.27,0.34,0.504,0.844,0.357
19251,Pete Alonso,NYM,151,644,560,145,41,86,110,65,150,15,2,0,0.259,0.349,0.532,0.882,0.37
14128,Joey Gallo,NYY,134,534,434,89,38,83,91,93,200,6,6,1,0.205,0.352,0.507,0.859,0.364
13152,Jorge Polanco,MIN,152,660,601,168,28,96,93,48,115,4,11,6,0.28,0.334,0.491,0.825,0.35
19326,Bryan Reynolds,PIT,156,636,558,156,22,89,82,68,132,6,5,3,0.28,0.362,0.48,0.842,0.359
17232,Yoán Moncada,CHW,145,622,546,142,21,80,71,67,169,6,6,2,0.26,0.346,0.445,0.791,0.342
19755,Shohei Ohtani,LAA,151,586,501,131,38,90,101,79,171,3,21,8,0.261,0.363,0.563,0.926,0.383
11739,J.T. Realmuto,PHI,133,542,486,128,20,73,79,43,126,9,10,2,0.263,0.332,0.453,0.785,0.335
7304,Salvador Perez,KCR,139,574,538,140,34,67,94,21,142,11,1,0,0.26,0.3,0.494,0.794,0.334
sa3011225,Bobby Witt Jr.,KCR,125,569,515,138,21,67,64,38,125,6,23,7,0.268,0.323,0.454,0.777,0.332
18036,Jake Cronenworth,SDP,141,596,533,147,17,84,64,50,88,8,7,4,0.276,0.345,0.452,0.797,0.342
20043,Luis Robert,CHW,116,500,459,128,22,68,68,29,126,8,16,5,0.279,0.33,0.492,0.822,0.349
5417,Jose Altuve,HOU,137,621,558,153,25,101,75,54,92,4,7,4,0.274,0.34,0.466,0.806,0.345
15711,Tyler O'Neill,STL,149,554,497,132,35,90,89,41,174,12,15,4,0.266,0.334,0.535,0.869,0.366
19470,Tommy Edman,STL,156,667,617,170,13,88,60,37,101,7,29,5,0.276,0.322,0.41,0.732,0.316
18564,Trent Grisham,SDP,140,567,491,121,18,72,67,66,131,5,14,4,0.246,0.339,0.428,0.767,0.332
15672,Austin Meadows,TBR,144,591,526,136,29,80,102,54,128,6,8,4,0.259,0.332,0.498,0.83,0.35
10472,Enrique Hernández,BOS,141,540,477,126,22,75,67,50,105,7,2,0,0.264,0.339,0.474,0.813,0.346
13301,Max Muncy,LAD,134,539,450,111,32,85,99,79,129,8,3,1,0.247,0.367,0.516,0.883,0.374
11281,Whit Merrifield,KCR,155,692,641,182,11,91,64,39,102,5,32,7,0.284,0.327,0.41,0.737,0.317
9874,DJ LeMahieu,NYY,141,636,574,162,13,88,63,54,87,3,5,2,0.282,0.344,0.402,0.747,0.326
13613,Ketel Marte,ARI,130,537,489,142,17,68,61,41,83,4,5,1,0.29,0.348,0.485,0.833,0.354
sa3005720,Julio Rodríguez,SEA,91,411,376,106,16,56,51,29,96,5,15,4,0.282,0.341,0.465,0.806,0.346
18360,Austin Riley,ATL,153,632,568,154,31,82,96,51,172,8,0,1,0.271,0.337,0.495,0.832,0.352
12979,Javier Báez,DET,144,573,536,140,26,79,80,26,165,8,17,6,0.261,0.304,0.468,0.772,0.326
12856,George Springer,TOR,100,440,386,103,24,73,65,47,94,5,5,2,0.267,0.352,0.513,0.865,0.367
15172,Tim Anderson,CHW,135,581,554,164,20,91,61,22,121,3,19,7,0.296,0.325,0.464,0.789,0.337
14161,Byron Buxton,MIN,91,340,316,85,20,53,52,16,85,4,12,2,0.269,0.311,0.544,0.855,0.358
13621,Jeimer Candelario,DET,144,604,537,136,18,72,64,60,136,6,1,1,0.253,0.334,0.43,0.765,0.331
15998,Cody Bellinger,LAD,127,507,444,109,25,74,84,58,120,2,11,2,0.245,0.333,0.477,0.811,0.341
5038,Josh Donaldson,MIN,124,505,427,103,22,65,67,69,113,5,1,1,0.241,0.35,0.45,0.8,0.345
16622,Luis Urías,MIL,149,587,508,128,20,76,75,63,126,12,6,2,0.252,0.346,0.431,0.778,0.337
17982,Ty France,SEA,156,640,567,160,21,84,83,43,115,25,1,1,0.282,0.356,0.455,0.811,0.351
12861,Anthony Rendon,LAA,105,460,396,108,17,62,70,53,69,6,2,0,0.273,0.363,0.47,0.833,0.355
15429,Kris Bryant,,137,590,514,134,23,82,70,60,136,13,7,2,0.261,0.351,0.463,0.814,0.349
16478,Kyle Schwarber,,125,497,424,109,30,72,81,66,130,4,2,2,0.257,0.36,0.533,0.893,0.376
15986,Willy Adames,MIL,149,584,524,134,24,76,69,56,168,1,6,4,0.256,0.328,0.452,0.78,0.335
19339,Nicky Lopez,KCR,147,576,515,140,4,69,40,45,75,4,16,4,0.272,0.334,0.359,0.693,0.306
sa3010694,Riley Greene,DET,128,572,514,138,23,79,71,47,158,6,12,1,0.268,0.335,0.465,0.8,0.342
18030,Harrison Bader,STL,129,441,392,96,16,57,51,36,111,10,10,3,0.245,0.322,0.431,0.753,0.321
12144,Max Kepler,MIN,126,519,455,109,23,73,67,55,93,6,8,2,0.24,0.328,0.462,0.789,0.337
17128,Ramón Laureano,OAK,109,447,398,103,19,61,57,33,117,11,13,4,0.259,0.329,0.472,0.801,0.342
9218,Paul Goldschmidt,STL,147,625,552,148,25,83,83,67,140,3,7,1,0.268,0.349,0.462,0.811,0.348
6153,Eduardo Escobar,NYM,140,582,531,131,27,71,84,45,128,2,1,1,0.247,0.306,0.465,0.771,0.326
11477,Christian Yelich,MIL,122,519,441,118,22,80,70,71,125,5,15,3,0.268,0.374,0.481,0.855,0.365
15491,J.P. Crawford,SEA,156,653,585,152,11,80,57,56,120,6,5,5,0.26,0.329,0.379,0.708,0.31
16512,Isiah Kiner-Falefa,TEX,156,647,605,168,9,73,46,29,88,10,20,6,0.278,0.32,0.377,0.697,0.304
19950,Andrés Giménez,CLE,135,479,437,110,15,58,47,22,115,14,20,5,0.252,0.306,0.419,0.725,0.312
19352,Sean Murphy,OAK,110,386,338,77,15,47,51,35,103,9,1,0,0.228,0.314,0.423,0.737,0.319
17620,Myles Straw,CLE,154,603,539,146,4,79,39,58,117,2,31,6,0.271,0.342,0.349,0.691,0.308
11609,Willson Contreras,CHC,120,460,396,95,20,58,62,47,123,14,4,3,0.24,0.339,0.442,0.781,0.338
14274,Mitch Haniger,SEA,139,612,547,136,31,91,91,50,152,9,3,0,0.249,0.319,0.472,0.79,0.335
3473,Anthony Rizzo,,132,552,469,122,23,69,75,56,87,22,6,2,0.26,0.362,0.461,0.823,0.354
12927,Brandon Nimmo,NYM,103,413,342,88,11,53,34,59,91,10,5,4,0.257,0.381,0.43,0.811,0.356
15362,Jeff McNeil,NYM,129,506,458,129,12,62,52,34,66,12,5,2,0.282,0.346,0.426,0.772,0.335
9241,Starling Marte,NYM,128,548,498,136,14,78,57,32,102,14,31,7,0.273,0.333,0.422,0.754,0.326
sa3011468,Josh Jung,TEX,110,491,448,118,17,54,47,33,107,7,5,2,0.263,0.322,0.444,0.767,0.328
sa3004139,MJ Melendez,KCR,123,517,460,112,21,61,64,44,126,3,2,4,0.243,0.311,0.441,0.752,0.322
4949,Giancarlo Stanton,NYY,126,530,466,119,30,62,91,56,151,4,1,0,0.255,0.338,0.491,0.829,0.352
20126,Dylan Carlson,STL,153,632,555,148,20,81,75,58,144,10,4,2,0.267,0.342,0.456,0.798,0.341
sa917952,Jose Miranda,MIN,133,590,548,149,18,77,74,28,81,9,2,2,0.272,0.316,0.432,0.749,0.322
18568,Luis Arraez,MIN,141,568,513,156,4,71,44,49,51,1,3,3,0.304,0.363,0.394,0.756,0.33
sa3014504,Spencer Torkelson,DET,126,541,462,115,28,72,77,55,117,8,4,2,0.249,0.334,0.489,0.823,0.349
5343,Brandon Crawford,SFG,131,508,454,116,16,60,65,45,102,5,7,3,0.256,0.327,0.421,0.747,0.319
18314,Dansby Swanson,ATL,151,621,561,140,24,79,79,49,157,5,10,3,0.25,0.313,0.442,0.755,0.321
15223,Adam Frazier,SEA,156,615,559,151,9,75,45,43,77,9,7,6,0.27,0.332,0.381,0.713,0.312
16997,Gleyber Torres,NYY,141,571,507,132,20,67,71,54,119,3,10,4,0.26,0.332,0.426,0.758,0.327
12532,Kolten Wong,MIL,131,504,446,118,12,61,48,37,84,14,13,5,0.265,0.337,0.413,0.75,0.325
18015,Paul DeJong,STL,130,505,447,100,20,63,64,43,130,10,5,2,0.224,0.303,0.409,0.712,0.308
13723,Jacob Stallings,MIA,103,376,336,83,7,34,40,34,81,3,0,0,0.247,0.32,0.363,0.683,0.3
11737,Nick Castellanos,,143,603,551,158,31,92,96,40,128,7,3,2,0.287,0.34,0.534,0.874,0.366
13590,Jesse Winker,CIN,118,461,399,115,20,66,64,54,78,8,1,1,0.288,0.384,0.506,0.89,0.382
14566,Franmil Reyes,CLE,136,524,470,122,34,66,94,47,164,2,3,1,0.26,0.326,0.523,0.85,0.356
18607,Jared Walsh,LAA,146,579,522,139,31,75,104,47,151,5,2,1,0.266,0.33,0.51,0.839,0.353
7802,Miguel Rojas,MIA,136,527,483,129,8,56,47,34,68,6,11,4,0.267,0.321,0.377,0.698,0.305
21711,Oneil Cruz,PIT,83,361,334,90,17,41,49,24,85,1,15,3,0.269,0.319,0.5,0.819,0.347
19287,Adolis García,TEX,146,581,545,129,28,72,87,26,172,7,13,6,0.237,0.279,0.45,0.728,0.309
18577,Ke'Bryan Hayes,PIT,112,471,425,108,10,56,46,39,102,3,9,1,0.254,0.319,0.4,0.719,0.312
12552,Eugenio Suárez,CIN,142,578,504,119,34,72,99,61,166,8,1,1,0.236,0.325,0.484,0.809,0.343
5235,Justin Turner,LAD,131,530,466,123,19,70,73,47,87,12,3,0,0.264,0.343,0.427,0.77,0.335
4106,Michael Brantley,HOU,123,527,483,144,11,66,56,36,60,4,3,1,0.298,0.35,0.437,0.787,0.34
19610,Keibert Ruiz,WSN,105,430,394,106,17,48,59,30,54,4,0,0,0.269,0.326,0.454,0.781,0.335
9166,Buster Posey,,104,419,374,101,11,49,42,41,78,2,0,0,0.27,0.344,0.412,0.755,0.327
sa3007017,Nolan Gorman,STL,127,548,512,128,21,62,64,29,120,3,5,0,0.25,0.293,0.43,0.723,0.309
22168,Akil Baddoo,DET,132,495,443,117,15,67,60,49,124,0,20,4,0.264,0.335,0.451,0.787,0.337
19566,Nathaniel Lowe,TEX,152,621,540,143,22,79,77,75,150,3,6,0,0.265,0.356,0.443,0.798,0.345
16376,Michael Conforto,,132,536,457,115,19,66,72,66,122,10,3,2,0.252,0.356,0.431,0.787,0.341
17027,Alex Verdugo,BOS,144,568,514,150,13,76,57,46,89,3,7,2,0.292,0.35,0.44,0.79,0.339
17988,Tyler Stephenson,CIN,131,421,368,98,10,55,45,42,85,6,0,0,0.266,0.347,0.402,0.749,0.327
sa3006896,Miguel Vargas,LAD,129,577,530,139,19,67,69,33,108,5,8,1,0.262,0.309,0.426,0.735,0.316
sa3004047,Gabriel Arias,CLE,129,542,500,131,14,65,53,31,134,5,5,1,0.262,0.31,0.412,0.722,0.311
20036,Isaac Paredes,DET,115,471,409,105,14,61,47,50,69,4,1,1,0.257,0.34,0.413,0.753,0.327
13145,Josh Bell,WSN,141,568,495,135,28,78,100,65,106,3,0,1,0.273,0.357,0.505,0.862,0.364
15518,Amed Rosario,CLE,156,630,591,163,14,80,65,32,125,3,17,4,0.276,0.315,0.418,0.733,0.315
20308,Jake Meyers,HOU,121,494,447,110,17,59,61,33,127,8,10,5,0.246,0.308,0.421,0.728,0.314
6184,J.D. Martinez,BOS,136,591,527,143,25,78,86,55,136,4,1,0,0.271,0.342,0.482,0.824,0.348
18819,Andy Ibáñez,TEX,114,459,423,113,13,56,47,29,69,3,2,3,0.267,0.317,0.423,0.74,0.319
16472,Rhys Hoskins,PHI,125,538,455,109,28,73,84,72,132,8,3,2,0.24,0.351,0.497,0.848,0.362
13265,Mike Zunino,TBR,103,352,318,63,22,47,54,27,126,6,0,0,0.198,0.273,0.453,0.726,0.309
sa3004138,Nick Pratto,KCR,127,542,474,118,24,66,67,50,151,6,8,3,0.249,0.325,0.468,0.793,0.337
10681,Gio Urshela,NYY,126,471,441,123,17,56,62,24,98,3,1,0,0.279,0.318,0.458,0.777,0.332
9785,Kyle Seager,,137,571,514,117,25,63,89,48,129,5,3,1,0.228,0.298,0.428,0.726,0.31
13769,Adalberto Mondesi,KCR,94,380,355,88,12,49,45,18,109,1,36,6,0.248,0.285,0.434,0.718,0.305
19290,Randy Arozarena,TBR,143,572,503,129,20,82,65,49,152,16,20,11,0.256,0.339,0.441,0.781,0.336
sa3008536,Steven Kwan,CLE,106,465,425,122,10,58,43,34,52,3,7,4,0.287,0.343,0.426,0.769,0.333
10950,Adam Duvall,ATL,138,512,468,107,33,64,110,35,151,6,3,0,0.229,0.289,0.491,0.781,0.327
15112,Ryan McMahon,COL,151,564,503,126,24,73,83,55,156,3,5,2,0.25,0.326,0.457,0.783,0.335
19955,Gavin Lux,LAD,132,529,474,115,16,71,70,51,123,2,6,2,0.243,0.318,0.414,0.731,0.315
22275,Jake Burger,CHW,116,530,473,119,20,62,56,40,99,13,2,2,0.252,0.325,0.419,0.743,0.323
18289,Brian Anderson,MIA,105,427,376,95,14,46,51,39,100,10,5,1,0.253,0.337,0.42,0.757,0.329
5933,Jean Segura,PHI,135,578,532,150,12,74,57,34,78,7,10,4,0.282,0.331,0.412,0.743,0.321
15676,José Abreu,CHW,141,614,549,145,27,75,109,44,135,14,1,0,0.264,0.331,0.475,0.806,0.341
17901,Andrew Benintendi,KCR,136,577,518,141,16,72,68,47,110,4,10,6,0.272,0.334,0.442,0.776,0.333
16153,Austin Slater,SFG,129,386,340,85,12,46,42,38,102,7,13,2,0.25,0.337,0.421,0.757,0.328
5254,Robbie Grossman,DET,145,571,485,118,17,71,56,75,127,6,14,4,0.243,0.349,0.408,0.757,0.331
9774,Christian Vázquez,BOS,133,486,448,116,11,52,50,31,87,2,6,4,0.259,0.308,0.386,0.694,0.301
9077,Lorenzo Cain,MIL,106,431,388,103,9,51,34,37,75,4,14,4,0.265,0.334,0.384,0.718,0.316
11265,Jonathan Schoop,DET,149,610,569,151,22,77,74,28,121,8,2,0,0.265,0.307,0.436,0.742,0.317
19318,Matt Thaiss,LAA,113,485,427,100,16,63,58,50,114,3,2,1,0.234,0.317,0.4,0.717,0.312
13602,Patrick Wisdom,CHC,116,431,387,87,29,59,72,38,157,4,6,2,0.225,0.3,0.488,0.788,0.334
13066,Teoscar Hernández,TOR,145,584,537,144,32,82,100,40,155,5,10,4,0.268,0.324,0.505,0.828,0.351
13757,Chris Taylor,LAD,141,532,469,117,18,75,73,52,151,6,10,2,0.249,0.33,0.439,0.769,0.33
11445,Mark Canha,NYM,131,531,443,105,18,76,60,64,120,20,7,2,0.237,0.356,0.418,0.774,0.339
13620,Carson Kelly,ARI,107,379,329,79,14,42,49,42,80,4,0,0,0.24,0.331,0.419,0.75,0.323
15149,Trey Mancini,BAL,148,626,566,154,27,82,85,49,136,8,0,0,0.272,0.337,0.481,0.818,0.348
19252,Cavan Biggio,TOR,116,477,404,91,16,60,52,65,132,3,9,2,0.225,0.334,0.401,0.735,0.321
15161,Mitch Garver,MIN,84,303,264,64,16,42,44,33,85,4,1,1,0.242,0.333,0.481,0.814,0.348
sa3006908,Richie Palacios,CLE,107,441,390,105,8,60,40,41,79,6,14,2,0.269,0.346,0.41,0.756,0.331
sa917941,Nolan Jones,CLE,114,473,411,95,14,57,46,54,158,5,8,2,0.231,0.326,0.387,0.713,0.313
12164,Miguel Sanó,MIN,123,499,437,101,32,73,83,57,172,3,1,1,0.231,0.323,0.508,0.831,0.351
10264,Brandon Belt,SFG,113,438,377,93,20,59,55,54,110,5,3,2,0.247,0.347,0.467,0.814,0.348
19599,Chas McCormick,HOU,110,391,346,84,13,49,48,35,102,4,8,3,0.243,0.315,0.399,0.713,0.309
sa3010329,Shea Langeliers,ATL,96,386,356,83,17,37,46,25,105,3,1,0,0.233,0.288,0.424,0.712,0.304
17484,Eloy Jiménez,CHW,112,468,435,120,26,56,80,27,114,2,0,0,0.276,0.319,0.51,0.829,0.35
14854,Mike Yastrzemski,SFG,133,520,462,112,22,69,66,47,133,7,4,2,0.242,0.32,0.459,0.779,0.331
27506,Ha-Seong Kim,SDP,133,465,415,97,14,57,61,39,95,5,11,1,0.234,0.305,0.395,0.7,0.303
19314,Donovan Walton,SEA,104,445,395,101,12,58,50,32,67,9,2,5,0.256,0.323,0.403,0.725,0.315
sa3006872,George Valera,CLE,99,410,351,84,21,62,57,47,117,5,7,4,0.239,0.334,0.447,0.781,0.336
19844,Abraham Toro,SEA,128,518,461,112,14,65,56,43,92,11,6,4,0.243,0.32,0.39,0.711,0.311
10231,José Iglesias,,138,510,482,138,7,58,54,19,67,6,6,3,0.286,0.32,0.409,0.729,0.314
16403,Francisco Mejía,TBR,97,334,304,76,9,36,38,19,65,7,0,0,0.25,0.306,0.414,0.721,0.309
19294,Nick Solak,TEX,151,618,557,145,16,75,69,44,130,12,8,4,0.26,0.326,0.397,0.723,0.316
5827,Wilmer Flores,SFG,124,409,371,101,14,49,50,31,52,4,1,0,0.272,0.333,0.445,0.777,0.335
2434,Nelson Cruz,,124,513,456,117,27,66,79,44,125,7,2,0,0.257,0.327,0.474,0.801,0.335
18083,Austin Allen,OAK,90,350,325,81,13,39,45,19,80,3,0,0,0.249,0.295,0.434,0.729,0.311
14221,Jorge Soler,,142,577,499,117,34,74,94,67,158,7,1,0,0.234,0.331,0.493,0.824,0.35
16535,Danny Jansen,TOR,92,316,276,63,14,42,43,30,65,6,0,0,0.228,0.315,0.442,0.757,0.326
17992,David Fletcher,LAA,156,666,621,172,5,78,46,37,63,2,13,3,0.277,0.319,0.364,0.683,0.298
16530,Mauricio Dubón,SFG,148,552,511,134,13,63,51,32,94,4,10,5,0.262,0.309,0.389,0.699,0.302
15905,Luis Torrens,SEA,121,460,420,99,15,47,56,34,115,2,0,1,0.236,0.293,0.4,0.693,0.298
19858,Luis Rengifo,LAA,121,485,437,107,12,56,45,37,93,5,11,6,0.245,0.309,0.387,0.696,0.302
13338,Omar Narváez,MIL,124,438,387,98,13,48,48,42,86,5,0,0,0.253,0.331,0.395,0.726,0.316
13853,Joey Wendle,MIA,125,463,425,114,9,60,42,24,91,10,9,5,0.268,0.32,0.412,0.731,0.314
11038,Kevin Kiermaier,TBR,118,414,377,88,7,51,41,30,101,5,11,5,0.233,0.297,0.374,0.671,0.29
sa3008479,Michael Stefanic,LAA,123,529,482,128,12,65,45,36,79,9,4,4,0.266,0.328,0.38,0.707,0.311
10059,Max Stassi,LAA,87,293,260,58,11,35,32,25,91,6,0,0,0.223,0.304,0.396,0.7,0.305
14894,Tony Kemp,OAK,129,380,323,85,7,48,34,44,50,6,8,3,0.263,0.358,0.393,0.751,0.33
sa1115762,Vinnie Pasquantino,KCR,111,487,440,120,18,63,56,35,76,4,3,0,0.273,0.329,0.466,0.794,0.337
19918,Daulton Varsho,ARI,112,424,383,96,15,55,48,35,93,4,10,2,0.251,0.319,0.433,0.753,0.323
sa3005898,Brayan Rocchio,CLE,115,517,480,123,13,67,57,25,118,10,15,7,0.256,0.306,0.396,0.702,0.305
19363,Austin Hays,BAL,127,524,487,126,23,71,73,26,111,7,6,4,0.259,0.305,0.466,0.771,0.328
sa3006892,Alek Thomas,ARI,108,503,458,121,11,60,50,38,106,5,10,7,0.264,0.327,0.421,0.748,0.324
19238,Lourdes Gurriel Jr.,TOR,134,532,495,137,23,65,81,27,108,4,3,4,0.277,0.316,0.483,0.799,0.338
18848,Yohel Pozo,TEX,108,432,411,106,12,47,49,15,60,2,1,1,0.258,0.285,0.399,0.684,0.293
sa3014499,Jordan Westburg,BAL,117,524,468,114,14,74,61,39,127,9,9,2,0.244,0.312,0.391,0.703,0.306
sa3010868,Anthony Volpe,NYY,110,513,461,105,22,59,67,38,120,8,16,4,0.228,0.296,0.419,0.715,0.307
sa876320,Jeremy Peña,HOU,96,414,382,97,15,37,37,22,110,7,8,4,0.254,0.304,0.424,0.728,0.313
12147,Nick Ahmed,ARI,137,513,469,114,10,57,54,37,108,2,7,2,0.243,0.299,0.384,0.683,0.294
9256,AJ Pollock,LAD,108,405,370,99,19,51,67,25,84,6,6,1,0.268,0.321,0.484,0.805,0.339
19508,Kyle Lewis,SEA,107,448,405,97,15,49,47,40,136,1,4,1,0.24,0.308,0.395,0.703,0.306
18363,Victor Robles,WSN,138,527,461,109,10,60,42,38,126,20,18,7,0.236,0.32,0.371,0.691,0.303
15464,Hunter Renfroe,MIL,139,525,472,108,31,72,81,45,140,2,3,1,0.229,0.295,0.472,0.768,0.324
18900,Leody Taveras,TEX,138,573,514,115,16,68,54,46,148,3,22,6,0.224,0.289,0.375,0.665,0.288
23378,Jose Barrero,CIN,115,460,413,103,13,57,57,30,114,10,13,3,0.249,0.313,0.404,0.717,0.31
14735,Brett Phillips,TBR,126,380,327,60,12,50,42,45,144,2,17,2,0.183,0.284,0.358,0.642,0.282
17022,Edmundo Sosa,STL,124,432,394,99,9,48,38,18,88,15,4,4,0.251,0.307,0.378,0.685,0.298
19354,Luke Raley,LAD,98,387,348,82,18,48,56,21,112,15,6,1,0.236,0.306,0.437,0.742,0.319
sa3010587,Ryan Kreidler,DET,122,516,466,109,15,53,44,37,143,5,11,4,0.234,0.295,0.376,0.67,0.291
17919,Ian Happ,CHC,148,535,461,110,25,68,72,68,161,4,9,3,0.239,0.341,0.456,0.796,0.344
10324,Marcell Ozuna,ATL,97,414,373,98,19,52,68,39,89,1,3,0,0.263,0.333,0.464,0.797,0.342
12546,C.J. Cron,COL,128,503,443,118,26,61,82,45,112,12,1,0,0.266,0.348,0.508,0.856,0.362
16930,Jonah Heim,TEX,89,339,311,75,7,33,33,22,58,2,1,1,0.241,0.293,0.357,0.65,0.284
10071,Jonathan Villar,,148,570,514,126,17,69,51,49,147,3,23,8,0.245,0.313,0.389,0.702,0.306
13185,Orlando Arcia,ATL,134,468,426,105,14,46,51,34,85,2,6,3,0.246,0.303,0.394,0.697,0.3
22581,Alejandro Kirk,TOR,88,301,266,67,11,35,36,28,41,3,0,0,0.252,0.327,0.436,0.763,0.329
sa3011443,Bryson Stott,PHI,111,457,409,100,12,50,42,43,115,1,7,5,0.244,0.317,0.384,0.701,0.306
4314,Joey Votto,CIN,118,487,416,104,24,61,75,65,114,3,1,0,0.25,0.353,0.478,0.832,0.354
20521,Nick Madrigal,CHC,100,417,386,114,3,46,32,20,26,7,11,8,0.295,0.339,0.386,0.725,0.317
10323,Rafael Ortega,CHC,127,464,420,105,14,55,50,41,95,2,12,6,0.25,0.32,0.412,0.732,0.317
sa828577,Carlos Pérez,CHW,111,438,413,97,10,48,43,18,48,3,1,0,0.235,0.27,0.358,0.628,0.272
19913,Jesús Sánchez,MIA,114,459,417,102,19,51,58,34,124,5,2,2,0.245,0.307,0.432,0.739,0.315
21614,Kyle Isbel,KCR,120,489,445,110,12,64,47,34,113,6,17,4,0.247,0.308,0.398,0.706,0.306
19198,Yuli Gurriel,HOU,131,550,493,141,14,69,70,43,64,4,2,2,0.286,0.342,0.426,0.768,0.329
18373,Ryan Mountcastle,BAL,141,585,541,145,29,74,93,34,151,4,3,2,0.268,0.313,0.484,0.797,0.336
10642,Carlos Pérez,,98,400,369,79,14,41,49,21,73,5,0,0,0.214,0.264,0.377,0.641,0.275
21618,Alec Bohm,PHI,131,528,477,125,15,60,61,42,123,3,6,2,0.262,0.323,0.409,0.731,0.316
sa3011703,Josh H. Smith,TEX,83,371,336,84,9,36,27,26,78,7,14,3,0.25,0.316,0.387,0.703,0.308
10847,Andrelton Simmons,,118,449,415,105,4,44,37,28,52,3,5,1,0.253,0.304,0.328,0.632,0.279
14551,Anthony Santander,BAL,128,530,495,128,23,63,72,26,111,4,2,2,0.259,0.299,0.463,0.761,0.322
sa3003386,Yainer Diaz,HOU,102,424,405,104,12,58,55,14,74,1,2,0,0.257,0.282,0.395,0.677,0.29
