,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
146,Jonah Heim,TEX,108,412,374,85,53,18,1,14,43,47,33,0,79,2,3,1,8,2,1,0.22841,0.079929,0.191913,0.416486,0.293101,0.391335,0.299727,0.684436,0.162925,2.92558,0.25243,-0.59145,-0.265376,43.8985,-3.28287,94.4992,-0.856826,-0.616083,-3.410966217517853,6.818607807159424,1.73507,250.32000732421875,1.53297,-0.326438,0.332664,16930
147,Michael Conforto,SFG,119,500,432,107,68,23,1,16,60,59,56,2,110,9,3,1,11,3,1,0.24843,0.111099,0.220261,0.504396,0.344207,0.414909,0.334274,0.759116,0.166479,3.27777,0.296344,-0.169038,-0.296304,66.9645,9.74676,117.283,-0.465342,-1.94538,9.42448142170906,-9.584306001663208,1.70061,239.72999572753903,3.39001,1.26357,0.154123,16376
148,Austin Hays,BAL,136,560,514,129,81,27,2,18,65,65,32,0,111,8,4,2,10,4,2,0.250049,0.0571482,0.198019,0.288599,0.302713,0.41829,0.314031,0.721003,0.168242,3.62235,0.28351,0.618368,-0.613661,65.9814,1.90671,104.887,0.00470775,1.36227,3.086473644245416,-4.747068643569946,1.69606,260.9100036621094,1.4842,-0.592613,0.276307,19363
149,Josh Rojas,ARI,114,474,416,105,71,24,2,8,56,46,49,1,100,2,4,2,7,14,4,0.252873,0.103264,0.210757,0.489967,0.331593,0.379087,0.313877,0.71068,0.126214,5.32606,0.310411,0.658041,0.735081,55.7593,1.55507,100.144,1.39312,-3.65981,1.4725117683410645,-1.2865538597106934,1.69112,213.58999633789065,2.02138,0.978275,0.992138,19734
150,Giancarlo Stanton,NYY,122,516,455,110,63,17,0,30,65,81,54,2,150,3,3,0,12,0,0,0.242027,0.105128,0.291153,0.361076,0.324537,0.477876,0.345967,0.802413,0.235849,1.79694,0.288518,-1.44377,-0.412483,73.8875,14.8506,125.403,-1.85625,-1.18863,13.142010927200316,-13.923672080039978,1.68992,153.67999267578125,3.45107,-0.691908,1.13718,4949
151,Oscar Gonzalez,CLE,123,517,487,134,89,27,1,17,56,66,21,2,104,3,3,1,10,2,1,0.27565,0.0413605,0.201317,0.205449,0.308821,0.439066,0.322,0.747887,0.163416,2.89277,0.318375,-0.122919,-0.42474,64.169,5.03272,110.108,-0.547658,0.622548,5.334866225719452,-5.852876007556915,1.67187,183.08999633789065,5.62055,-1.13691,0.800527,20970
152,Nick Castellanos,PHI,140,591,545,144,88,31,2,22,73,78,36,1,134,5,4,1,13,5,2,0.26408,0.0611967,0.226467,0.270223,0.314075,0.450829,0.330421,0.764904,0.186749,3.9415,0.309323,-0.646027,-0.151692,77.371,9.71463,111.795,-0.797719,-2.94527,7.310248017311096,-11.39935827255249,1.6571,131.27000427246094,3.311,-0.298214,0.472033,11737
153,Elvis Andrus,,110,443,408,102,70,21,1,10,50,43,27,0,71,4,2,1,10,12,4,0.248592,0.0612278,0.159099,0.384841,0.299893,0.376156,0.297156,0.676049,0.127563,4.84948,0.277605,1.00959,0.556544,46.2789,-4.43405,91.5074,1.56613,-1.09556,-2.741117000579834,4.0060248374938965,1.65496,367.3599853515625,7.60601,-1.59997,0.847356,8709
154,Christian VÃ¡zquez,MIN,105,399,368,93,67,18,1,7,40,41,24,0,69,3,3,1,9,3,2,0.254007,0.0605564,0.17179,0.352502,0.302659,0.367613,0.294985,0.670271,0.113605,3.19944,0.291698,-1.61083,-0.612638,40.9413,-4.67633,92.6052,-2.22347,1.45633,-5.543255090713501,8.564822673797607,1.64889,250.63999938964844,3.26809,1.51664,0.723764,9774
155,CJ Abrams,WSN,134,527,492,126,89,26,3,7,59,47,19,0,94,9,4,3,9,16,5,0.255226,0.036321,0.179133,0.202759,0.294141,0.363536,0.288548,0.657677,0.10831,5.69857,0.300607,0.132692,0.535383,51.446,-8.8812,83.1272,0.668075,1.38514,-9.674292504787443,7.608889698982239,1.64356,999.0,5.61637,-0.490477,1.09283,25768
156,Tyrone Taylor,MIL,122,467,426,100,58,20,3,19,54,57,30,0,112,7,3,1,9,5,2,0.23407,0.0649314,0.239998,0.27055,0.293881,0.429015,0.313709,0.722896,0.194945,4.65268,0.270723,0.229221,-0.0214181,54.918,1.47092,101.342,0.207803,2.95595,0.9366632401943208,-1.034134864807129,1.63801,403.1400146484375,1.98259,-0.843102,0.434516,13675
157,Cody Bellinger,CHC,126,509,457,102,60,21,3,18,59,59,43,1,128,3,4,1,6,11,3,0.222111,0.0853551,0.25092,0.340168,0.290923,0.395556,0.299327,0.686479,0.173445,5.33461,0.265518,0.20029,0.469516,53.9608,-4.20877,93.0153,0.669806,0.361226,-3.39351624250412,2.302687168121338,1.63143,187.41000366210935,2.95169,0.498144,0.845856,15998
158,Josh Jung,TEX,121,490,452,108,65,22,2,19,52,60,29,1,146,6,2,1,9,6,1,0.238132,0.0586424,0.298323,0.196574,0.290705,0.417837,0.307598,0.708542,0.179706,4.29226,0.307577,-0.95827,0.146056,55.2627,-0.836905,100.054,-0.812214,1.13058,-0.7826490793377161,0.6077978014945984,1.61926,999.0,2.92886,-1.57,0.414709,26299
159,Max Kepler,MIN,123,507,443,102,62,22,2,16,60,57,53,1,86,6,4,1,7,5,2,0.230937,0.104425,0.16966,0.615494,0.318401,0.401125,0.316035,0.719526,0.170187,3.99917,0.249187,0.156275,-0.113555,60.5143,2.53253,107.46,0.0427201,0.496491,4.299466878175736,-5.214206010103226,1.59651,374.8200073242188,1.60384,0.37225,0.38891,12144
160,Andrew Vaughn,CHW,133,551,498,131,84,27,1,19,63,68,39,0,102,8,4,1,13,1,0,0.262122,0.0713854,0.18493,0.386012,0.322945,0.434923,0.329905,0.757868,0.1728,2.41947,0.292388,-0.794488,-0.543563,71.7994,8.81771,114.249,-1.33805,0.175474,7.637136459350586,-10.452249571681024,1.59482,143.27000427246094,4.21538,-0.167335,0.584946,26197
161,Joey Wendle,MIA,116,463,428,111,76,25,3,7,49,44,23,1,80,7,3,1,9,12,4,0.258863,0.0502719,0.173592,0.289598,0.306012,0.376583,0.299168,0.682595,0.117721,5.26156,0.302708,-0.501488,0.486571,49.113,-3.89383,94.1973,-0.0149174,-1.73801,-3.1401801640167832,2.6530001163482666,1.58351,398.2699890136719,2.49843,0.85434,1.02695,13853
162,Wilmer Flores,SFG,122,497,443,109,70,22,1,16,58,58,44,0,79,6,4,1,8,1,0,0.246941,0.0880101,0.159534,0.551669,0.320857,0.409714,0.32055,0.730572,0.162773,2.64596,0.265653,-1.54982,-0.335564,61.1653,4.26922,107.753,-1.88539,-4.24729,2.526097059249878,-3.7222126126289368,1.58215,329.82000732421875,2.21295,0.281001,0.298935,5827
163,Endy Rodriguez,PIT,57,220,198,52,31,12,1,7,24,26,17,1,42,2,2,1,4,1,0,0.260476,0.0760258,0.192409,0.395127,0.32228,0.435467,0.32882,0.757747,0.174991,3.45045,0.297508,0.00464143,-0.164058,28.4545,3.32835,111.635,-0.159416,1.1656,2.810979411005974,4.816730618476868,1.57574,999.0,2.69286,-0.766727,1.19704,sa3008272
164,Christopher Morel,CHC,106,422,378,88,53,17,3,15,50,47,34,0,128,3,3,3,6,10,4,0.232074,0.0805456,0.303502,0.265388,0.299089,0.412335,0.310212,0.711424,0.18026,5.78055,0.306012,0.436983,-0.035986,48.4353,0.156396,100.574,0.400997,-1.28996,0.6781067550182343,0.4261915683746338,1.56504,999.0,5.41118,-1.19235,0.60922,21897
165,Tony Kemp,OAK,134,528,461,112,81,22,2,7,58,41,50,0,67,7,5,5,7,10,3,0.243815,0.09422,0.127889,0.736731,0.324227,0.344793,0.299742,0.66902,0.100979,4.91297,0.270371,0.0552132,0.401353,56.1527,-4.19253,99.7748,0.456566,-1.93006,0.3228145688772201,-2.4145811796188354,1.54192,455.1799926757813,3.16736,-0.63739,0.812964,14894
166,Jose Siri,TBR,118,445,409,93,59,19,3,13,52,47,27,0,149,5,2,2,4,17,4,0.226947,0.0604863,0.333907,0.181147,0.280761,0.381136,0.289712,0.661896,0.154188,6.63861,0.319697,-0.0167252,1.56515,43.8088,-7.08033,86.338,1.54843,3.64708,-5.404663681983948,5.474286913871765,1.53475,304.95001220703125,4.3872,0.0739684,1.18494,17452
167,Adolis GarcÃ­a,TEX,143,606,560,132,77,27,3,26,74,81,35,1,177,6,4,0,8,19,5,0.235398,0.0579815,0.291091,0.199187,0.285669,0.429762,0.308952,0.715431,0.194364,5.70854,0.293269,-0.923343,1.19147,68.9911,-0.382324,101.009,0.268132,2.32571,0.9572945237159728,-5.635680198669434,1.53388,59.40999984741211,2.57267,1.32121,1.17409,19287
168,Jon Berti,MIA,96,386,338,81,59,15,2,5,47,29,39,0,87,4,2,2,7,27,6,0.239489,0.101539,0.224445,0.4524,0.324171,0.342554,0.299556,0.666725,0.103065,6.84005,0.30494,0.100938,2.64434,41.0342,-3.12504,94.4621,2.74528,0.692245,0.260514497756958,1.3302048444747925,1.52884,265.54998779296875,2.12079,-0.0350413,2.16853,12037
169,Myles Straw,CLE,119,475,424,106,83,20,2,2,53,34,44,0,79,2,3,2,7,19,4,0.251123,0.0929931,0.165823,0.560798,0.322401,0.319004,0.288996,0.641405,0.0678802,5.80611,0.30243,0.543733,1.76393,46.4911,-7.82763,86.8171,2.30766,2.26061,-4.739397048950195,4.10456919670105,1.51898,401.2699890136719,2.38187,0.226192,1.63639,17620
170,Santiago Espinal,TOR,108,418,379,99,73,20,1,6,45,40,31,1,59,3,3,2,8,6,3,0.262369,0.0744592,0.141893,0.524755,0.320719,0.365355,0.303325,0.686074,0.102986,3.88276,0.296161,0.492787,-0.325534,45.697,-2.13277,97.7351,0.167253,0.215929,-0.898851066827774,2.0646503269672394,1.51861,500.0,3.65182,-0.340192,0.91994,19997
171,J.D. Martinez,LAD,133,567,507,132,80,30,2,21,72,75,50,2,140,4,4,0,14,0,0,0.260104,0.0878351,0.24624,0.356705,0.328881,0.44758,0.336324,0.776461,0.187476,2.62107,0.316143,-1.96968,-0.47689,76.7782,11.9635,118.706,-2.44657,-0.185696,9.67903447151184,-13.805884942412376,1.51211,211.58999633789065,2.75766,0.974108,0.718675,6184
172,Carson Kelly,ARI,91,335,297,68,43,14,1,9,35,37,31,0,68,4,3,1,8,1,1,0.228719,0.0911521,0.2026,0.449911,0.306517,0.376164,0.301606,0.682682,0.147445,2.69256,0.263055,-0.0638073,-0.310022,36.1287,-2.16473,91.757,-0.373829,-0.363156,-3.5810705423355103,6.642789363861084,1.50239,416.5,2.04513,0.927984,0.515206,13620
173,Joey Gallo,MIN,123,486,408,77,38,14,1,24,58,59,70,1,177,5,2,1,3,4,1,0.18943,0.144954,0.363487,0.398788,0.314207,0.405164,0.317817,0.719372,0.215735,3.80377,0.255135,0.0963858,-0.0847779,58.7154,3.11653,108.718,0.0116079,-0.0297771,4.781498666852713,-5.953156482428312,1.49998,396.6400146484375,4.11477,0.229317,1.40741,14128
174,Miguel Vargas,LAD,103,417,374,99,64,22,1,12,51,52,33,1,78,4,5,1,4,6,2,0.265387,0.0791035,0.186812,0.423438,0.327498,0.425467,0.327606,0.752966,0.16008,4.43139,0.302519,-0.17187,0.0988628,53.5883,5.91341,112.652,-0.0730071,-3.59774,5.959603771567345,-5.354267358779907,1.49452,999.0,3.47469,-0.334888,0.61486,20178
175,Joey Bart,SFG,116,411,372,82,54,14,1,13,44,41,30,0,143,6,2,1,6,2,1,0.22035,0.0723609,0.347661,0.208136,0.287784,0.370546,0.290848,0.65833,0.150196,3.4908,0.316237,-0.257383,-0.279406,40.8593,-6.1726,87.1269,-0.536788,-1.60998,-6.591793715953827,7.308990716934204,1.48696,345.7300109863281,1.36685,0.867592,0.382658,21524
176,Lourdes Gurriel Jr.,ARI,132,542,499,139,94,29,2,14,59,64,32,1,99,5,4,1,12,4,2,0.278683,0.0597597,0.182004,0.328342,0.326364,0.429313,0.328508,0.755677,0.15063,3.36829,0.320268,-0.774571,-0.581768,70.0583,8.07612,110.144,-1.35634,-2.1767,5.032353758811951,-9.07741355895996,1.48674,228.22999572753903,2.39311,0.23395,0.8378,19238
177,Nick Fortes,MIA,71,259,234,57,37,10,1,9,29,28,19,0,48,4,1,0,5,4,1,0.242279,0.0727051,0.184418,0.394241,0.309125,0.403095,0.312544,0.712219,0.160816,4.27671,0.268889,-0.132866,0.00703499,30.244,0.576511,103.34,-0.125831,0.376575,0.8808421939611435,4.523105293512344,1.4823,324.0,2.90391,2.20606,0.996317,21538
178,Mike Zunino,CLE,88,323,292,58,29,11,1,17,36,45,24,0,112,5,2,1,4,0,0,0.197294,0.0730831,0.345406,0.211586,0.267,0.415939,0.296734,0.682939,0.218644,2.56426,0.245147,-0.307739,-0.234689,33.6385,-3.34168,92.278,-0.542429,0.404228,-3.3526965975761414,7.159721523523331,1.47922,459.2300109863281,2.21011,0.405487,0.737764,13265
179,Trayce Thompson,LAD,91,338,301,67,35,13,1,18,42,46,31,1,121,3,2,1,5,5,1,0.22226,0.0917276,0.358383,0.255949,0.299297,0.447578,0.323055,0.746875,0.225319,4.60219,0.299991,-0.226175,0.154221,42.1958,3.57012,109.492,-0.0719546,-0.969064,3.594741009175777,-0.6687800586223602,1.46657,430.8599853515625,3.70788,0.340355,0.621507,9952
180,Chas McCormick,HOU,107,409,360,85,56,14,2,14,48,46,41,0,109,3,4,1,6,5,2,0.235953,0.0992634,0.267351,0.371285,0.316073,0.397592,0.313955,0.713665,0.161639,4.24743,0.296482,-0.353314,-0.199824,48.141,1.36741,105.171,-0.553138,-0.53015,1.827057123184204,-0.9106409549713136,1.4616,415.7699890136719,2.04602,0.0614848,0.331209,19599
181,Gio Urshela,LAA,104,412,378,100,68,19,2,11,46,48,27,1,80,3,4,1,12,1,0,0.26454,0.0658593,0.19372,0.339972,0.315418,0.410188,0.31599,0.725606,0.145648,3.00181,0.306138,-1.26207,-0.229711,49.1519,2.04278,104.191,-1.49178,-0.0222862,0.4513139724731445,0.177432956174016,1.44119,371.3599853515625,4.38072,-1.03223,0.711025,10681
182,Luis Rengifo,LAA,106,432,398,99,67,18,2,11,45,43,24,1,75,4,3,4,9,6,3,0.249522,0.0549184,0.17473,0.314305,0.296608,0.392513,0.300486,0.689122,0.142992,4.36681,0.280292,0.722114,-0.224046,46.2021,-3.17525,93.2506,0.498067,-1.27453,-2.7816686034202576,2.7741037607192998,1.44059,290.2699890136719,3.60467,-0.181748,0.570389,19858
183,Austin Nola,SDP,89,338,300,76,55,15,1,6,34,35,28,1,53,6,4,1,6,1,1,0.252968,0.0828076,0.155383,0.532927,0.324431,0.362499,0.304848,0.68693,0.109531,2.85308,0.286173,-0.107219,-0.355854,37.3944,-1.31669,96.849,-0.463073,-2.55171,-1.682971864938736,4.3185951709747314,1.43864,406.9100036621094,1.9723,0.827005,0.849179,15941
184,Brandon Drury,LAA,113,452,415,103,62,21,1,18,56,58,29,0,102,5,3,1,8,2,1,0.247161,0.064485,0.224503,0.287234,0.301993,0.432929,0.319054,0.734922,0.185768,3.38552,0.284316,-0.547785,-0.435083,55.063,3.34343,106.354,-0.982868,-2.63685,2.251116931438446,-3.053877860307693,1.42547,199.63999938964844,2.63615,0.0142543,0.315504,11615
185,Seth Brown,OAK,138,540,488,111,60,25,2,24,61,70,45,2,147,3,3,0,6,9,2,0.227771,0.082566,0.272273,0.303247,0.295309,0.434531,0.31541,0.72984,0.20676,4.62674,0.272747,-1.11081,0.453726,64.1761,2.42879,110.831,-0.657086,0.431091,5.924777209758759,-9.518030256032944,1.4252,210.4499969482422,3.02172,0.805686,0.89048,18171
186,Jace Peterson,OAK,110,402,352,80,54,17,2,8,43,38,42,1,100,3,3,2,6,12,3,0.227889,0.103809,0.247546,0.419354,0.312759,0.354514,0.296504,0.667273,0.126625,5.25895,0.291174,-0.167973,0.90033,41.7622,-4.22935,97.4901,0.732356,0.195512,-0.4036334156990051,1.1539685726165771,1.42133,472.5899963378906,4.08649,1.69116,0.959577,12325
187,Adam Frazier,BAL,123,498,451,117,87,23,3,4,52,40,36,1,60,5,3,3,10,8,4,0.260372,0.0728159,0.120536,0.604103,0.320928,0.353129,0.2989,0.674057,0.092757,4.72845,0.290598,0.454781,-0.384358,52.7115,-4.29356,94.21,0.0704231,-0.930462,-3.1777303218841557,0.7534429430961609,1.40951,468.8599853515625,2.76303,0.30907,0.972548,15223
188,Esteury Ruiz,OAK,122,399,355,85,56,19,2,7,46,33,30,0,84,8,2,4,4,24,6,0.239027,0.0747807,0.211306,0.353897,0.310494,0.365169,0.299583,0.675663,0.126142,6.74876,0.292872,0.418533,2.06267,42.3859,-3.21886,99.6624,2.4812,-0.657016,2.329676777124405,-1.641425609588623,1.40352,999.0,4.65364,-0.322563,1.88752,21780
189,Garrett Mitchell,MIL,120,424,379,92,64,17,2,9,48,41,36,0,136,4,2,3,5,24,4,0.2426,0.0843991,0.319708,0.263988,0.313106,0.36996,0.302538,0.683066,0.12736,6.24252,0.350282,-2.34065,2.7175,46.0873,-2.42841,93.7073,0.376855,-0.0573763,-2.7251488864421844,1.797371495515108,1.39875,999.0,6.58188,0.789397,1.6983,27555
190,Garrett Cooper,MIA,118,483,428,111,74,23,2,13,53,55,44,0,123,8,3,0,10,1,0,0.259119,0.0920023,0.254727,0.36118,0.33714,0.409344,0.328841,0.746485,0.150225,2.50748,0.33237,-1.36924,-0.560938,62.629,7.33302,114.479,-1.93018,0.118426,6.204602837562561,-9.2501090914011,1.38549,424.4500122070313,3.20149,-1.01963,0.509731,15279
191,Christian Bethancourt,TBR,80,293,275,66,43,13,0,10,30,33,14,0,71,2,2,1,5,4,1,0.24108,0.0468725,0.241475,0.194109,0.280069,0.398145,0.294964,0.678214,0.157064,3.87822,0.288135,-0.561565,0.0929735,30.0787,-3.44102,89.9853,-0.468591,1.98204,-3.825802862644196,7.382035493850708,1.37949,330.5899963378906,2.28006,0.54802,0.857142,10028
192,David Villar,SFG,80,315,277,63,37,14,1,12,36,37,29,0,94,6,2,1,6,1,1,0.227468,0.0910783,0.297404,0.306244,0.312018,0.412058,0.318115,0.724076,0.18459,3.22307,0.294794,0.000273617,-0.26038,38.1162,2.09374,106.062,-0.260106,0.214373,1.92370143532753,0.8914780467748642,1.3768,999.0,1.78854,0.180481,0.540754,24782
193,Rodolfo Castro,PIT,100,401,365,84,51,17,2,15,43,46,29,0,106,4,2,1,9,6,2,0.231073,0.0711019,0.263727,0.269604,0.292317,0.409586,0.305762,0.701903,0.178513,4.75799,0.282442,-0.262464,0.0794998,44.6094,-1.26919,95.8752,-0.182964,-0.0661802,-2.105744943022728,1.7236484289169312,1.37472,999.0,2.07283,-2.20299,0.522995,21987
194,Eric Haase,DET,91,340,309,71,42,13,1,14,36,41,24,1,99,2,3,0,6,1,0,0.227993,0.0712748,0.292529,0.243651,0.285982,0.411181,0.302314,0.697163,0.183188,3.16017,0.284795,-0.277451,-0.158932,36.8527,-2.00548,97.6199,-0.436383,-0.639194,-1.3465652167797089,3.567934215068817,1.36755,288.04998779296875,4.10471,0.771824,0.529337,14111
195,Aledmys DÃ­az,OAK,116,458,423,104,68,22,1,13,46,53,26,1,78,6,2,1,9,2,1,0.245802,0.0578089,0.170698,0.338662,0.298101,0.394514,0.302878,0.692615,0.148713,2.77463,0.272146,-1.01392,-0.422467,49.9345,-2.50086,101.988,-1.43639,-0.87843,-0.41048264503479,-1.2158893048763275,1.35989,412.6799926757813,3.81251,-0.912212,0.333742,15937
196,Jeimer Candelario,WSN,128,521,470,113,70,26,2,15,57,58,43,1,121,6,3,1,9,1,1,0.241181,0.0819567,0.231682,0.353746,0.310214,0.403796,0.312638,0.714009,0.162615,2.80526,0.291012,-0.129292,-0.578676,60.8461,1.19798,99.5929,-0.707967,-2.36738,-0.954704761505127,-3.721789121627808,1.34846,394.5499877929688,1.59075,-0.398222,0.291456,13621
197,Michael A. Taylor,KCR,111,432,393,95,66,17,2,10,45,43,30,0,110,3,3,2,7,7,2,0.240941,0.069811,0.255244,0.273507,0.298129,0.370423,0.294304,0.668552,0.129482,4.48738,0.306727,0.10915,-0.0115224,44.0805,-5.29494,89.5272,0.097628,2.0705,-5.073854103684425,3.790964603424072,1.3473,589.5499877929688,2.90368,-0.174031,0.546621,11489
198,Joc Pederson,SFG,126,491,434,106,61,20,3,22,61,67,45,2,115,8,4,1,8,3,1,0.243505,0.0907515,0.234781,0.386537,0.322336,0.452904,0.335644,0.77524,0.209399,4.06968,0.278938,-0.0893762,-0.351826,66.23,10.0962,118.234,-0.441202,-3.09355,9.79538917541504,-13.032426357269289,1.34498,247.9499969482422,2.40071,1.52595,0.484608,11899
199,Manuel Margot,TBR,121,497,453,117,83,22,3,10,54,52,36,1,86,3,3,1,8,14,5,0.258978,0.0726181,0.173657,0.41817,0.315981,0.382323,0.306884,0.698304,0.123345,5.062,0.299003,0.375978,0.333832,55.6867,-1.12916,98.2628,0.70981,0.715639,-0.2772915959358215,-3.197244644165039,1.34051,310.54998779296875,3.35136,-2.13769,0.916408,14712
200,Dylan Moore,SEA,89,315,271,56,33,12,1,10,39,30,32,1,91,8,1,1,5,21,6,0.208069,0.103227,0.289254,0.356874,0.309933,0.367945,0.302333,0.677878,0.159876,6.66292,0.272323,-0.653142,1.46628,34.1274,-1.85222,101.187,0.813142,0.691009,1.2335269451141355,1.4566420316696167,1.33275,449.8200073242188,3.19201,-0.0162378,1.70163,18042
201,Christian Arroyo,BOS,108,422,390,103,69,21,2,11,47,49,22,2,83,6,2,2,9,6,2,0.264411,0.0519694,0.196309,0.264732,0.31265,0.411426,0.314954,0.724076,0.147015,4.5027,0.309447,-0.727236,0.00192232,50.0681,1.74783,99.6516,-0.725314,-2.05065,-0.890973761677742,0.0209186077117919,1.31917,490.0899963378906,4.59854,0.571078,0.698742,16434
202,Justin Turner,BOS,124,523,464,124,82,27,1,14,63,66,46,1,87,8,5,0,10,2,1,0.266947,0.0887365,0.166387,0.533315,0.340705,0.421089,0.333896,0.761794,0.154141,2.89489,0.29812,-1.79214,-0.301057,69.9206,10.0428,113.019,-2.0932,0.0565015,5.578415632247925,-9.688691034913065,1.31634,240.0,3.93967,0.944703,0.574861,5235
203,Miguel Rojas,LAD,104,408,376,96,70,18,1,6,40,37,24,1,54,4,2,1,9,8,3,0.255529,0.0598289,0.13139,0.455352,0.306696,0.360649,0.29451,0.667345,0.10512,4.38156,0.282212,-0.894261,0.08746,41.7284,-4.93771,89.67,-0.806801,0.684694,-5.627828061580658,4.807811141014099,1.31458,509.2300109863281,3.65488,-0.776999,0.959477,7802
204,Bo Naylor,CLE,70,222,196,44,27,9,1,7,24,25,21,0,65,2,1,1,2,3,1,0.225525,0.0963409,0.292197,0.329712,0.306809,0.388227,0.306264,0.695036,0.162702,4.50432,0.297373,0.0790704,-0.11229,24.7263,-0.612764,99.0029,-0.0332197,2.37212,-0.2818545885384083,5.71125078201294,1.30974,999.0,1.57089,-0.957342,0.994699,21865
205,Anthony Volpe,NYY,57,240,213,50,30,12,1,7,27,25,21,0,51,3,2,1,3,10,2,0.234043,0.0857935,0.212438,0.403852,0.308953,0.393346,0.308455,0.7023,0.159304,6.07236,0.27532,-0.484827,0.822363,27.1976,-0.246064,99.3535,0.337536,1.70277,0.1600905358791351,4.354981780052185,1.29779,999.0,4.79865,-1.21626,1.285,sa3010868
206,Travis d'Arnaud,ATL,95,382,350,89,57,17,1,14,45,48,24,0,85,6,2,1,10,0,0,0.254738,0.0615811,0.22185,0.277579,0.310363,0.425876,0.320877,0.736239,0.171138,2.38363,0.297951,-0.855635,-0.339479,47.0513,3.37624,104.275,-1.19511,0.873434,0.7018222808837891,-1.255049467086792,1.2888,228.22999572753903,2.49662,-1.98976,0.55122,7739
207,Mark Canha,NYM,129,533,457,110,75,21,2,13,65,56,55,1,106,16,4,1,8,5,2,0.24179,0.103298,0.199404,0.518031,0.340957,0.378595,0.321498,0.719552,0.136805,4.12833,0.285951,-0.861373,-0.152658,65.9073,4.97339,108.411,-1.01403,-3.52965,4.111713171005249,-9.320281982421877,1.28205,347.67999267578125,3.70701,0.602961,0.263537,11445
208,Oswald Peraza,NYY,77,290,265,66,46,11,1,8,34,30,19,0,66,4,2,1,10,11,3,0.247229,0.0647352,0.226138,0.286264,0.30505,0.383679,0.303069,0.688729,0.13645,5.48221,0.299413,-0.407322,0.706104,31.6799,-1.54038,95.6136,0.298782,0.972993,-1.1585336923599243,3.827465176582336,1.27733,999.0,3.52285,1.16221,1.20866,22823
209,Whit Merrifield,TOR,125,514,473,123,86,26,2,10,64,51,31,0,81,3,5,1,9,19,5,0.259982,0.0612147,0.156703,0.39064,0.306748,0.384086,0.30232,0.690834,0.124104,5.66332,0.291705,-0.0964973,1.31197,55.7701,-3.03252,97.0258,1.21548,-0.270008,-0.5056660175323486,-3.689479887485504,1.27604,194.82000732421875,3.29179,2.04799,1.15672,11281
210,Victor Caratini,MIL,74,258,227,52,35,10,0,8,26,28,24,1,58,4,2,1,7,1,0,0.230803,0.0938994,0.223087,0.420909,0.314457,0.376728,0.305328,0.691185,0.145924,2.19424,0.273437,-0.510904,-0.162945,28.6405,-0.906542,95.6139,-0.673849,-0.041507,-1.9906235933303835,5.4040233977139,1.26959,636.0,2.15074,2.1784,0.872551,14968
211,Michael Brantley,HOU,101,433,390,110,78,22,2,8,53,45,36,1,52,4,2,1,7,2,1,0.282583,0.0840589,0.120144,0.699653,0.347947,0.410587,0.333078,0.758534,0.128004,3.35322,0.307579,-0.811978,-0.380151,57.6224,8.03498,118.665,-1.19213,-0.455127,7.916553616523743,-9.682054549455644,1.26214,347.67999267578125,2.2775,0.449692,1.07666,4106
212,Orlando Arcia,ATL,75,285,258,63,42,11,0,9,32,33,23,0,58,2,2,1,8,2,1,0.243432,0.0789577,0.202118,0.390651,0.306566,0.392643,0.306547,0.699209,0.149211,3.02677,0.278565,0.300392,-0.299684,31.8925,-0.724671,94.4799,0.000707801,1.48686,-1.8287268319400027,4.257012367248535,1.26084,650.0900268554688,2.19521,0.605656,0.803204,13185
213,Nick Gordon,MIN,102,390,357,91,59,20,2,10,42,42,21,1,91,6,3,2,7,10,3,0.255264,0.0547821,0.233927,0.234185,0.304779,0.411236,0.310948,0.716015,0.155972,5.45534,0.311486,-0.259002,0.621032,44.9329,0.372014,103.87,0.36203,-0.870661,2.059165984392166,-2.4457322359085083,1.2602,277.2699890136719,2.20824,0.423732,0.9064,16337
214,Yan Gomes,CHC,80,300,279,69,47,13,1,8,30,34,14,1,56,4,3,1,9,1,1,0.245899,0.0459812,0.187771,0.244879,0.287396,0.38883,0.294018,0.676226,0.14293,3.13363,0.27735,-0.516282,-0.244552,30.5902,-3.75094,89.3284,-0.760834,0.40133,-4.425910949707031,6.590072304010391,1.25798,458.5499877929688,2.25798,0.923161,0.845592,9627
215,Jonathan Schoop,DET,133,548,510,123,83,24,2,15,57,58,26,1,112,6,5,1,14,3,1,0.241498,0.047569,0.205062,0.231973,0.284245,0.383596,0.291171,0.667841,0.142098,3.66536,0.278931,-0.281804,-0.0800247,54.5976,-8.0861,89.7562,-0.361828,-0.848961,-6.681057840585709,1.206480860710144,1.255,447.3599853515625,1.61313,-0.494275,0.184447,11265
216,Bryan De La Cruz,MIA,119,463,427,111,70,22,1,17,50,53,29,1,113,3,3,1,10,5,2,0.258966,0.0620064,0.244829,0.253264,0.308118,0.437772,0.322941,0.74589,0.178806,3.63578,0.31171,-0.293279,-0.217274,57.8444,4.8559,110.446,-0.510553,-4.98379,5.113652884960175,-8.764606714248657,1.25076,234.58999633789065,2.97729,-1.05638,0.497432,19600
