,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
0,Aaron Judge,NYY,148,641,543,154,86,24,1,43,104,104,87,9,164,6,4,1,13,9,3,0.28437,0.135771,0.256214,0.529914,0.386305,0.5684,0.404012,0.954705,0.28403,3.90182,0.328533,0.118477,-0.116502,121.384,48.0252,165.71,0.00197492,1.91353,48.21061597066,-4.476424932479858,6.79379,4.679999828338623,2.29633,0.270503,1.11959,15640
1,Juan Soto,SDP,150,660,521,145,86,27,2,30,104,89,130,8,96,4,3,1,14,9,4,0.279199,0.197402,0.144856,1.36274,0.424938,0.514348,0.405251,0.939286,0.235149,3.82808,0.288692,-0.527263,-0.592996,125.623,50.0948,166.57,-1.12026,-0.392477,49.16341686248779,-8.819027662277222,6.50298,10.09000015258789,3.65382,-0.580658,0.826584,20123
2,Mike Trout,LAA,139,601,512,137,68,27,3,40,98,95,76,7,161,8,3,1,6,3,1,0.268133,0.126918,0.26729,0.474832,0.369936,0.562969,0.394865,0.932905,0.294837,4.01086,0.309668,0.229051,-0.389696,109.413,40.649,159.853,-0.160645,-5.46107,40.34286791086197,-3.8621517419815055,5.83764,22.09000015258789,3.87704,1.03953,1.41769,10155
3,Yordan Alvarez,HOU,143,609,525,151,80,31,2,38,94,104,72,6,128,7,5,0,16,1,1,0.286988,0.117967,0.21068,0.559937,0.376995,0.570054,0.401078,0.94705,0.283066,2.88909,0.310111,0.190294,-0.590498,113.869,44.1936,166.652,-0.400204,-0.0229289,45.30204376578331,-9.75486634671688,5.76623,11.050000190734863,1.64869,-0.0901412,1.48836,19556
4,Mookie Betts,LAD,145,642,562,153,85,34,3,30,107,83,65,1,102,8,4,2,8,14,4,0.272038,0.101174,0.1595,0.63432,0.353422,0.504637,0.369596,0.85806,0.2326,5.5084,0.282938,1.19147,0.524065,103.979,30.5291,141.811,1.71553,7.24367,32.42826855182648,0.7079353332519531,5.68378,11.770000457763672,1.56385,0.961315,0.699623,13611
5,Julio RodrÃ­guez,SEA,145,622,559,155,94,29,3,29,92,79,49,4,151,8,3,3,9,25,7,0.277774,0.0789051,0.243018,0.324688,0.343629,0.496849,0.361211,0.840478,0.219075,5.91284,0.33062,-0.265937,1.72788,96.5522,25.4228,142.737,1.46195,0.695953,31.377575516700745,2.9279971718788147,5.67831,999.0,4.1021,-1.3248,0.705032,23697
6,JosÃ© RamÃ­rez,CLE,152,650,571,153,83,36,4,30,94,101,67,10,86,6,6,0,7,21,6,0.267674,0.103274,0.13163,0.784577,0.348187,0.503343,0.361457,0.85153,0.235669,5.72903,0.265862,1.15895,1.14847,101.13,26.722,137.952,2.30742,0.674942,30.098650455474854,1.4051082134246826,5.47984,2.859999895095825,3.77575,0.09838,0.599334,13510
7,Freddie Freeman,LAD,155,676,583,175,112,36,2,25,106,92,81,8,101,6,4,1,10,10,3,0.300619,0.119293,0.149888,0.795882,0.388983,0.498635,0.381791,0.887618,0.198016,4.35833,0.325751,0.165383,-0.142137,116.078,38.7102,150.28,0.0232458,2.10638,38.926852190867066,-9.883252382278442,5.37165,13.640000343322754,2.98084,0.287302,1.15393,5361
8,Corey Seager,TEX,143,614,544,151,91,30,2,28,83,82,58,4,97,6,5,1,13,2,1,0.278026,0.094441,0.158343,0.596434,0.351781,0.495967,0.364143,0.847748,0.217941,3.22507,0.290808,0.319787,-0.394248,96.828,26.5496,139.957,-0.0744606,-3.05377,27.56057401001453,1.548340082168579,5.10784,67.91000366210938,2.03363,-0.114445,0.941811,13624
9,Trea Turner,PHI,153,665,609,177,118,33,4,22,100,80,45,1,117,5,5,2,11,28,6,0.290664,0.0670597,0.175442,0.382232,0.341288,0.464597,0.348889,0.805886,0.173933,6.43521,0.326806,0.669394,2.48438,96.7225,20.6735,124.417,3.15377,-4.26773,22.021297454833984,2.5575246810913086,4.92594,2.0,3.81776,0.276393,1.12945,16252
10,Kyle Tucker,HOU,151,628,564,154,85,33,3,33,85,97,57,3,104,3,4,1,9,21,5,0.273706,0.0913029,0.165064,0.553135,0.341242,0.518601,0.367061,0.859843,0.244895,5.32525,0.281373,-0.342152,1.5672,100.507,28.6158,142.647,1.22505,1.95882,31.39746737480164,-5.129150152206421,4.85666,5.909999847412109,3.95742,-0.523735,0.451943,18345
11,Ronald AcuÃ±a Jr.,ATL,142,628,538,145,86,29,1,29,102,76,72,4,149,11,4,2,8,32,10,0.270143,0.115207,0.236831,0.486453,0.365484,0.490747,0.369735,0.856232,0.220604,5.69616,0.319231,2.01347,1.83146,101.711,29.9123,137.669,3.84493,-0.40811,31.32537269592285,-6.408429950475693,4.83037,2.5899999141693115,4.14415,-1.20991,1.29461,18401
12,Vladimir Guerrero Jr.,TOR,153,660,586,169,100,33,1,35,96,103,63,5,104,7,4,0,19,6,2,0.289085,0.0959308,0.157419,0.609399,0.362697,0.529951,0.381603,0.892648,0.240866,3.52412,0.297565,-1.38353,-0.430971,113.228,37.6938,152.975,-1.8145,-0.20247,37.563833355903625,-12.80164048075676,4.80487,12.140000343322754,4.10509,-0.230427,1.13281,19611
13,Manny Machado,SDP,151,651,581,158,97,29,1,31,92,99,62,7,121,3,6,0,12,10,3,0.272763,0.0949998,0.185811,0.511272,0.342384,0.487533,0.354884,0.829917,0.21477,4.06191,0.293473,-0.44933,0.0714164,97.8603,23.3554,131.595,-0.377913,-0.713078,23.16380405426025,1.0399362444877625,4.77757,15.229999542236328,3.61957,0.157349,0.708772,11493
14,Carlos Correa,MIN,143,619,544,147,94,28,1,24,78,77,64,2,123,5,5,1,15,0,1,0.270052,0.104134,0.198915,0.523509,0.349599,0.456552,0.350527,0.80615,0.1865,2.02447,0.306616,-0.00933142,-0.828387,90.9067,20.064,131.801,-0.837718,-0.235566,21.332953095436096,4.164793685078621,4.74515,125.7699966430664,2.45801,-0.955898,0.890175,14162
15,Nolan Arenado,STL,150,637,574,153,91,31,2,28,79,95,51,3,82,5,6,0,14,4,2,0.266071,0.0805528,0.129378,0.622617,0.328797,0.475085,0.345402,0.803882,0.209014,3.37249,0.265309,0.164569,-0.442925,90.8904,18.0399,125.011,-0.278357,4.33716,17.94365108013153,6.076947450637817,4.70868,35.63999938964844,4.18963,-0.489075,0.947576,9777
16,J.T. Realmuto,PHI,137,553,497,131,82,25,4,21,72,74,42,2,123,10,4,0,8,16,3,0.263131,0.075898,0.222424,0.341232,0.330465,0.450758,0.338973,0.781223,0.187627,5.74999,0.308742,0.744927,1.18633,76.0411,12.8304,117.64,1.93126,4.92533,13.260579347610474,12.661413669586182,4.67105,25.68000030517578,3.53907,0.310755,0.395577,11739
17,Alex Bregman,HOU,145,619,527,138,83,32,1,22,84,83,78,2,78,8,6,0,14,2,1,0.261654,0.125203,0.126154,0.992465,0.361646,0.453301,0.355611,0.814947,0.191646,2.83567,0.267173,-0.560324,-0.623239,93.4104,22.5656,134.566,-1.18356,-0.264027,22.916005492210388,1.594764024019241,4.64159,83.08999633789062,3.84834,-1.5528,0.869827,17678
18,Xander Bogaerts,SDP,148,629,557,152,101,31,1,19,79,78,60,2,119,7,6,0,13,8,2,0.27373,0.0950002,0.18893,0.502833,0.348315,0.435731,0.34235,0.784046,0.162,3.91724,0.31441,0.147059,0.158435,88.2744,16.2978,122.891,0.305494,-0.66022,16.78330773115158,5.697819530963898,4.52081,92.86000061035156,1.90445,0.00667125,0.533851,12161
19,Jose Altuve,HOU,144,630,557,153,97,30,1,25,97,71,61,1,93,7,3,2,13,13,3,0.274918,0.097088,0.147711,0.657282,0.351881,0.466815,0.355956,0.818696,0.191897,4.79927,0.2904,-0.336437,0.53215,95.2402,23.1387,134.81,0.195713,-3.41927,24.895612597465515,-1.97178328037262,4.51165,42.72999954223633,1.86102,-0.131128,0.62187,5417
20,Austin Riley,ATL,152,652,582,160,93,32,2,33,90,98,52,2,158,12,5,0,12,1,1,0.274493,0.0801306,0.242718,0.330139,0.343562,0.507165,0.365405,0.850727,0.232672,2.98589,0.319868,-1.17733,-0.54984,103.34,28.8095,134.71,-1.72717,-6.01901,24.55796444416046,-3.6677379608154297,4.49184,21.729999542236328,3.38437,-0.609065,1.2665,18360
21,Fernando Tatis Jr.,SDP,120,517,455,126,67,25,2,32,84,85,52,3,131,5,4,1,7,20,6,0.277818,0.100494,0.253821,0.395924,0.355436,0.553611,0.386558,0.909047,0.275793,5.81397,0.319331,0.827829,1.12537,90.6026,31.5184,153.59,1.95319,-1.50378,33.61927855014801,-7.826624155044556,4.48155,18.18000030517578,5.1207,-1.10783,0.390738,19709
22,Bo Bichette,TOR,150,653,603,172,108,37,2,26,93,87,41,0,135,4,4,1,14,16,5,0.284763,0.0624224,0.207256,0.301186,0.332737,0.478077,0.350183,0.810814,0.193314,4.82036,0.327934,0.0394412,0.56927,95.6866,20.9797,130.802,0.608712,-8.41146,23.2545303106308,-1.4706573486328125,4.46801,12.449999809265137,1.3625,-0.0366171,0.428298,19612
23,Wander Franco,TBR,139,599,542,155,103,33,5,13,80,68,47,1,63,4,5,2,10,11,3,0.285669,0.078796,0.105548,0.746542,0.344114,0.437013,0.339719,0.781127,0.151344,5.49547,0.30203,0.349555,0.275782,82.7202,14.2521,121.064,0.625337,1.97916,15.04864865541458,7.704407572746277,4.44406,92.2300033569336,4.35391,-0.762199,0.979131,23667
24,Will Smith,LAD,130,532,461,119,68,24,2,25,71,79,55,2,97,11,5,0,9,2,1,0.258291,0.102987,0.181624,0.567037,0.346822,0.479052,0.356402,0.825874,0.220761,3.16733,0.273675,-1.59416,-0.404466,80.6245,19.7306,132.649,-1.99863,1.46824,17.884196758270264,6.607967615127564,4.39932,56.5,2.28905,-0.0823676,0.738921,19197
25,Paul Goldschmidt,STL,152,650,567,159,98,30,1,30,94,95,73,1,138,5,4,1,10,7,2,0.281203,0.112177,0.212421,0.528091,0.365367,0.498856,0.373434,0.864224,0.217653,3.80095,0.320616,-0.403404,-0.0100578,107.242,32.8871,144.476,-0.413461,-0.436947,32.659513682127,-12.339913994073868,4.36525,25.86000061035156,3.98037,0.726496,0.850635,9218
26,Rafael Devers,BOS,149,642,577,161,92,36,2,31,89,97,54,6,127,6,4,1,13,4,2,0.278767,0.0837311,0.198322,0.422198,0.344872,0.507431,0.363931,0.852303,0.228663,3.42052,0.307827,1.12469,-0.633549,101.104,27.6438,134.214,0.491136,-3.01814,25.22585269808769,-4.165774583816528,4.35564,20.5,2.76634,-0.215882,1.07334,17350
27,Adley Rutschman,BAL,131,542,463,119,72,28,1,17,71,59,68,1,97,5,4,2,8,4,1,0.25632,0.125297,0.178731,0.701036,0.355482,0.432459,0.346013,0.787941,0.176139,3.57138,0.288634,0.915973,-0.405982,77.5666,15.6058,127.457,0.509991,1.75803,17.252113342285156,6.44461715221405,4.29678,999.0,2.35074,-1.84571,0.360178,26288
28,Marcus Semien,TEX,155,677,610,152,92,30,3,26,93,77,57,0,122,4,5,2,8,19,5,0.249552,0.0842222,0.180355,0.466981,0.315108,0.438837,0.327702,0.753944,0.189285,5.53895,0.270214,1.03335,1.03068,87.0853,9.65555,114.241,2.06403,3.51075,12.915498733520508,6.455735206604004,4.29418,35.63999938964844,2.32974,-0.10934,0.886939,12533
29,Francisco Lindor,NYM,151,654,582,147,95,26,3,23,86,85,57,2,120,8,5,2,11,14,5,0.253006,0.0875275,0.182973,0.478364,0.325298,0.428597,0.328232,0.753894,0.175591,5.08942,0.279125,-0.620556,0.363778,84.463,9.60971,113.087,-0.256778,2.14197,9.540091067552568,9.112466812133787,4.20517,31.40999984741211,1.63902,-0.0929099,0.614592,12916
30,Bryan Reynolds,PIT,150,639,562,151,95,28,5,24,86,79,62,4,138,9,4,1,12,7,2,0.269218,0.0975039,0.215501,0.452452,0.349917,0.462183,0.35161,0.8121,0.192965,4.75308,0.315589,-0.236293,-0.301722,94.3717,21.2572,127.212,-0.538015,-3.95071,19.67761504650116,-1.8260810375213623,4.12911,94.7300033569336,2.3322,0.46918,0.528761,19326
31,Byron Buxton,MIN,125,525,474,116,56,25,3,31,79,75,39,0,147,8,3,1,4,9,2,0.244554,0.0744675,0.28078,0.265217,0.311121,0.510179,0.351596,0.8213,0.265625,5.64601,0.28332,0.306671,0.486121,77.4646,17.4443,132.555,0.792792,4.14891,20.02196329832077,1.8426730632781985,4.04777,114.58999633789062,3.38103,-0.116997,0.847059,14161
32,Brandon Nimmo,NYM,139,610,520,140,93,27,5,15,87,58,72,0,113,12,3,3,10,5,2,0.268401,0.118218,0.184713,0.640009,0.368907,0.424255,0.350776,0.793162,0.155854,4.71409,0.3161,0.440558,-0.567936,89.6571,19.882,128.742,-0.127378,-3.7098,19.92910633981228,-1.561359167098999,4.02285,177.63999938964844,1.47957,0.291293,0.861317,12927
33,Willy Adames,MIL,146,625,562,139,81,28,1,28,84,83,55,2,170,3,3,1,10,8,3,0.246573,0.0879339,0.272837,0.322295,0.314809,0.449884,0.330977,0.764693,0.203311,4.00435,0.301586,1.04863,-0.281672,81.9747,10.5337,113.145,0.766958,0.222826,10.308786153793337,6.967624038457871,4.01711,102.86000061035156,1.90433,0.518507,0.836549,15986
34,Michael Harris II,ATL,144,600,554,153,95,33,4,21,87,75,34,2,138,6,3,2,11,23,5,0.276741,0.0568478,0.230655,0.246463,0.32446,0.463183,0.339843,0.787643,0.186441,6.48483,0.333124,-0.559232,2.00055,82.9425,14.3392,117.238,1.44132,1.44532,13.456903100013731,3.668364405632019,3.91373,999.0,3.02544,-0.222235,0.849522,25931
35,Willson Contreras,STL,125,514,443,111,66,21,1,23,70,63,52,1,121,15,3,1,13,4,2,0.250147,0.100908,0.234744,0.429867,0.346663,0.457221,0.351128,0.803884,0.207074,3.7943,0.290959,-0.707147,-0.603686,75.7692,16.9145,128.987,-1.31083,0.169431,15.750795483589172,4.681360483169556,3.91183,106.18000030517578,3.77654,0.270644,0.426196,11609
36,AndrÃ©s GimÃ©nez,CLE,145,585,525,139,92,27,3,16,71,67,35,3,123,18,5,3,9,20,5,0.264742,0.0593027,0.210837,0.281273,0.328912,0.422427,0.327488,0.751339,0.157685,5.96733,0.314354,-0.406596,1.31501,75.1663,8.24552,113.98,0.908412,4.34517,10.115598678588867,6.938051700592041,3.74407,88.31999969482422,2.32697,-0.653627,0.85217,19950
37,Pete Alonso,NYM,153,656,573,152,85,27,1,38,89,109,65,8,130,12,5,0,14,4,1,0.264455,0.0996168,0.197538,0.504293,0.348591,0.516196,0.368028,0.864787,0.251741,3.09361,0.275614,-2.11556,-0.422256,105.353,30.3556,140.722,-2.53782,-1.90384,28.005353212356567,-13.860453605651855,3.73622,20.049999237060547,2.3557,-0.220014,1.45747,19251
38,George Springer,TOR,131,574,505,131,78,23,3,27,85,74,56,1,109,8,4,2,9,10,3,0.258721,0.0974246,0.189606,0.513826,0.339561,0.476676,0.353562,0.816237,0.217955,5.07517,0.27791,0.238172,0.248339,85.6487,19.9819,133.186,0.486511,0.347514,21.93289163708687,-4.753297030925751,3.72069,84.68000030517578,3.59506,0.359567,0.450303,12856
39,Gunnar Henderson,BAL,139,575,507,128,78,28,4,19,70,68,59,1,149,5,4,1,9,10,3,0.253417,0.102283,0.258533,0.395629,0.335267,0.435041,0.336331,0.770308,0.181624,5.12074,0.31928,-0.637769,0.191217,77.9336,12.1461,120.624,-0.446552,-1.06981,12.906003177165983,3.9866557121276855,3.69408,999.0,2.94559,-0.791948,0.179789,26289
40,Luis Robert Jr.,CHW,129,544,503,142,91,29,1,21,73,73,30,1,115,7,4,0,9,14,4,0.281701,0.0558725,0.210765,0.265094,0.328623,0.468023,0.343928,0.796646,0.186322,4.84261,0.325917,0.406235,0.64434,77.0242,14.7767,123.986,1.05057,-0.330019,15.982865571975708,1.286100536584854,3.68154,48.95000076293945,5.0001,-1.34217,0.505517,20043
41,Luis Arraez,MIA,135,573,516,156,119,29,2,6,74,52,48,2,48,3,4,2,10,4,2,0.303158,0.0835847,0.083873,0.996562,0.363427,0.403049,0.337298,0.766476,0.0998907,3.64913,0.32261,0.902273,-0.760295,78.1151,12.5463,122.465,0.141978,3.51432,14.638080269098282,1.965912938117981,3.65739,215.5,2.26371,-0.582427,1.74242,18568
42,Dansby Swanson,CHC,153,654,593,150,96,30,2,23,85,79,50,1,164,5,5,2,9,14,5,0.253611,0.0757585,0.250811,0.302054,0.313846,0.42543,0.321635,0.739276,0.171819,4.85865,0.310771,1.21732,0.268042,80.9755,6.17592,108.506,1.48536,-1.529,7.848304390907288,5.562827348709106,3.65323,85.13999938964844,3.50192,0.665449,0.525862,18314
43,Shohei Ohtani,LAA,143,608,529,138,74,26,4,34,92,90,71,9,158,5,3,1,7,15,7,0.261615,0.116456,0.259868,0.448137,0.351807,0.519657,0.369935,0.871464,0.258043,5.50137,0.306816,0.0390333,-0.16723,98.6762,29.0878,142.259,-0.128197,-0.6106,28.812394961714745,-13.479057908058168,3.64131,9.68000030517578,5.64656,0.286027,0.648216,19755
44,Max Muncy,LAD,134,565,473,109,59,21,1,27,78,79,81,2,134,7,4,0,6,2,1,0.230145,0.143194,0.236394,0.605742,0.348258,0.453613,0.350058,0.801871,0.223468,3.19045,0.25802,0.0247942,-0.437584,82.769,18.1035,128.243,-0.41279,-2.85479,17.85242509841919,-2.113980770111084,3.59341,139.5500030517578,1.51953,1.35365,1.1662,13301
45,Alejandro Kirk,TOR,122,486,425,119,80,22,1,16,57,62,52,1,57,5,3,0,11,0,0,0.278793,0.106563,0.118229,0.901325,0.361019,0.4477,0.353365,0.808719,0.168907,1.76099,0.28832,-1.57269,-0.514425,72.3857,16.8296,133.048,-2.08711,1.02005,15.981436252593994,2.302847146987915,3.54153,102.31999969482422,4.58712,-1.53212,0.870487,22581
46,Bobby Witt Jr.,KCR,150,638,589,154,94,32,5,23,85,80,36,2,136,6,5,2,9,29,8,0.26203,0.0563264,0.21271,0.264804,0.30898,0.451158,0.327408,0.760138,0.189128,6.7485,0.301737,-0.273615,2.19501,81.9079,8.94897,112.515,1.92139,-4.72466,11.05278468132019,1.7018108367919922,3.52905,999.0,4.02524,-1.40751,1.1795,25764
47,Matt Chapman,TOR,146,607,528,119,64,25,2,28,78,79,65,0,177,7,5,1,7,2,1,0.225278,0.107532,0.291395,0.369026,0.316214,0.439265,0.329138,0.755479,0.213987,3.48354,0.27706,0.975361,-0.602793,78.7399,9.34548,115.951,0.372568,0.775646,11.265642672777176,3.031181812286377,3.52682,163.5,3.3015,0.392996,1.33762,16505
48,Ozzie Albies,ATL,141,598,549,142,84,31,4,23,81,78,38,1,111,5,5,1,4,15,5,0.258682,0.0638852,0.185222,0.344912,0.309463,0.456151,0.329622,0.765614,0.197469,5.67847,0.282479,1.40622,0.422867,77.8506,9.44286,110.252,1.82909,2.41304,8.954935550689697,4.380790591239929,3.50982,53.04999923706055,2.65756,0.357724,0.361514,16556
49,Salvador Perez,KCR,134,547,511,131,78,23,1,29,65,85,23,2,129,9,4,0,9,1,0,0.256256,0.0421639,0.236308,0.178428,0.29833,0.475278,0.331783,0.773608,0.219022,2.40214,0.286214,-1.66036,-0.348543,72.168,9.57872,115.553,-2.00891,4.49578,7.726308584213257,7.696061849594116,3.49791,68.41000366210938,1.69961,-0.539117,1.05043,7304
50,Corbin Carroll,ARI,136,557,492,124,74,25,7,17,76,59,52,2,143,8,3,2,8,18,5,0.251028,0.093196,0.257252,0.362275,0.330264,0.435498,0.333181,0.765762,0.18447,6.97803,0.318074,-0.142018,1.05581,74.0927,10.3707,113.338,0.91379,3.78069,9.54973977804184,4.708602070808411,3.46218,999.0,5.33826,0.654091,0.815571,25878
51,Sean Murphy,ATL,133,534,469,117,68,27,1,21,65,67,50,1,120,10,4,1,12,1,0,0.24935,0.0939722,0.224578,0.418439,0.332652,0.447009,0.339652,0.77966,0.197659,2.76939,0.289001,-0.130893,-0.501652,73.8055,12.6928,117.108,-0.632545,0.67824,9.990292429924011,4.990529835224152,3.45757,127.81999969482422,3.37555,-0.157426,0.551453,19352
52,Matt Olson,ATL,154,659,572,142,76,30,1,34,89,100,75,5,149,6,5,0,12,2,1,0.247611,0.113272,0.22561,0.50207,0.338218,0.484196,0.35317,0.822414,0.236584,2.69797,0.271991,-0.451663,-0.561107,98.068,22.7223,126.347,-1.01277,2.8131,19.15755009651184,-9.06710720062256,3.38303,46.5,1.9849,0.695264,1.51644,14344
53,Tommy Edman,STL,146,621,568,148,102,30,3,12,83,57,41,1,102,6,3,3,10,25,6,0.260325,0.0661348,0.165021,0.400765,0.315173,0.389413,0.309013,0.704586,0.129089,6.187,0.297335,1.6615,1.93725,70.6676,-0.361736,99.7408,3.59875,0.942448,3.414615824818611,7.212343990802765,3.24774,80.2699966430664,2.09265,-0.878815,1.41994,19470
54,Oneil Cruz,PIT,133,569,515,126,72,24,5,25,78,72,45,1,169,4,3,2,6,17,5,0.245234,0.0798791,0.297846,0.26819,0.30969,0.457255,0.331244,0.766945,0.21202,6.37938,0.31327,-0.160583,0.806589,74.7923,9.71596,113.292,0.646007,-2.95471,9.434874475002289,2.163079738616944,3.22462,79.31999969482422,2.5386,-0.296526,0.76996,21711
55,Jorge Polanco,MIN,137,581,512,130,81,26,2,21,74,72,58,1,114,4,5,1,7,7,3,0.253796,0.100362,0.196193,0.511549,0.332415,0.436366,0.335228,0.768782,0.18257,3.93393,0.284754,0.535861,-0.556627,78.1604,11.7521,121.004,-0.0207656,-3.68168,13.706140270456672,-1.4759435653686523,3.22266,170.5,2.28659,0.452917,0.320821,13152
56,Daulton Varsho,TOR,137,554,497,117,66,24,3,24,72,71,46,1,131,6,3,2,8,14,4,0.235675,0.0829223,0.236628,0.350434,0.306294,0.439258,0.323526,0.745552,0.203583,5.37579,0.270023,0.515534,0.707751,69.4984,6.07007,111.991,1.22329,8.07294,8.70789647102356,4.213448524475098,3.20824,36.72999954223633,3.12606,-0.907352,0.818582,19918
57,Amed Rosario,CLE,145,619,583,162,118,27,6,11,78,65,27,0,111,4,4,1,15,15,4,0.277417,0.0442552,0.179296,0.246827,0.312008,0.401613,0.310991,0.713621,0.124196,5.9279,0.323788,0.474224,0.68068,71.42,0.612237,102.339,1.1549,0.789977,2.784669041633606,7.502243757247925,3.14705,121.7300033569336,1.48084,0.232922,0.976942,15518
58,Jazz Chisholm Jr.,MIA,133,558,500,122,70,22,5,25,78,69,47,0,152,6,4,2,4,26,8,0.243342,0.0837007,0.272864,0.306749,0.312859,0.45651,0.332663,0.769369,0.213168,7.14098,0.296499,-0.174363,1.31398,73.973,10.1569,117.091,1.13962,-1.66722,12.221789002418518,-1.0152880549430847,3.14465,48.22999954223633,2.09394,-0.871115,1.30617,20454
59,Yandy DÃ­az,TBR,135,571,488,136,96,26,1,13,71,59,73,2,75,5,3,2,14,3,2,0.279343,0.128582,0.131526,0.977611,0.377069,0.418083,0.351789,0.795151,0.138739,2.98337,0.30576,-1.09177,-0.657334,84.4114,19.0766,129.446,-1.74911,-1.89078,17.490856409072876,-6.509498596191406,3.11402,272.5,3.96521,-0.2494,0.873022,16578
60,Vinnie Pasquantino,KCR,138,574,504,141,87,30,2,23,68,76,60,3,74,6,5,1,10,3,1,0.279294,0.103837,0.128998,0.804949,0.359439,0.479744,0.3626,0.839184,0.20045,3.00862,0.286972,-0.898741,-0.365533,89.8055,24.1132,136.953,-1.26427,0.290614,23.013222455978397,-12.26269781589508,3.10052,999.0,3.70294,0.017414,0.8219,27676
61,Luis UrÃ­as,MIL,141,574,501,121,77,24,2,19,67,64,58,1,121,10,4,1,11,3,2,0.241361,0.10098,0.210011,0.480833,0.330017,0.409439,0.325669,0.739456,0.168078,3.3089,0.27887,0.14404,-0.634992,72.9174,7.26045,109.517,-0.490953,1.87752,5.857909828424454,4.363983988761902,3.09804,247.0500030517578,1.729,-0.0164836,0.437651,16622
62,Teoscar HernÃ¡ndez,SEA,138,588,539,139,80,28,1,30,76,85,40,1,165,5,3,0,12,8,3,0.257306,0.0685973,0.280585,0.244479,0.313503,0.47944,0.341593,0.792943,0.222134,3.99725,0.31368,-0.114253,-0.0137054,82.099,14.8695,128.893,-0.127958,-0.605899,18.987966746091843,-8.37022340297699,3.07734,77.18000030517578,3.17495,1.116,0.661575,13066
63,Tim Anderson,CHW,131,572,539,156,115,27,1,13,81,55,24,1,108,5,2,2,13,18,5,0.290448,0.0426572,0.188299,0.22654,0.325541,0.419264,0.324781,0.744805,0.128816,5.36984,0.341164,0.96334,1.06065,72.3003,6.83572,110.691,2.02399,-4.83262,9.0233952999115,1.2211589813232422,3.04056,94.36000061035156,2.94946,-0.446754,1.31899,15172
64,Cedric Mullins,BAL,146,627,564,144,93,29,4,18,84,60,47,1,119,7,4,5,6,29,8,0.254637,0.0745423,0.189453,0.393461,0.318032,0.415736,0.32019,0.733767,0.161099,6.52591,0.291342,-0.210172,2.27921,76.8799,5.19901,109.234,2.06904,-1.85988,8.582588911056519,0.3931512832641601,3.03487,47.90999984741211,2.74983,-0.913465,1.57282,17929
65,Taylor Ward,LAA,133,562,493,130,80,26,2,22,79,66,57,1,126,6,3,2,8,5,2,0.264484,0.101555,0.223992,0.453386,0.346158,0.458448,0.350378,0.804606,0.193964,4.29253,0.311297,0.229106,-0.30687,82.4518,18.146,128.459,-0.0777642,-1.39399,17.932112097740173,-7.445921421051025,2.97818,132.27000427246094,4.28427,-1.26211,0.443791,17548
66,Steven Kwan,CLE,140,607,537,152,113,27,5,7,81,54,56,1,61,6,4,4,11,16,4,0.283708,0.0925617,0.100805,0.918224,0.35583,0.39254,0.330757,0.74837,0.108832,5.91141,0.307382,0.147176,0.842451,79.5783,10.1334,116.288,0.989627,1.98696,12.120963990688324,-3.520164370536804,2.93023,999.0,3.78208,-0.164842,1.4213,24610
67,Kyle Schwarber,PHI,144,613,525,121,60,20,2,38,91,90,77,2,176,6,3,1,8,6,2,0.23011,0.12627,0.287193,0.43967,0.333824,0.495315,0.356911,0.829138,0.265205,4.10635,0.26263,-1.21406,-0.108976,93.0341,22.9545,129.9,-1.32304,-5.61624,19.96725594997406,-12.769099712371826,2.91695,63.86000061035156,2.38185,0.437086,1.68654,16478
68,Brandon Lowe,TBR,127,532,468,112,62,24,2,24,68,72,53,1,132,7,3,1,5,4,1,0.239501,0.0995542,0.24707,0.40294,0.324203,0.454318,0.338017,0.778521,0.214817,3.97389,0.278558,1.08312,-0.21156,72.8533,11.9562,119.882,0.87156,-0.990717,12.980072498321531,-2.7084054946899414,2.90631,176.9499969482422,2.40651,-0.826832,0.69141,18882
69,Gleyber Torres,NYY,137,578,521,134,86,25,1,22,74,70,48,2,123,4,4,2,11,11,4,0.257076,0.0827282,0.212039,0.390156,0.321907,0.434866,0.328904,0.756773,0.177791,4.30805,0.295278,-0.0225816,-0.0106505,74.9716,8.80365,113.554,-0.0332321,-0.676765,8.935865014791489,-0.3529239594936371,2.88721,122.9499969482422,3.8039,-1.16888,0.176732,16997
70,Jeff McNeil,NYM,143,592,535,154,110,32,2,10,68,64,41,1,70,10,5,1,11,4,1,0.287703,0.0691328,0.118043,0.585657,0.347411,0.408756,0.332113,0.756167,0.121053,3.3271,0.313488,-0.661539,-0.304755,78.1915,10.5129,115.782,-0.966294,-2.59944,9.71581918001175,-1.8126567006111145,2.86118,201.17999267578125,2.29893,-0.984478,1.20968,15362
