Name,Team,GS,G,IP,W,L,SV,HLD,H,ER,HR,SO,BB,WHIP,K/9,BB/9,ERA,FIP,-1,WAR,RA9-WAR,-1,ADP,playerid
Edwin Uceta,ARI,0,4,4,0,0,0,1,4,2,1,4,2,1.39,9.37,4.03,4.52,4.39,,0,0,,999,20539
Ben Bowden,COL,0,34,34,2,2,0,1,34,20,6,38,18,1.54,10.05,4.86,5.24,5,,0,0,,999,20198
Garrett Cleavinger,LAD,0,20,20,1,1,0,1,17,9,3,24,12,1.42,10.91,5.3,4.26,4.43,,0,0,,999,17897
Shane Greene,,0,42,42,2,2,0,0,41,21,7,40,16,1.35,8.47,3.34,4.61,4.76,,0,0,,999,10756
Yohan Ramirez,SEA,0,28,28,1,2,0,1,23,14,4,34,18,1.47,10.92,5.9,4.38,4.65,,0,0,,599.4,19444
Eric Orze,NYM,0,10,10,1,1,0,1,9,5,1,10,4,1.33,8.87,3.5,4.19,4.38,,0,0,,999,sa3014793
Peter Solomon,HOU,0,11,11,1,0,0,1,10,5,2,11,5,1.37,8.82,3.76,4.46,4.58,,0,0,,999,20476
Penn Murfee,SEA,0,4,4,0,0,0,1,4,2,1,4,2,1.34,8.76,3.44,4.25,4.34,,0,0,,999,sa3006775
Brooks Wilson,ATL,0,12,12,1,1,0,1,12,6,2,12,5,1.38,9,3.68,4.49,4.46,,0,0,,999,sa3006966
Mike Baumann,BAL,2,44,50,2,3,0,1,52,28,8,41,24,1.51,7.47,4.28,5.14,5.17,,0,-0.1,,999,20206
Alberto Baldonado,WSN,0,13,13,1,1,0,1,13,7,2,13,6,1.44,9.11,4.19,4.77,4.84,,0,0,,999,11812
Ian Krol,DET,0,34,34,1,1,0,0,32,16,5,33,15,1.4,8.65,4.04,4.32,4.47,,0,0,,999,10066
Yennier Cano,MIN,0,34,34,2,2,0,1,33,17,4,32,18,1.49,8.59,4.68,4.6,4.58,,0,0,,999,sa3011688
Tyler Zuber,KCR,0,35,35,2,2,0,1,33,19,5,36,19,1.47,9.33,4.86,4.76,4.76,,0,0,,999,20379
Luis Frías,ARI,0,16,16,1,1,0,1,15,8,2,15,7,1.39,8.58,3.88,4.43,4.39,,0,0,,999,21997
Luis Avilán,WSN,0,26,26,1,1,0,1,26,14,4,24,12,1.45,8.17,4.06,4.82,4.87,,0,0,,999,2882
Keynan Middleton,,0,22,22,1,1,0,1,21,11,3,22,11,1.43,9.05,4.41,4.66,4.49,,0,0,,999,15264
Stephen Ridings,NYY,0,20,20,1,1,0,1,18,10,3,22,10,1.43,10.02,4.62,4.62,4.56,,0,0,,999,22358
Deivi García,NYY,2,2,8,0,1,0,0,8,5,2,7,5,1.6,8.07,5.1,5.67,5.8,,0,0,,597.3,20276
Anthony Castro,TOR,0,40,40,2,2,0,3,37,21,6,42,21,1.46,9.51,4.75,4.68,4.74,,0,0,,999,19789
Michel Baez,SDP,0,4,4,0,0,0,1,4,2,1,4,2,1.42,9.2,4.56,4.24,4.47,,0,0,,999,20100
Konnor Pilkington,CLE,0,25,25,2,2,0,1,24,12,4,25,11,1.39,8.94,3.95,4.38,4.51,,0,0,,999,sa3008371
Jhonathan Diaz,LAA,0,30,30,2,2,0,1,30,15,4,26,12,1.41,7.8,3.59,4.53,4.6,,0,0,,999,20298
Nick Robertson,LAD,0,4,4,0,0,0,1,4,2,1,3,1,1.36,7.8,3.17,4.48,4.55,,0,0,,999,sa3011248
Logan Gillaspie,BAL,0,12,12,1,1,0,1,13,6,2,9,4,1.41,7.09,3.22,4.77,4.89,,0,0,,999,sa3008386
Tayler Saucedo,TOR,0,15,15,1,1,0,1,15,8,2,13,6,1.41,7.75,3.66,4.54,4.68,,0,0,,999,17888
Scott Engler,TEX,0,10,10,0,0,0,1,10,5,1,9,5,1.45,8.55,4.31,4.59,4.54,,0,0,,999,sa918353
Richard Rodríguez,,0,65,65,4,4,0,0,64,33,12,60,18,1.27,8.26,2.53,4.6,4.76,,0,0,,540.1,13549
Bryan Baker,BAL,0,22,22,1,2,0,1,21,12,4,23,13,1.53,9.34,5.24,5.04,5.11,,0,0,,999,19804
Jonathan Hernández,TEX,0,38,38,2,3,0,1,37,19,5,37,17,1.43,8.72,4.02,4.59,4.54,,0,0,,999,17464
Cooper Criswell,LAA,0,4,4,0,0,0,1,4,2,1,3,1,1.34,7.21,2.32,4.73,4.68,,0,0,,999,24975
Kodi Whitley,STL,0,46,46,2,2,0,6,42,22,7,46,20,1.34,8.97,3.85,4.26,4.43,,0,0,,999,19731
Rio Gomez,BOS,0,8,8,0,0,0,1,8,4,1,7,3,1.44,7.96,3.81,4.67,4.59,,0,0,,999,sa3004676
Marcos Diplán,BAL,0,8,8,0,1,0,1,8,4,1,8,4,1.49,8.77,4.77,4.9,5.05,,0,0,,999,17583
Jake Bird,COL,0,12,12,1,1,0,1,13,7,1,9,6,1.61,6.94,4.52,5.16,4.9,,0,0,,999,sa3008097
Daniel Castano,MIA,0,6,6,0,0,0,1,6,3,1,4,2,1.37,6.16,2.74,4.48,4.65,,0,0,,999,19805
Angel Rondón,STL,0,12,12,1,1,0,1,12,6,2,10,4,1.35,7.19,3.02,4.48,4.72,,0,0,,999,22036
Matt Bowman,NYY,0,12,12,0,1,0,1,12,6,2,11,6,1.48,7.9,4.42,4.63,4.74,,0,0,,999,13528
Shaun Anderson,TOR,0,6,6,0,0,0,1,6,3,1,5,2,1.44,7.93,3.62,4.89,4.9,,0,0,,999,19453
Angel De Jesus,DET,0,32,32,2,2,0,1,30,16,4,31,17,1.49,8.65,4.84,4.62,4.64,,0,0,,999,sa921876
Nabil Crismatt,SDP,0,33,33,1,1,0,1,33,16,5,30,11,1.32,8.21,2.92,4.35,4.49,,0,0,,999,17732
Oliver Ortega,LAA,0,14,14,1,1,0,1,14,7,2,13,7,1.47,8.47,4.45,4.63,4.75,,0,0,,999,21025
Cayne Ueckert,CHC,0,6,6,0,0,0,1,6,3,1,6,3,1.51,8.26,4.83,4.81,4.79,,0,0,,999,sa3010789
Geoff Hartlieb,BOS,0,12,12,1,1,0,1,12,7,1,11,7,1.57,8.36,5.07,4.97,4.64,,0,0,,999,19558
Allan Winans,ATL,0,4,4,0,0,0,1,4,2,1,3,2,1.47,7.5,4.09,4.63,4.73,,0,0,,999,sa3007580
Ricardo Pinto,,0,4,4,0,0,0,1,4,2,1,3,2,1.47,6.59,3.56,4.89,4.9,,0,0,,999,16318
Zach Jackson,OAK,0,4,4,0,0,0,1,4,2,1,4,2,1.48,8.46,4.82,4.58,4.73,,0,0,,999,sa874174
Andre Scrubb,HOU,0,4,4,0,0,0,1,4,2,1,4,3,1.57,9.01,5.78,4.92,5.05,,0,0,,999,20329
Jonathan Holder,CHC,0,30,30,2,2,0,1,30,16,5,26,11,1.38,7.9,3.39,4.79,4.65,,0,0,,999,16588
Joey Gerber,SEA,0,10,10,0,0,0,1,9,5,1,10,5,1.41,8.81,4.2,4.41,4.62,,0,0,,999,24591
Junior Fernández,STL,0,42,42,2,2,0,4,38,19,5,41,21,1.41,8.68,4.51,4.16,4.37,,0,0,,999,18496
Kyle Dohy,,0,6,6,0,0,0,1,5,3,1,7,4,1.55,10,6.09,4.7,4.85,,0,0,,999,20334
Arodys Vizcaíno,,0,14,14,1,1,0,1,13,7,2,15,7,1.41,9.35,4.21,4.48,4.67,,0,0,,999,5498
Tyler Johnson,CHW,0,12,12,1,1,0,1,11,6,2,12,6,1.49,8.83,4.85,4.66,4.86,,0,0,,999,sa915688
Elvis Peguero,LAA,0,6,6,0,0,0,1,6,3,1,5,3,1.47,7.6,3.89,4.78,4.83,,0,0,,999,21652
Logan Verrett,,0,6,6,0,0,0,1,7,3,1,4,1,1.31,6.19,1.6,4.92,4.95,,0,0,,999,12905
Alex Claudio,NYM,0,28,28,1,1,0,1,29,13,3,22,10,1.39,6.96,3.31,4.21,4.41,,0,0,,999,12890
Trevor Stephan,CLE,0,62,62,3,3,0,12,57,32,11,70,28,1.37,10.19,4.03,4.62,4.61,,0,0,,999,19932
Jose Marte,LAA,0,8,8,0,1,0,1,8,4,1,8,5,1.57,8.93,5.54,5,5.07,,0,0,,999,21761
Johan Quezada,STL,0,4,4,0,0,0,1,4,2,0,3,2,1.52,7.26,4.59,4.76,4.86,,0,0,,999,20643
Devin Sweet,SEA,0,8,8,0,0,0,1,8,4,1,7,3,1.33,8.39,3.01,4.54,4.69,,0,0,,999,sa3008340
Eduard Bazardo,BOS,0,16,16,1,1,0,1,16,9,3,14,6,1.43,8.15,3.62,4.85,4.83,,0,0,,999,20997
Thomas Burrows,ATL,0,6,6,0,0,0,1,5,3,1,7,3,1.49,9.98,5.23,4.66,4.81,,0,0,,999,sa874215
Logan Shore,DET,3,3,16,1,1,0,0,18,10,3,11,7,1.53,6.1,3.68,5.65,5.59,,0,0,,999,sa738442
Cole Uvila,BAL,0,6,6,0,0,0,1,6,3,1,5,3,1.57,8.12,5.24,5.13,5.23,,0,0,,999,sa3006804
Zach Muckenhirn,CHW,0,6,6,0,0,0,1,6,3,1,6,3,1.53,8.29,4.97,4.83,5.04,,0,0,,999,sa915809
Jordan Yamamoto,NYM,5,25,44,2,3,0,1,45,26,8,38,18,1.43,7.76,3.76,5.22,5.32,,0,-0.1,,999,17585
Enoli Paredes,HOU,0,10,10,1,1,0,1,9,5,1,11,6,1.5,10.2,5.66,4.66,4.81,,0,0,,999,20447
John Parke,CHW,0,4,4,0,0,0,1,5,2,1,3,1,1.48,5.69,3.16,5.11,5.28,,0,0,,999,sa3003988
Jake Faria,,0,18,18,1,1,0,1,18,10,3,18,8,1.44,8.82,3.98,4.86,4.76,,0,0,,999,13699
Anderson Espinoza,CHC,0,10,10,0,0,0,1,10,5,1,9,5,1.48,8.54,4.43,4.84,4.83,,0,0,,999,sa872856
Joel Peguero,TBR,0,10,10,1,1,0,1,10,5,1,8,4,1.45,7.1,3.94,4.47,4.58,,0,0,,999,sa917689
Jake Walsh,STL,0,18,18,1,1,0,1,17,9,3,17,8,1.37,8.6,3.78,4.48,4.58,,0,0,,999,sa3004457
Michael Byrne,CIN,0,8,8,1,1,0,1,9,5,1,6,4,1.52,6.66,3.95,5.12,5.09,,0,0,,999,sa3008227
Rafael Dolis,,0,60,60,4,4,0,0,54,30,8,64,34,1.47,9.57,5.07,4.55,4.68,,0,0,,999,4185
Ryan Hendrix,CIN,0,38,38,3,2,0,1,36,20,6,41,20,1.49,9.78,4.81,4.84,4.76,,0,0,,999,19535
Justin Wilson,CIN,0,58,58,3,3,1,11,56,31,9,58,29,1.46,8.98,4.43,4.82,4.89,,0,0,,999,4301
T.J. Zeuch,STL,2,32,39,2,2,0,1,42,20,6,27,14,1.41,6.19,3.14,4.68,4.84,,0,0,,999,19269
Blake Weiman,PIT,0,26,26,1,2,0,1,26,13,4,23,10,1.39,7.88,3.44,4.65,4.67,,0,0,,999,sa3004211
Kyle Crick,,0,18,18,1,1,0,1,17,10,2,18,10,1.49,8.95,5.13,4.86,4.94,,0,0,,999,13182
Jandel Gustave,MIL,0,48,48,2,2,0,6,47,24,7,43,18,1.36,8.12,3.46,4.56,4.58,,0,0,,999,14665
Cody Poteet,MIA,0,14,14,1,1,0,1,14,7,2,12,5,1.38,7.89,3.47,4.81,4.82,,0,0,,999,18769
Damon Jones,PHI,0,20,20,1,1,0,1,18,10,2,21,13,1.54,9.42,5.82,4.56,4.75,,0,0,,999,23310
Nick Mikolajchak,CLE,0,42,42,3,3,0,4,40,21,7,44,15,1.31,9.4,3.28,4.45,4.53,,0,0,,999,sa3010303
Nathan Webb,KCR,0,4,4,0,0,0,1,4,2,1,3,2,1.62,7.15,5.32,5.24,5.34,,0,0,,999,sa918814
Calvin Faucher,TBR,0,11,11,0,0,0,1,10,5,1,11,6,1.49,8.72,4.88,4.46,4.63,,0,0,,999,sa3004013
Forrest Whitley,HOU,3,3,16,1,1,0,0,15,9,3,17,10,1.6,9.66,5.77,5.43,5.56,,0,0,,999,sa917930
Tyler Ivey,HOU,0,8,8,0,0,0,1,8,4,1,8,4,1.42,8.57,3.99,4.77,4.86,,0,0,,999,20237
Aaron Fletcher,SEA,0,18,18,1,1,0,1,18,9,2,15,7,1.4,7.36,3.41,4.37,4.56,,0,0,,999,22052
Kyle Ryan,,0,8,8,0,0,0,1,8,4,1,6,3,1.45,7.06,3.9,4.47,4.76,,0,0,,999,11753
Thomas Szapucki,NYM,2,2,8,0,0,0,0,8,5,1,7,4,1.54,7.88,4.74,5.28,5.39,,0,0,,999,21065
Jhon Romero,WSN,0,32,32,2,2,0,1,33,17,5,27,11,1.38,7.71,3.21,4.71,4.69,,0,0,,999,19940
JoJo Romero,PHI,0,9,9,0,1,0,1,9,5,1,8,4,1.45,7.95,3.84,4.9,5,,0,0,,999,19574
Kent Emanuel,PHI,0,38,38,2,2,0,1,40,20,6,30,12,1.36,7.22,2.77,4.62,4.82,,0,0,,999,15849
Brandon Bielak,HOU,0,32,32,2,2,0,1,31,16,5,31,13,1.38,8.73,3.74,4.48,4.57,,0,0,,999,19866
Ryne Harper,,0,40,40,2,2,0,0,41,21,7,35,13,1.36,7.84,3.01,4.79,4.76,,0,-0.1,,999,12680
Gray Fenter,SFG,0,4,4,0,0,0,1,4,2,1,4,2,1.6,7.93,5.43,5.29,5.27,,0,0,,999,sa875233
Julian Fernández,COL,0,28,28,1,2,0,1,30,17,5,26,13,1.52,8.22,4.14,5.37,5.12,,0,0,,598.7,18341
Zack Burdi,ARI,0,24,24,1,1,0,1,23,13,4,25,12,1.48,9.37,4.67,4.87,4.88,,0,0,,999,19159
Tyler Beede,SFG,13,21,72,4,5,0,1,73,41,11,65,40,1.57,8.2,5.02,5.18,5.13,,0,0,,514.6,16981
Antonio Santos,NYM,0,14,14,1,1,0,1,14,7,2,11,5,1.42,7.13,3.46,4.79,4.91,,0,0,,999,20383
Hunter Harvey,SFG,0,47,47,3,3,0,4,47,24,6,41,16,1.36,7.84,3.14,4.5,4.43,,0,0,,999,15507
Kyle Nelson,ARI,0,10,10,0,1,0,1,10,5,1,10,5,1.5,8.73,4.85,4.73,4.84,,0,0,,999,20515
Drew Carlton,DET,0,8,8,0,0,0,1,9,4,1,6,3,1.41,6.69,3.05,5.01,5.05,,0,0,,999,19868
Brent Honeywell Jr.,OAK,3,51,65,3,4,0,6,68,34,10,50,22,1.39,6.96,3.02,4.76,4.87,,0,0.1,,596.5,16466
Juan Minaya,,0,41,41,2,2,0,0,39,21,6,41,20,1.42,9.09,4.29,4.53,4.64,,0,0,,999,10341
Mychal Givens,,0,66,66,4,4,0,0,57,34,11,79,32,1.36,10.71,4.39,4.6,4.61,,0,0,,595.4,10430
Trevor Gott,MIL,0,54,54,3,3,0,9,51,28,9,56,23,1.37,9.38,3.84,4.64,4.63,,0,-0.1,,999,15046
Brett de Geus,ARI,0,8,8,0,0,0,1,9,4,1,6,4,1.54,6.99,4.21,4.91,5,,0,0,,999,23592
Mason Thompson,WSN,0,48,48,3,4,0,7,50,26,7,41,24,1.55,7.77,4.54,4.94,4.98,,0,-0.1,,999,21850
Daniel Gossett,,0,8,8,0,1,0,1,9,5,1,6,3,1.55,6.72,3.89,5.36,5.21,,0,0,,999,16164
Michael Rucker,CHC,0,48,48,2,2,0,9,48,25,8,46,18,1.37,8.67,3.29,4.6,4.53,,0,0,,999,19454
Rex Brothers,MIL,0,18,18,1,1,0,1,14,10,3,24,12,1.48,12.05,6.11,4.75,4.79,,0,0,,999,9794
Héctor Santiago,,0,22,22,1,1,0,0,21,12,4,22,10,1.4,9.05,3.93,4.73,4.92,,0,0,,999,4026
Jesus Tinoco,TEX,0,6,6,0,0,0,1,6,3,1,5,3,1.55,7.63,4.53,5.22,5.31,,0,0,,999,16300
Argenis Angulo,MIN,0,10,10,0,1,0,1,10,6,2,10,6,1.57,8.72,5.27,5.18,5.12,,0,0,,999,sa829470
Jared Solomon,CIN,0,4,4,0,0,0,1,4,3,1,3,3,1.76,7.04,5.99,6.19,6.23,,0,0,,999,sa3004589
Nick Tropeano,,0,18,18,1,1,0,1,18,10,3,16,7,1.42,7.94,3.55,4.93,5.05,,0,0,,999,12385
Parker Dunshee,OAK,0,10,10,0,1,0,1,10,5,2,9,4,1.38,7.69,3.27,4.89,5.04,,0,0,,999,sa873274
Alex Lange,DET,0,58,58,3,4,0,11,56,30,7,55,30,1.49,8.56,4.7,4.66,4.6,,0,0,,999,19883
Wandisson Charles,OAK,0,18,18,1,1,0,1,16,9,3,21,11,1.5,10.27,5.74,4.61,4.78,,0,0,,999,sa874818
Ray Kerr,SDP,0,18,18,1,1,0,1,18,9,2,17,10,1.53,8.28,4.93,4.71,4.86,,0,0,,999,sa3005362
Sam Selman,LAA,0,35,35,1,2,0,1,32,19,6,36,18,1.44,9.21,4.7,4.83,5.02,,0,0,,999,13397
Ryan Mason,MIN,0,32,32,2,2,0,1,33,17,5,29,14,1.47,8.03,4.07,4.84,4.79,,0,0,,999,sa856254
Cole Gordon,NYM,0,8,8,0,0,0,1,8,5,1,7,4,1.48,8.41,4.53,5.09,5.24,,0,0,,999,sa3011216
Brad Brach,,0,46,46,2,2,0,0,44,24,7,48,25,1.5,9.34,4.9,4.77,4.73,,0,0,,999,6627
Jacques Pucheu,CIN,0,12,12,1,1,0,1,12,7,2,10,6,1.54,7.86,4.59,5.34,5.36,,0,0,,999,sa3010631
Jace Vines,KCR,0,33,33,2,2,0,1,35,18,4,25,15,1.52,6.75,4.13,4.86,4.76,,0,0,,999,sa917985
Blake Taylor,HOU,0,58,58,3,4,0,11,55,30,8,55,31,1.48,8.47,4.87,4.58,4.78,,0,-0.1,,999,16418
Daniel Duarte,CIN,0,24,24,2,2,0,1,25,14,4,21,12,1.51,8.06,4.36,5.21,5.1,,0,-0.1,,999,sa877364
Jake Reed,NYM,0,47,47,2,2,0,6,46,23,7,46,19,1.38,8.72,3.71,4.49,4.6,,0,-0.1,,999,16209
Daniel Ponce de Leon,,0,18,18,1,1,0,1,17,10,3,19,10,1.47,9.36,4.88,4.95,5.17,,0,0,,600.7,16110
Ross Detwiler,,0,47,47,2,2,0,0,47,24,8,43,17,1.36,8.21,3.28,4.6,4.77,,0,0,,999,2859
JD Hammer,PHI,0,20,20,1,1,0,1,21,13,4,19,10,1.58,8.53,4.66,5.67,5.43,,0,0,,999,19548
Pedro Báez,HOU,0,54,54,3,3,0,9,52,28,9,48,22,1.37,8.01,3.7,4.61,4.79,,0,0,,999,5420
Fernando Abad,,0,38,38,2,2,0,0,40,20,6,31,11,1.35,7.25,2.57,4.74,4.68,,0,-0.1,,999,4994
Corbin Martin,ARI,8,8,41,2,3,0,0,44,25,7,36,21,1.57,7.86,4.62,5.55,5.42,,0,0,,597.9,19884
Robert Gsellman,,0,40,40,2,2,0,0,42,21,6,31,15,1.41,7.02,3.29,4.65,4.79,,0,0,,999,13696
Kaleb Ort,BOS,0,32,32,1,2,0,1,30,17,4,34,17,1.49,9.57,4.91,4.9,4.67,,0,0,,999,20061
Miguel Sánchez,MIL,0,34,34,2,2,0,1,34,18,6,32,15,1.42,8.44,3.92,4.75,4.87,,0,0,,999,20074
Isaac Mattson,BAL,0,28,28,1,2,0,1,27,15,5,26,13,1.44,8.5,4.2,4.97,5.1,,0,0,,999,20385
Joe Navilhon,DET,0,28,28,1,2,0,1,29,15,5,24,10,1.4,7.59,3.29,4.82,4.89,,0,0,,999,sa918459
Freddy Pacheco,STL,0,25,25,1,1,0,1,22,12,3,27,16,1.53,9.86,5.92,4.49,4.77,,0,0,,999,sa3006164
Cam Vieaux,PIT,0,10,10,0,1,0,1,11,6,2,8,5,1.53,7.4,4.26,5.32,5.38,,0,0,,999,sa873657
Nick Nelson,PHI,0,46,46,3,3,0,4,42,23,6,50,26,1.49,9.73,5.15,4.58,4.69,,0,0,,999,20153
Jordan Weems,ARI,0,10,10,0,1,0,1,10,6,2,9,6,1.62,8.5,5.42,5.4,5.41,,0,0,,999,13190
Robert Broom,CLE,0,22,22,1,1,0,1,22,11,3,20,10,1.44,8.14,4.04,4.68,4.89,,0,0,,999,sa3007235
Gabe Klobosits,WSN,0,22,22,1,1,0,1,23,13,4,18,10,1.51,7.44,4.25,5.19,5.27,,0,-0.1,,999,19881
Riley O'Brien,CIN,0,16,16,1,1,0,1,16,9,3,16,8,1.5,8.75,4.44,5.26,5.27,,0,0,,999,20348
Durbin Feltman,BOS,0,26,26,2,2,0,1,26,15,4,24,13,1.49,8.36,4.37,5.05,4.87,,0,0,,999,sa3007959
Zack Littell,SFG,0,54,54,2,2,0,10,50,25,7,54,22,1.33,8.97,3.59,4.23,4.3,,0,0.1,,599.3,15823
Trevor Hildenberger,SFG,0,22,22,1,1,0,1,22,12,3,19,10,1.49,7.97,4.2,4.83,4.64,,0,-0.1,,999,17002
Taylor Clarke,KCR,0,44,44,2,2,0,4,46,24,7,37,16,1.41,7.6,3.34,4.82,4.7,,0,0,,999,17611
Félix Peña,,0,22,22,1,1,0,1,22,12,4,19,8,1.38,7.89,3.36,4.75,4.76,,0,0,,999,13403
Buck Farmer,,0,30,30,1,2,0,0,30,16,5,28,13,1.46,8.35,4.05,4.85,4.93,,0,0,,999,14814
Garrett Schilling,COL,2,2,9,0,1,0,0,11,6,2,6,4,1.68,6.3,3.94,6.6,6.18,,0,0,,999,sa3004770
Sean Reid-Foley,NYM,0,40,40,2,2,0,4,35,20,6,46,23,1.44,10.3,5.07,4.46,4.58,,0,-0.1,,999,17034
Dillon Maples,,0,38,38,2,2,0,0,31,19,4,46,28,1.55,10.95,6.68,4.38,4.73,,0,0,,999,14672
Ashton Goudeau,COL,2,26,34,2,2,0,1,40,22,6,23,13,1.56,6.25,3.36,5.85,5.5,,0,0,,999,15139
Beau Burrows,LAD,0,8,8,0,1,0,1,9,5,2,7,4,1.53,7.82,4,5.71,5.83,,0,0,,999,18873
Ryan Burr,CHW,0,46,46,3,3,0,6,44,24,7,42,24,1.49,8.3,4.69,4.72,4.86,,0,0,,999,17536
Elvin Rodriguez,DET,0,14,14,1,1,0,1,15,8,3,11,6,1.48,7.14,3.68,5.41,5.35,,0,0,,999,sa873437
Collin Snider,KCR,0,26,26,1,2,0,1,29,15,4,18,10,1.49,6.17,3.45,5.09,4.96,,0,0,,999,sa3004093
Junior Guerra,,0,38,38,2,2,0,0,37,20,6,35,19,1.48,8.3,4.61,4.74,4.89,,0,-0.1,,999,5702
Sam Moll,OAK,0,56,56,2,2,0,10,51,26,6,55,28,1.41,8.89,4.55,4.19,4.39,,0,0.1,,999,14874
Eric Hanhold,PIT,0,40,40,2,2,0,1,42,22,6,32,18,1.5,7.21,4.09,4.98,4.86,,0,-0.1,,999,18332
Joey Krehbiel,BAL,0,48,48,2,3,0,6,48,27,9,45,21,1.44,8.53,3.96,5.13,5.22,,0,-0.1,,999,13707
Shelby Miller,,0,20,20,1,1,0,0,20,12,3,18,11,1.55,8.24,4.88,5.18,5.1,,0,0,,999,10197
Yoan Aybar,COL,0,10,10,1,1,0,1,11,7,2,8,7,1.83,7.32,6.43,6.4,6.15,,0,-0.1,,999,sa829086
Andrew Miller,,0,56,56,2,2,0,0,54,28,8,56,26,1.42,9.03,4.15,4.47,4.71,,0,0,,999,6785
Chasen Shreve,,0,42,42,2,2,0,0,40,22,7,41,20,1.44,8.7,4.35,4.79,4.98,,0,-0.1,,999,10855
Matt Peacock,ARI,0,36,36,2,2,0,1,41,19,5,23,14,1.51,5.86,3.48,4.86,4.79,,0,-0.1,,999,20339
Nick Snyder,TEX,0,44,44,2,3,0,5,42,23,7,44,22,1.45,9.04,4.44,4.63,4.72,,0,0,,999,23493
Brandon Workman,,0,40,40,2,2,0,0,37,21,6,41,23,1.51,9.25,5.19,4.65,4.83,,0,0,,999,11428
Graham Spraker,TOR,0,25,25,1,1,0,1,26,14,4,21,11,1.47,7.67,3.95,5.08,5.12,,0,0,,999,sa3004024
Jordan Sheffield,COL,0,48,48,2,3,0,6,49,29,8,45,27,1.6,8.41,5.15,5.53,5.3,,0,-0.1,,999,19682
Jacob Webb,ATL,0,60,60,5,4,0,12,57,30,9,61,25,1.37,9.14,3.77,4.47,4.47,,0,0,,999,19274
Kyle Tyler,LAA,0,42,42,2,2,0,3,43,22,6,34,16,1.41,7.2,3.47,4.69,4.82,,0,-0.1,,999,22092
Brandon Kintzler,,0,42,42,2,2,0,0,46,22,6,30,14,1.44,6.47,3.05,4.75,4.84,,-0.1,-0.1,,999,9939
Jason Foley,DET,0,38,38,1,2,0,1,39,20,5,31,18,1.52,7.24,4.36,4.82,4.92,,-0.1,0,,999,19531
Justin Garza,CLE,0,16,16,1,1,0,1,16,10,3,15,9,1.56,8.41,5.01,5.47,5.45,,-0.1,0,,999,19784
Erasmo Ramírez,,0,32,32,1,2,0,0,34,18,6,24,10,1.39,6.76,2.83,5.05,4.99,,-0.1,-0.1,,999,10314
Joey Wentz,DET,10,10,47,2,3,0,0,50,29,9,38,25,1.58,7.26,4.7,5.58,5.66,,-0.1,0,,999,sa917946
Tyler Kinley,COL,0,62,62,2,3,0,12,62,37,11,63,31,1.49,9.17,4.47,5.3,5.01,,-0.1,-0.1,,999,18297
Miguel Romero,OAK,0,32,32,1,2,0,1,33,17,5,24,14,1.47,6.78,3.83,4.83,4.96,,-0.1,0,,999,sa3003109
Sam Hentges,CLE,2,52,58,2,3,0,9,58,31,9,56,27,1.48,8.64,4.24,4.77,4.78,,-0.1,-0.1,,999,18548
Steve Cishek,,0,71,71,3,2,0,0,68,36,9,64,36,1.46,8.07,4.5,4.52,4.72,,-0.1,0.1,,999,6483
Jordan Holloway,MIA,0,38,38,2,3,0,3,35,20,5,36,24,1.55,8.57,5.6,4.76,4.87,,-0.1,-0.1,,999,20631
Wes Benjamin,,2,12,19,1,1,0,1,21,12,4,14,8,1.58,6.88,4.07,5.86,5.91,,-0.1,-0.1,,999,19243
Josh Tomlin,,0,45,45,2,2,0,0,51,26,9,34,8,1.31,6.86,1.63,5.11,4.97,,-0.1,-0.1,,999,9388
Yusmeiro Petit,,0,75,75,4,4,0,0,79,39,13,51,17,1.28,6.08,2.02,4.71,4.81,,-0.1,-0.2,,600.9,4020
Taylor Widener,ARI,0,46,46,2,2,0,6,45,25,8,47,21,1.43,9.19,4.05,4.99,4.97,,-0.1,-0.1,,600.2,19266
Albert Abreu,NYY,0,42,42,2,2,0,1,40,24,7,44,24,1.53,9.42,5.22,5.07,5.13,,-0.1,-0.1,,999,17485
Hunter Stratton,PIT,0,48,48,2,3,0,6,45,27,6,46,29,1.56,8.56,5.53,4.98,4.99,,-0.1,-0.1,,999,sa3004216
Jimmy Herget,LAA,0,52,52,3,3,0,6,50,28,9,51,24,1.43,8.89,4.17,4.84,4.95,,-0.1,-0.1,,999,17556
Paul Campbell,MIA,0,44,44,2,3,0,1,46,24,7,34,16,1.42,7.05,3.31,4.89,4.92,,-0.1,-0.1,,999,22248
Felix Bautista,BAL,0,38,38,2,3,0,1,35,23,6,40,26,1.62,9.54,6.18,5.38,5.51,,-0.1,-0.1,,999,sa737480
AJ Ramos,,0,48,48,2,2,0,0,47,28,9,47,24,1.48,8.89,4.5,5.2,5.24,,-0.1,-0.1,,999,8350
Rony García,DET,3,25,39,2,2,0,1,41,24,8,33,17,1.49,7.67,3.84,5.52,5.48,,-0.1,0,,999,20430
Alexander Vizcaíno,CHC,0,24,24,1,1,0,1,25,15,4,20,14,1.62,7.36,5.14,5.56,5.57,,-0.1,-0.1,,999,sa920272
Nick Mears,PIT,0,56,56,3,3,0,9,53,29,8,57,28,1.44,9.23,4.42,4.68,4.69,,-0.1,-0.1,,999,25376
Dan Winkler,,0,48,48,2,2,0,0,44,26,7,49,27,1.48,9.16,5.01,4.86,5.02,,-0.1,-0.1,,999,12237
