,index,Avail,Player,AB,R,H,HR,RBI,BB,K,SB,CS,BA,OBP,SLG,Rank,Team,Pos,Owner,top_50,top_100,top_276,above_276,Start,IP,APP,GS,QS,CG,W,L,S,BS,HD,SO,BBa,Ha,ERA,WHIP,Sv+Hld,ER,C,1B,2B,3B,SS,MI,CI,OF,DH,SP,RP,P,type,zlgBA,zlgERA,zlgWHIP,zR,zHR,zRBI,zSB,zzlgBA,BIGAAh,zW,zSO,zSv+Hld,zzlgERA,zzlgWHIP,BIGAAp,z,all_pos
10,10,8 Gran...,J.D. Davis,16.2,2.2,4.6,0.7,2.4,1.9,5.0,0.1,0.0,0.284,0.367,0.475,575.0,SF,DH,Madness,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,56,0,0,60,0,5,0,0,0.0,h,0.10775215337593824,,,-1.1182957402634053,-0.32685437386353955,-0.6641169643114239,-0.8324143726762646,0.2185460759128787,-2.7231353752017546,,,,,,0.0,-2.7231353752017546,"['3B', 'CI', 'DH']"
11,11,8 Gran...,Willi Castro,13.2,2.3,3.6,0.5,1.3,0.9,3.5,0.8,0.1,0.269,0.334,0.429,580.0,MIN,RF,Madness,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,17,7,14,17,46,5,0,0,0.0,h,-0.06035009724923501,,,-0.9793310490100855,-0.9729174052429331,-2.0638827655074974,0.8921849318351556,-0.12240383622557276,-3.246350124150933,,,,,,0.0,-3.246350124150933,"['2B', '3B', 'SS', 'OF', 'MI', 'CI', 'DH']"
12,12,8 Gran...,Jose Siri,12.6,2.1,3.2,0.7,1.9,0.9,3.8,0.5,0.1,0.252,0.306,0.483,582.0,TB,CF,Madness,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,5,0,0,0.0,h,-0.29397054737426975,,,-1.2572604315167257,-0.32685437386353955,-1.3003741466732757,0.15307094418740397,-0.596239681061954,-3.3276576889280913,,,,,,0.0,-3.3276576889280913,"['OF', 'DH']"
13,13,8 Gran...,Luis Rengifo,16.3,2.2,4.0,0.5,2.1,0.9,3.0,0.4,0.2,0.247,0.292,0.388,619.0,LAA,2B,Madness,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,42,11,7,49,11,9,5,0,0,0.0,h,-0.519977771603223,,,-1.1182957402634053,-0.9729174052429331,-1.0458712737285347,-0.09330038502851314,-1.0546341579766947,-4.285018962240081,,,,,,0.0,-4.285018962240081,"['2B', '3B', 'SS', 'OF', 'MI', 'CI', 'DH']"
14,14,8 Gran...,Tyler Stephenson,16.8,2.2,4.7,0.5,2.2,1.6,4.6,0.0,0.0,0.278,0.347,0.414,629.0,CIN,C,Madness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,6,0,0,0,0,6,0,5,0,0,0.0,h,0.041372603500972716,,,-1.1182957402634053,-0.9729174052429331,-0.9186198372561643,-1.0787857018921818,0.08391312713622323,-4.004705557518461,,,,,,0.0,-4.004705557518461,"['C', '1B', 'CI', 'DH']"
15,15,8 Gran...,Kevin Kiermaier,14.1,2.1,4.1,0.3,1.5,1.0,3.4,0.5,0.0,0.289,0.34,0.457,632.0,TOR,CF,Madness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,65,5,0,0,0.0,h,0.19008057793831634,,,-1.2572604315167257,-1.6189804366223266,-1.8093798925627569,0.15307094418740397,0.3855269998246522,-4.147022816689753,,,,,,0.0,-4.147022816689753,"['OF', 'DH']"
16,16,8 Gran...,Mauricio Dubon,13.0,2.2,3.8,0.3,1.4,0.8,1.9,0.3,0.1,0.29,0.33,0.443,653.0,HOU,CF,Madness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,47,0,5,52,2,5,5,0,0,0.0,h,0.19510975270908615,,,-1.1182957402634053,-1.6189804366223266,-1.9366313290351274,-0.3396717142444304,0.39572731951011697,-4.617851900655173,,,,,,0.0,-4.617851900655173,"['2B', 'SS', 'OF', 'MI', 'DH']"
17,17,8 Gran...,Ke'Bryan Hayes,18.2,2.1,4.3,0.3,2.1,1.3,4.4,0.5,0.2,0.239,0.29,0.358,661.0,PIT,3B,Madness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,0,0,74,0,5,0,0,0.0,h,-0.7468463462072794,,,-1.2572604315167257,-1.6189804366223266,-1.0458712737285347,0.15307094418740397,-1.514775650970159,-5.283816848650343,,,,,,0.0,-5.283816848650343,"['3B', 'CI', 'DH']"
18,18,8 Gran...,Luis Garcia,16.4,1.8,4.5,0.3,1.8,0.8,3.0,0.2,0.2,0.274,0.305,0.404,676.0,WAS,SS,Madness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,70,0,0,70,0,0,5,0,0,0.0,h,-0.04770769658238283,,,-1.6741545052766866,-1.6189804366223266,-1.4276255831456457,-0.5860430434603475,-0.09676214861846544,-5.403565717123471,,,,,,0.0,-5.403565717123471,"['2B', 'MI', 'DH']"
19,19,8 Gran...,Jorge Polanco,7.4,1.0,2.1,0.3,1.1,0.7,1.6,0.1,0.0,0.277,0.339,0.474,782.0,MIN,2B,Madness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29,0,0,29,0,0,5,0,0,0.0,h,0.04798555154209527,,,-2.785872035303249,-1.6189804366223266,-2.318385638452238,-0.8324143726762646,0.09732570219224834,-7.458326780861831,,,,,,0.0,-7.458326780861831,"['2B', 'MI', 'DH']"
20,0,8 Gran...,Zac Gallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ARI,SP,Madness,1.0,1.0,1.0,0.0,1.0,12.2,2.0,2.0,1.3,0.0,0.7,0.4,0.0,0.0,0.0,12.8,3.1,10.7,3.33,1.09,0.0,4.513999999999999,0,0,0,0,0,0,0,0,0,16,0,5.0,p,,1.97186619062402,1.0608196212356322,,,,,,0.0,1.5971463322731432,2.0878947373302084,-0.5128225940683706,0.6342459905874155,1.091385158496115,4.8978496246185115,4.8978496246185115,"['SP', 'P']"
21,1,8 Gran...,Clayton Kershaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,LAD,SP,Madness,1.0,1.0,1.0,0.0,1.0,6.1,1.0,1.0,0.7,0.0,0.6,0.2,0.0,0.0,0.0,6.4,1.3,5.3,2.88,1.05,0.0,1.9519999999999997,0,0,0,0,0,0,0,0,0,15,0,5.0,p,,3.7309330953120075,0.8304098106178159,,,,,,0.0,1.1201903042792456,0.028924750389929078,-0.5128225940683706,1.2000456055807112,0.8543365192681949,2.69067458544971,2.69067458544971,"['SP', 'P']"
22,2,8 Gran...,Devin Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,MIL,RP,Madness,1.0,1.0,1.0,0.0,1.0,2.1,2.9,0.0,0.0,0.0,0.1,0.1,1.5,0.2,0.1,3.9,1.4,1.3,2.17,1.16,1.6,0.5063333333333334,0,0,0,0,0,0,0,0,0,0,26,5.0,p,,2.7754195901893794,-0.1419900651971453,,,,,,0.0,-1.2645898356902423,-0.7753604007586177,2.22223124096294,0.8927069978913289,-0.14608124388720525,0.928906758518204,0.928906758518204,"['RP', 'P']"
23,3,8 Gran...,Josh Hader,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,SD,RP,Madness,0.0,1.0,1.0,0.0,1.0,2.0,2.5,0.0,0.0,0.0,0.1,0.1,1.5,0.2,0.1,3.6,1.0,1.3,2.73,1.15,1.6,0.6066666666666667,0,0,0,0,0,0,0,0,0,0,30,5.0,p,,1.5232567525613137,0.13619993790748097,,,,,,0.0,-1.2645898356902423,-0.8718746188964431,2.22223124096294,0.48995184994854113,0.1401242848875466,0.7158429212123425,0.7158429212123425,"['RP', 'P']"
24,4,8 Gran...,Domingo German,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,NYY,SP,Madness,0.0,1.0,1.0,0.0,1.0,5.2,1.0,1.0,0.4,0.0,0.3,0.2,0.0,0.0,0.0,5.0,1.5,4.0,3.32,0.96,0.0,1.918222222222222,0,0,0,0,0,0,0,0,0,14,0,5.0,p,,0.8924675566594154,0.8341198385594506,,,,,,0.0,-0.31067777970244725,-0.4214749342532571,-0.5128225940683706,0.2870600308641901,0.8581534447398312,-0.09976183242005354,-0.09976183242005354,"['SP', 'P']"
25,5,8 Gran...,Kenley Jansen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,BOS,RP,Madness,0.0,0.0,1.0,0.0,1.0,2.0,2.4,0.0,0.0,0.0,0.1,0.1,1.3,0.2,0.1,2.9,1.0,1.7,3.42,1.34,1.4000000000000001,0.76,0,0,0,0,0,0,0,0,0,0,28,5.0,p,,0.14325675256131376,-0.2638000620925194,,,,,,0.0,-1.2645898356902423,-1.0970744612180363,1.880349511584026,0.04607818794633205,-0.27140096847263434,-0.7066375658505548,-0.7066375658505548,"['RP', 'P']"
26,6,8 Gran...,Alex Cobb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,SF,SP,Madness,0.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,0.4,0.0,0.3,0.2,0.0,0.0,0.0,5.5,1.4,5.9,3.51,1.21,0.0,2.34,0,0,0,0,0,0,0,0,0,14,0,5.0,p,,-0.11022974231605787,0.008599813722441674,,,,,,0.0,-0.31067777970244725,-0.2606179040235478,-0.5128225940683706,-0.035455129987960105,0.00884760130244961,-1.1107258064798762,-1.1107258064798762,"['SP', 'P']"
27,7,8 Gran...,Aaron Civale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,CLE,SP,Madness,0.0,0.0,1.0,0.0,1.0,5.2,1.0,1.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,4.6,1.5,4.9,3.8,1.13,0.0,2.1955555555555555,0,0,0,0,0,0,0,0,0,7,0,5.0,p,,-1.6035324433405833,-0.06588016144054976,,,,,,0.0,-0.31067777970244725,-0.5501605584370247,-0.5128225940683706,-0.5157723317137182,-0.0677783753205754,-1.9572116392421361,-1.9572116392421361,"['SP', 'P']"
28,8,8 Gran...,Bryce Elder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,ATL,SP,Madness,0.0,0.0,1.0,0.0,1.0,5.2,1.0,1.0,0.6,0.0,0.3,0.1,0.0,0.0,0.0,5.2,1.9,5.6,3.22,1.32,0.0,1.8604444444444448,0,0,0,0,0,0,0,0,0,15,0,5.0,p,,1.4124675566594114,-1.1658801614405494,,,,,,0.0,-0.31067777970244725,-0.35713212216137336,-0.5128225940683706,0.45431677306791973,-1.1994728220610718,-1.9257885449253433,-1.9257885449253433,"['SP', 'P']"
29,9,8 Gran...,Kyle Gibson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,BAL,SP,Madness,0.0,0.0,1.0,0.0,0.0,5.2,1.0,1.0,0.5,0.0,0.4,0.2,0.0,0.0,0.0,4.5,1.6,6.1,4.3,1.36,0.0,2.4844444444444442,0,0,0,0,0,0,0,0,0,16,0,5.0,p,,-4.203532443340585,-1.3658801614405487,,,,,,0.0,0.16627824829145055,-0.5823319644829664,-0.5128225940683706,-1.3520560427323733,-1.4052354487411614,-3.686167801733421,-3.686167801733421,"['SP', 'P']"
30,10,8 Gran...,Dean Kremer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,BAL,SP,Madness,0.0,0.0,1.0,0.0,0.0,5.1,1.0,1.0,0.4,0.0,0.4,0.3,0.0,0.0,0.0,4.9,1.8,5.9,4.34,1.44,0.0,2.459333333333333,0,0,0,0,0,0,0,0,0,16,0,5.0,p,,-4.3266952809686465,-1.4876901583359246,,,,,,0.0,0.16627824829145055,-0.45364634029919887,-0.5128225940683706,-1.3916710715443672,-1.530555173326592,-3.7224169309470785,-3.7224169309470785,"['SP', 'P']"
31,11,8 Gran...,Roansy Contreras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,PIT,SP,Madness,0.0,0.0,0.0,1.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.6,4.44,1.19,0.0,0.09866666666666668,0,0,0,0,0,0,0,0,0,11,5,5.0,p,,-0.1896743247438687,-0.556380006209252,,,,,,0.0,-1.74154586368414,-1.8691882063206409,-0.5128225940683706,-0.061008287762212815,-0.572411057549499,-4.756976009384863,-4.756976009384863,"['SP', 'RP', 'P']"
32,12,8 Gran...,Cole Hamels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,SD,SP,Madness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-1.74154586368414,-2.0300452365503503,-0.5128225940683706,2.563261198610755e-15,4.1916037751850784e-15,-4.284413694302854,-4.284413694302854,['P']
33,0,Brewbi...,Freddie Freeman,23.2,5.2,8.2,1.0,4.3,3.2,3.6,0.7,0.1,0.355,0.438,0.578,20.0,LAD,1B,Brewbirds,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,77,0,0,0,0,77,0,5,0,0,0.0,h,1.7666574048346764,,,3.050644997336203,0.642240173205551,1.7536603286636125,0.6458136026192381,3.5831863328243085,9.675545434648914,,,,,,0.0,9.675545434648914,"['1B', 'CI', 'DH']"
34,1,Brewbi...,Juan Soto,20.1,4.5,6.4,1.3,3.8,7.2,4.3,0.5,0.2,0.318,0.499,0.6,48.0,SD,RF,Brewbirds,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,77,5,0,0,0.0,h,0.826285079188664,,,2.077892158562961,1.6113347202746418,1.1174031463017609,0.15307094418740397,1.6758956177145936,6.635596587041362,,,,,,0.0,6.635596587041362,"['OF', 'DH']"
35,2,Brewbi...,Willy Adames,25.3,3.7,6.2,1.2,3.9,2.7,7.2,0.4,0.2,0.245,0.317,0.443,182.0,MIL,SS,Brewbirds,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66,66,0,0,5,0,0,0.0,h,-0.8156710197277013,,,0.9661746285363988,1.2883032045849445,1.2446545827741313,-0.09330038502851314,-1.6543678711960996,1.751464159670862,,,,,,0.0,1.751464159670862,"['SS', 'MI', 'DH']"
36,3,Brewbi...,Austin Riley,20.1,3.6,6.0,1.0,3.1,1.7,4.9,0.1,0.0,0.297,0.362,0.517,211.0,ATL,3B,Brewbirds,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,77,0,0,77,0,5,0,0,0.0,h,0.42628507918866365,,,0.8272099372830785,0.642240173205551,0.22664309099516877,-0.8324143726762646,0.8646038928972114,1.7282827217047452,,,,,,0.0,1.7282827217047452,"['3B', 'CI', 'DH']"
37,4,Brewbi...,Christopher Morel,17.6,3.4,4.8,1.1,3.1,1.3,5.7,0.3,0.2,0.275,0.327,0.525,215.0,CHC,CF,Brewbirds,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,0,5,0,20,5,0,0,0.0,h,-0.08046679633231424,,,0.5492805547764377,0.9652716888952482,0.22664309099516877,-0.3396717142444304,-0.1632051149674317,1.2383185054549926,,,,,,0.0,1.2383185054549926,"['2B', 'OF', 'MI', 'DH']"
38,5,Brewbi...,Michael Harris,19.2,3.0,5.3,0.6,2.5,1.1,4.5,1.0,0.1,0.274,0.324,0.475,277.0,ATL,CF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55,5,0,0,0.0,h,-0.024145595998888325,,,-0.006578210236843351,-0.6498858895532363,-0.5368655278390534,1.38492759026699,-0.04897280556170571,0.14262515707615128,,,,,,0.0,0.14262515707615128,"['OF', 'DH']"
39,6,Brewbi...,Jake Fraley,14.1,2.3,4.2,0.8,2.9,1.5,2.8,0.7,0.2,0.3,0.374,0.525,305.0,CIN,LF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,56,5,0,0,0.0,h,0.2900805779383169,,,-0.9793310490100855,-0.0038228581738424423,-0.02785978194957215,0.6458136026192381,0.5883499310289988,0.22314984451473696,,,,,,0.0,0.22314984451473696,"['OF', 'DH']"
40,7,Brewbi...,Gleyber Torres,22.1,3.1,5.9,0.8,2.7,2.0,3.8,0.5,0.3,0.269,0.331,0.444,322.0,NYY,2B,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,70,0,0,70,0,0,5,0,0,0.0,h,-0.22831342039455294,,,0.13238648101647704,-0.0038228581738424423,-0.2823626548943125,0.15307094418740397,-0.4630719715771333,-0.46380005944140723,,,,,,0.0,-0.46380005944140723,"['2B', 'MI', 'DH']"
41,8,Brewbi...,Sean Murphy,15.2,2.6,4.6,0.9,3.4,1.5,3.9,0.0,0.0,0.305,0.38,0.559,325.0,ATL,C,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,0,0,0,0,0,0,5,0,0,0.0,h,0.38505140316754716,,,-0.5624369752501244,0.3192086575158543,0.6083974004122795,-1.0787857018921818,0.7809725425478796,0.06735592333370721,,,,,,0.0,0.06735592333370721,"['C', 'DH']"
42,9,Brewbi...,Michael Conforto,20.9,3.0,5.3,1.0,3.1,2.3,5.8,0.3,0.0,0.256,0.333,0.441,339.0,SF,RF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,63,5,0,0,0.0,h,-0.49555432064462224,,,-0.006578210236843351,0.642240173205551,0.22664309099516877,-0.3396717142444304,-1.0050977988412046,-0.4824644591217586,,,,,,0.0,-0.4824644591217586,"['OF', 'DH']"
43,10,Brewbi...,Spencer Torkelson,22.9,3.1,5.9,0.9,3.1,2.4,5.5,0.1,0.0,0.256,0.331,0.438,388.0,DET,1B,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,74,0,0,0,0,74,0,5,0,0,0.0,h,-0.45015282022783953,,,0.13238648101647704,0.3192086575158543,0.22664309099516877,-0.8324143726762646,-0.9130131448851329,-1.0671892880338973,,,,,,0.0,-1.0671892880338973,"['1B', 'CI', 'DH']"
