last_name, first_name,player_id,year,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95per-swing,ev95percent,barrels,brl_percent,brl_pa
Flores, Wilmer,527038,2020,163,19,37.4,107.8,87.9,92.1,85,418,190,381,56,13.1,34.4,10,6.1,4.7
González, Erik,570481,2020,134,5.3,33.6,111.4,88.5,93,86.1,443,155,396,59,16.7,44,9,6.7,4.7
Guzmán, Ronald,608597,2020,54,6,37,110.8,86.3,91.3,84.7,431,156,407,18,10.5,33.3,4,7.4,4.7
DeJong, Paul,657557,2020,106,21.7,41.5,105.5,89.2,93.3,83.8,409,203,395,43,13,40.6,8,7.5,4.6
Smith, Pavin,656976,2020,31,8.1,32.3,104.8,86.6,90.9,87.8,410,152,410,9,14.3,29,2,6.5,4.5
Kemp, Matt,461314,2020,76,11.9,38.2,109.6,85.3,91,81,468,176,418,22,9.2,28.9,6,7.9,4.5
Barnhart, Tucker,571466,2020,70,19.7,35.7,104.9,85.4,90.5,79.6,414,187,391,13,7,18.6,5,7.1,4.5
Walker, Christian,572233,2020,171,11.5,34.5,110.4,90.4,94.8,86.7,451,175,417,83,16.7,48.5,11,6.4,4.5
Canha, Mark,592192,2020,142,19.4,37.3,108.9,89.7,92.4,86.8,425,200,400,56,13.9,39.4,11,7.7,4.5
Franco, Maikel,596748,2020,189,8.4,33.3,112.5,86.7,94.2,82.5,420,158,402,73,15.5,38.6,11,5.8,4.5
Verdugo, Alex,657077,2020,157,5.9,31.2,109.5,87,91.9,84.9,433,146,390,54,13.7,34.4,10,6.4,4.5
Andrus, Elvis,462101,2020,88,9.2,28.4,109,88.5,94.2,86.5,415,152,392,33,17.4,37.5,5,5.7,4.5
Knapp, Andrew,595284,2020,54,11.9,40.7,104.3,86.8,92.6,80.9,409,167,401,18,11.2,33.3,4,7.4,4.5
Arenado, Nolan,571448,2020,166,19.1,27.1,108.9,87.8,92.5,85.4,441,182,412,56,17,33.7,9,5.4,4.5
Chavis, Michael,656308,2020,98,10,37.8,108.3,88.3,93.2,84.2,428,160,410,37,11.5,37.8,7,7.1,4.4
Mathis, Jeff,425772,2020,39,20.6,43.6,104.1,89.6,93,86.6,403,201,402,16,13.1,41,3,7.7,4.4
Luplow, Jordan,656669,2020,60,24.7,35,107.5,83.5,91.7,77,388,171,373,15,8.8,25,4,6.7,4.3
Lux, Gavin,666158,2020,44,13.9,29.5,105.6,87.1,91.6,86,453,170,417,12,10.4,27.3,3,6.8,4.3
Santana, Carlos,467793,2020,164,12.2,32.3,111.5,88,92.3,86.7,445,164,418,60,14.8,36.6,11,6.7,4.3
Rendon, Anthony,543685,2020,158,19.5,39.2,109.1,90.1,92.4,88.9,426,192,395,64,17.8,40.5,10,6.3,4.3
Engel, Adam,641553,2020,69,14,30.4,111,87.2,89.5,87.3,430,149,398,22,12.9,31.9,4,5.8,4.3
Pujols, Albert,405395,2020,128,16.4,30.5,108.8,88.6,91.8,89.1,437,163,398,44,14.4,34.4,7,5.5,4.3
Farmer, Kyle,571657,2020,51,18.2,37.3,106.9,89.6,92.7,85.2,392,191,,23,19.2,45.1,3,5.9,4.3
Dickerson, Corey,572816,2020,159,11.1,25.8,108.8,85.7,90.7,83.4,438,144,399,49,10.7,30.8,9,5.7,4.3
Hicks, Aaron,543305,2020,131,11.1,29.8,109.5,88.2,93.2,84.8,428,157,389,50,13.8,38.2,9,6.9,4.3
Stevenson, Andrew,664057,2020,30,10.2,43.3,107.8,92.2,90.9,94.7,405,187,368,13,15.7,43.3,2,6.7,4.3
Maldonado, Martín,455117,2020,86,19.1,38.4,106.7,86.1,90,81.8,414,181,383,23,7.8,26.7,7,8.1,4.2
Arcia, Orlando,606115,2020,142,9.6,37.3,108.7,89,91.7,89.2,422,165,396,55,16.8,38.7,8,5.6,4.2
Gomes, Yan,543228,2020,90,17.6,38.9,105,89.9,92.2,86.5,410,190,397,34,16.9,37.8,5,5.6,4.2
Smith Jr., Dwight,596105,2020,45,8.1,22.2,112,89.9,90.3,91.2,415,142,402,20,17.1,44.4,3,6.7,4.2
Merrifield, Whit,593160,2020,216,15.8,39.8,105.8,86.1,89.6,81.7,406,183,388,59,12.1,27.3,11,5.1,4.2
Segura, Jean,516416,2020,148,11.2,31.8,109.4,87.7,92.3,86.5,423,151,387,57,15,38.5,9,6.1,4.1
Lindor, Francisco,596019,2020,197,13.5,36.5,111.4,89.9,93.3,86.8,412,179,389,81,14.9,41.1,11,5.6,4.1
Grandal, Yasmani,518735,2020,105,15.6,38.1,110.5,90.3,95.3,84.9,441,191,408,46,15.7,43.8,8,7.6,4.1
Piscotty, Stephen,572039,2020,108,13.5,34.3,111.1,88.1,92.7,84.7,454,166,415,43,12.5,39.8,7,6.5,4.1
Drury, Brandon,592273,2020,38,19.2,34.2,108.8,82.1,90.3,77.2,371,182,,10,10.2,26.3,2,5.3,4.1
Correa, Carlos,621043,2020,153,11.3,26.1,109,88.8,92.9,87.7,461,144,419,64,15.6,41.8,9,5.9,4.1
Escobar, Eduardo,500871,2020,164,18.1,34.8,106.7,88.6,90.3,87.3,407,174,394,52,12.5,31.7,9,5.5,4.1
Pillar, Kevin,607680,2020,167,13.4,34.7,108,87.1,92,82.2,435,180,400,61,14.2,36.5,9,5.4,4
Alfaro, Jorge,595751,2020,57,2.8,31.6,109.8,89.2,95.7,84.2,423,149,417,28,13.6,49.1,4,7,4
Narváez, Omar,553882,2020,69,18.7,36.2,105.5,81.6,87.6,77.7,368,168,365,15,5.6,21.7,5,7.2,4
Maybin, Cameron,457727,2020,68,8.9,26.5,108.3,87.8,94.6,83.7,429,140,429,24,13.4,35.3,4,5.9,4
Olivares, Edward,658668,2020,72,7.6,33.3,109.7,82.7,91.8,76.7,399,146,398,20,9.9,27.8,4,5.6,4
Schoop, Jonathan,570731,2020,125,8.7,26.4,114.4,87.2,92.9,86.9,442,138,408,42,11.9,33.6,7,5.6,4
Meadows, Austin,640457,2020,84,24.4,27.4,108.6,90.1,94.2,85.4,445,209,407,36,11.9,42.9,6,7.1,3.9
La Stella, Tommy,600303,2020,187,17.1,32.1,108.8,88,90.4,87.3,430,173,392,53,14.8,28.3,9,4.8,3.9
Gamel, Ben,592325,2020,75,11.5,49.3,108.2,87.9,91.8,84.8,425,167,406,24,11.1,32,5,6.7,3.9
Donaldson, Josh,518626,2020,58,6.2,24.1,110.8,92.8,96.3,90.5,441,139,392,31,17.5,53.4,4,6.9,3.9
Gosselin, Phil,594838,2020,65,13.8,36.9,110,85.3,90.6,81.1,396,172,385,19,11.3,29.2,4,6.2,3.9
Long Jr., Shed,643418,2020,80,2.6,21.3,107.5,87.1,94.6,83.8,414,113,412,26,11.7,32.5,5,6.3,3.9
VanMeter, Josh,642165,2020,46,15.1,23.9,108.5,89,93.3,88.3,406,170,400,17,12.6,37,3,6.5,3.8
O'Hearn, Ryan,656811,2020,77,11.9,32.5,105.4,90.7,95.8,86.1,433,176,421,34,14.5,44.2,5,6.5,3.8
Murphy, Daniel,502517,2020,103,15.5,36.9,109.6,85.1,86.9,86.8,402,164,389,27,10.4,26.2,5,4.9,3.8
Kiermaier, Kevin,595281,2020,96,-0.4,28.1,110.2,87.7,95.4,84.2,427,120,413,40,13.2,41.7,6,6.3,3.8
Flowers, Tyler,452095,2020,35,16.2,48.6,107.8,93,94.9,93,400,206,400,16,10.8,45.7,3,8.6,3.8
Brantley, Michael,488726,2020,142,10.2,34.5,105.3,88.7,92.2,85.9,389,167,375,53,18.5,37.3,7,4.9,3.7
Taveras, Leody,665750,2020,77,14.3,42.9,107.8,88.9,91.9,88.1,404,175,392,32,13.5,41.6,5,6.5,3.7
Garver, Mitch,641598,2020,36,18.6,30.6,109.8,92.4,92.7,93.7,417,180,414,18,12.9,50,3,8.3,3.7
Heineman, Scott,595981,2020,41,8.3,26.8,104.6,87,94.1,81.6,337,156,337,13,13.3,31.7,2,4.9,3.7
Ahmed, Nick,605113,2020,153,9.4,30.1,107.7,87.7,92.4,84.5,425,144,409,51,12.8,33.3,8,5.2,3.7
Peralta, David,444482,2020,160,6.4,29.4,113.8,89.2,91.5,88.5,445,150,413,58,15.1,36.3,8,5,3.7
Grossman, Robbie,543257,2020,128,15.2,33.6,108.1,89,92,87,421,177,379,48,14.7,37.5,7,5.5,3.6
Blackmon, Charlie,453568,2020,182,13.5,38.5,109.7,86.9,89.5,84.6,446,180,418,54,11.9,29.7,9,4.9,3.6
García, Luis,671277,2020,105,-3.6,27.6,111.1,83.5,90.6,79.7,427,113,419,31,12.4,29.5,5,4.8,3.6
Thames, Eric,519346,2020,81,14.6,35.8,105.8,88.7,95.3,83.6,429,179,410,38,13.5,46.9,5,6.2,3.6
Kepler, Max,596146,2020,136,21.9,30.9,110.3,88.5,91.7,88.9,444,183,400,52,15.1,38.2,7,5.1,3.6
Santana, Domingo,570267,2020,45,5.4,26.7,113.3,85.5,94.2,82.1,454,122,422,15,9.9,33.3,3,6.7,3.6
Aquino, Aristides,606157,2020,29,10.6,27.6,110.8,82.2,88.2,80.3,428,133,425,6,5.8,20.7,2,6.9,3.6
Gonzalez, Marwin,503556,2020,138,12.6,31.9,106,89.2,92.6,86,430,173,406,53,15.5,38.4,7,5.1,3.5
Jay, Jon,445055,2020,41,12.4,41.5,103.9,84.8,89.4,78.3,378,191,378,11,10.8,26.8,2,4.9,3.5
Frazier, Todd,453943,2020,115,20.5,33,108.1,87.8,93.8,81.7,429,193,392,36,11.5,31.3,6,5.2,3.5
Moncada, Yoán,660162,2020,130,13.9,33.8,109.9,87.8,91.3,85.9,448,163,400,43,10.3,33.1,8,6.2,3.5
Solano, Donovan,456781,2020,152,15.5,43.4,108.1,88.5,91.2,85.9,413,188,399,53,13.7,34.9,7,4.6,3.4
Solak, Nick,669256,2020,171,9.4,27.5,111.7,89.9,90.6,90.2,389,158,384,69,17.6,40.4,8,4.7,3.4
Eaton, Adam,594809,2020,131,5.7,30.5,109.8,87.8,90.9,85.6,434,154,410,50,14.9,38.2,6,4.6,3.4
Bryant, Kris,592178,2020,91,20.7,34.1,108.8,86.1,92.4,79.9,446,183,420,29,10.2,31.9,5,5.5,3.4
Semien, Marcus,543760,2020,161,19.3,32.9,108,86.2,91.8,78.8,419,183,394,46,10.6,28.6,8,5,3.4
Gregorius, Didi,544369,2020,190,17.8,35.3,104.7,83.8,90.2,79,417,173,385,53,11.1,27.9,8,4.2,3.4
Plawecki, Kevin,608700,2020,68,12.7,33.8,106.6,88.9,90.5,90.5,409,162,409,21,13.9,30.9,3,4.4,3.4
Altuve, Jose,514888,2020,153,9.3,24.8,106.9,86.7,93.6,83.6,437,148,396,51,13.5,33.3,7,4.6,3.3
Reddick, Josh,502210,2020,147,18.9,34.7,106.7,85.9,88.6,85.1,413,173,408,43,11.1,29.3,7,4.8,3.3
Peraza, José,606299,2020,94,20,37.2,107.4,85.4,89.2,83.7,367,192,367,26,11.5,27.7,4,4.3,3.3
Arraez, Luis,650333,2020,102,12.1,43.1,103.7,87.5,90.6,83.1,392,180,,31,13.7,30.4,4,3.9,3.3
Harrison, Josh,543281,2020,69,15.4,33.3,103.2,83.8,87.2,83.2,429,171,411,16,8.8,23.2,3,4.3,3.3
Peterson, Jace,607054,2020,26,7.4,30.8,106.9,89.2,97.8,83.9,429,156,424,11,10.3,42.3,2,7.7,3.3
Casali, Curt,592200,2020,47,22.1,40.4,104.7,88.6,91.5,81.7,403,228,388,20,12.3,42.6,3,6.4,3.2
Vázquez, Christian,543877,2020,130,14.4,33.1,108.8,88.4,91.2,86.6,424,166,395,52,14,40,6,4.6,3.2
Castro, Starlin,516770,2020,47,16.8,27.7,109.6,87.1,89,87.2,424,177,401,14,11.4,29.8,2,4.3,3.2
Gardner, Brett,458731,2020,96,15,35.4,107.9,89.2,93.6,84.4,412,185,384,35,14.5,36.5,5,5.2,3.2
Camargo, Johan,622666,2020,85,9.8,23.5,106.3,87.3,93.3,83.6,442,152,398,28,10.9,32.9,4,4.7,3.1
Margot, Manuel,622534,2020,121,7.5,32.2,108.2,89.4,91.3,88.7,417,150,417,41,15.2,33.9,5,4.1,3.1
Galvis, Freddy,520471,2020,111,13.6,27,107.7,87,92.5,82.9,400,162,375,31,11.2,27.9,5,4.5,3.1
Kelly, Carson,608348,2020,93,16.7,32.3,105.4,86.3,89.4,84.6,425,174,395,32,13.9,34.4,4,4.3,3.1
Andújar, Miguel,609280,2020,53,13.9,28.3,106.7,85.9,89.6,86.9,422,144,422,20,16.4,37.7,2,3.8,3.1
Marte, Ketel,606466,2020,163,10,28.8,115.9,89.2,92,90.5,390,154,387,66,21.1,40.5,6,3.7,3.1
Martínez, José,500874,2020,61,6.2,31.1,107,87.9,89.2,86.8,428,142,408,20,11.5,32.8,3,4.9,3.1
Gurriel, Yuli,493329,2020,189,13.9,34.4,107.1,89.3,91.4,88.4,420,183,394,69,17.9,36.5,7,3.7,3
Frazier, Adam,624428,2020,175,12.3,34.9,107.5,85.5,89.5,83,415,160,401,44,10.9,25.1,7,4,3
Biggio, Cavan,624415,2020,159,16.7,31.4,103.6,87.4,91.6,83.2,401,178,379,49,12.2,30.8,8,5,3
Hays, Austin,669720,2020,99,11,27.3,106.9,87,88.8,86.5,407,149,375,31,12.3,31.3,4,4,3
Fowler, Dexter,451594,2020,62,11.2,33.9,106.9,84.5,88.6,80,386,177,383,17,8.3,27.4,3,4.8,3
Romine, Austin,519222,2020,84,7.7,33.3,111.6,87.9,91.7,87.9,397,143,389,40,14.2,47.6,4,4.8,3
Ward, Taylor,621493,2020,66,10.4,31.8,108.6,91.1,94.2,87.5,394,169,,31,17.8,47,3,4.5,2.9
Riddle, JT,595375,2020,54,6.8,16.7,106.5,88.8,94.4,86.8,417,134,417,15,11,27.8,2,3.7,2.9
Naylor, Josh,647304,2020,85,7.8,28.2,108.8,86.8,91.6,85.6,444,141,444,29,15.7,34.1,3,3.5,2.9
Dubón, Mauricio,643289,2020,124,16.7,40.3,106.3,86.2,89.7,82.8,414,194,380,38,10.4,30.6,5,4,2.8
Reyes, Victor,622682,2020,157,10.7,39.5,108.6,90,92.1,88.7,416,168,394,65,14.8,41.4,6,3.8,2.8
Stallings, Jacob,607732,2020,88,12.4,33,105,88.6,91,86,419,184,401,33,13.9,37.5,4,4.5,2.8
Mathias, Mark,664029,2020,29,19.5,44.8,107.7,84.6,89,79.2,359,162,,7,11.5,24.1,1,3.4,2.8
Hamilton, Billy,571740,2020,27,24.6,48.1,100.3,82.2,88.2,72.2,405,203,405,2,2.8,7.4,1,3.7,2.8
Bregman, Alex,608324,2020,128,17.3,35.9,105.6,88.9,90.3,88.8,412,185,395,43,16.2,33.6,5,3.9,2.8
Heyward, Jason,518792,2020,112,11.3,42,108.1,87.6,90.9,85.1,416,163,383,45,15.2,40.2,5,4.5,2.8
Rosario, Amed,642708,2020,109,4.2,30.3,107.8,86.5,89.1,85.4,434,132,398,36,13.3,33,4,3.7,2.7
Wendle, Joey,621563,2020,134,5.1,32.8,104.9,86.7,90.7,83.7,399,153,386,43,12.9,32.1,5,3.7,2.7
Bart, Joey,663698,2020,62,12.6,29,109.5,89,95.6,85,402,143,,30,13.5,48.4,3,4.8,2.7
Hernández, César,514917,2020,177,5.6,37.3,108.2,89.1,92.5,86.6,420,153,402,66,14.4,37.3,7,4,2.7
Iglesias, José,578428,2020,126,7.6,43.7,110.2,86.2,91.5,82.5,396,155,386,46,16.7,36.5,4,3.2,2.7
Edman, Tommy,669242,2020,158,8.2,31,109,86.5,92,84.3,412,142,395,53,14.2,33.5,6,3.8,2.6
Varsho, Daulton,662139,2020,68,18.4,27.9,109.5,86.2,90.6,84.2,426,168,387,26,12.6,38.2,3,4.4,2.6
Velazquez, Andrew,623205,2020,44,6.7,11.4,108.4,82.4,86.6,81.5,396,125,,7,4.8,15.9,2,4.5,2.6
Senzel, Nick,669222,2020,56,16.3,33.9,106.7,88.3,92.2,84.5,373,181,373,19,15.2,33.9,2,3.6,2.6
Torres, Gleyber,650402,2020,108,14.9,33.3,110.2,88.6,91.1,85.9,438,180,423,41,14.5,38,4,3.7,2.5
Profar, Jurickson,595777,2020,155,11,35.5,107.7,87.2,89.8,86.3,421,158,392,43,11,27.7,5,3.2,2.5
Vogt, Stephen,519390,2020,55,21.2,23.6,105.3,87.3,90.6,82.1,363,199,363,17,12.3,30.9,2,3.6,2.5
León, Sandy,506702,2020,45,17.9,37.8,108.1,84.9,92.4,77.5,439,172,408,13,8.8,28.9,2,4.4,2.5
Cave, Jake,595909,2020,69,8.5,27.5,106.3,87.4,92.9,81.9,417,157,385,27,11.3,39.1,3,4.3,2.4
Walker, Neil,435522,2020,27,22,51.9,103.1,86.9,86.8,88.4,378,177,,3,3.8,11.1,1,3.7,2.4
García, Avisaíl,541645,2020,132,8.7,37.1,113.3,87.4,92.1,84.7,427,149,412,49,12.4,37.1,5,3.8,2.4
Suzuki, Kurt,435559,2020,95,18,31.6,104,83.9,88.2,80.8,390,184,384,23,9.7,24.2,3,3.2,2.3
LeMahieu, DJ,518934,2020,175,2.3,29.7,109.5,91.3,94.4,89.5,397,135,361,80,21.9,45.7,5,2.9,2.3
Adell, Jo,666176,2020,69,11.4,30.4,115.5,90.6,93.2,90.9,437,158,407,25,9,36.2,3,4.3,2.3
Smoak, Justin,475253,2020,78,15.3,33.3,107,89.6,95.2,85.6,416,172,379,31,13,39.7,3,3.8,2.3
Caratini, Victor,605170,2020,85,6.2,25.9,111,87.9,93.4,85,371,142,371,31,14.4,36.5,3,3.5,2.3
Owings, Chris,572008,2020,30,18,23.3,103.3,86.9,91.1,82.3,418,196,400,9,10.7,30,1,3.3,2.3
Giménez, Andrés,665926,2020,91,13.5,30.8,109.5,86.8,89.9,86.8,388,146,383,24,9.6,26.4,3,3.3,2.3
Muñoz, Yairo,622168,2020,34,13,35.3,104.4,89.2,94.6,86.6,395,152,395,13,12.4,38.2,1,2.9,2.2
Evans, Phillip,595943,2020,32,7.6,31.3,109.8,85.5,91.4,81.8,411,148,411,11,14.9,34.4,1,3.1,2.2
McGuire, Reese,624512,2020,34,1.5,8.8,103,82.1,88.7,83,379,82,379,5,6,14.7,1,2.9,2.2
Polanco, Jorge,593871,2020,177,16.1,39,109.2,86.6,89.2,84.9,391,179,378,59,15.1,33.3,5,2.8,2.2
Garneau, Dustin,572863,2020,25,24.3,32,103.1,88.2,95.7,73.3,379,201,379,7,9.2,28,1,4,2.2
Gordon, Alex,460086,2020,126,11.6,34.1,112.3,82.8,90.3,76.8,437,154,396,32,9.6,25.4,4,3.2,2.2
Sandoval, Pablo,467055,2020,66,8,28.8,112.1,91.9,94.5,89.9,379,148,379,34,17.9,51.5,2,3,2.1
Bonifacio, Jorge,593528,2020,61,18.3,32.8,106.9,82.9,90.4,78.5,402,168,400,17,8.5,27.9,2,3.3,2.1
Choi, Ji-Man,596847,2020,89,15.7,30.3,109.9,89,94.5,85.1,429,169,400,35,13.3,39.3,3,3.4,2.1
Toro, Abraham,647351,2020,64,7.6,26.6,107.9,86.1,90.6,85.2,438,140,402,18,9.3,28.1,2,3.1,2.1
Joyce, Matt,459964,2020,87,12.5,36.8,106.2,86.7,91,81.7,404,182,395,28,10.7,32.2,3,3.4,2
Dahl, David,621311,2020,66,17,30.3,103.6,85.9,88.9,82.2,416,179,,15,7,22.7,2,3,2
Berti, Jon,542932,2020,86,7.2,32.6,109.9,86.6,87.1,86.9,417,136,409,29,14.2,33.7,3,3.5,2
Heineman, Tyler,623168,2020,38,34.3,21.1,100.3,82.4,86.3,82.3,400,177,,4,5,10.5,1,2.6,2
Lopes, Tim,621005,2020,109,6.5,29.4,109.1,87.2,92.3,85.3,376,139,374,43,14,39.4,3,2.8,2
Adrianza, Ehire,501303,2020,66,16,33.3,103.1,85.9,89.7,81.6,401,185,,16,8.5,24.2,2,3,2
Mullins, Cedric,656775,2020,107,15.6,23.4,110.2,88.6,92.5,87.4,427,146,402,34,11.8,31.8,3,2.8,2
White, Eli,642201,2020,33,15.4,33.3,103.5,88.1,90.6,88.7,372,168,,11,10.7,33.3,1,3,1.9
Estrada, Thairo,642731,2020,29,2.9,24.1,104.7,83.5,88.4,83.3,411,125,411,8,6.7,27.6,1,3.4,1.9
Molina, Yadier,425877,2020,126,12.3,38.9,104.2,84.7,90.2,81.8,413,165,385,32,10.5,25.4,3,2.4,1.9
McNeil, Jeff,643446,2020,162,11.5,37,106.2,86.6,90.3,84.1,401,166,392,43,9.4,26.5,4,2.5,1.9
Haggerty, Sam,664059,2020,34,13,44.1,106.1,90.6,93.4,86.8,365,170,365,14,13.3,41.2,1,2.9,1.9
Beaty, Matt,607461,2020,36,7.9,38.9,104.8,90,92.2,88.6,430,162,392,15,16.1,41.7,1,2.8,1.9
Castro, Harold,605612,2020,38,11.6,44.7,102.7,89,94.8,83.1,374,159,,14,12.2,36.8,1,2.6,1.9
Vargas, Ildemaro,545121,2020,42,2.1,23.8,103.4,85.3,89.5,85.4,401,116,401,12,12,28.6,1,2.4,1.9
Pérez, Roberto,547379,2020,59,-2.5,23.7,109,86,93.4,84,381,109,381,19,11,32.2,2,3.4,1.8
Davis, Chris,448801,2020,35,6.2,25.7,105.3,85.8,90.9,81.5,377,136,,8,6.8,22.9,1,2.9,1.8
Kiner-Falefa, Isiah,643396,2020,180,0.8,22.2,106.2,87.2,90.5,85.8,396,119,370,56,14.8,31.1,4,2.2,1.8
Mendick, Danny,664901,2020,83,7.4,30.1,107.7,86.2,89.8,84.4,382,142,364,26,13.2,31.3,2,2.4,1.8
Lin, Tzu-Wei,624407,2020,38,13.7,31.6,102.2,85.5,86.2,84.8,396,165,,5,4.6,13.2,1,2.6,1.8
Quinn, Roman,596451,2020,70,9.7,22.9,108.3,85.8,91.2,82.3,429,132,396,18,8,25.7,2,2.9,1.7
Tucker, Cole,657061,2020,80,13.3,25,104.9,83.1,87.3,83.5,402,132,402,20,10.2,25,2,2.5,1.7
Díaz, Aledmys,649557,2020,46,10.2,37,104.7,87.3,93.7,84.1,416,172,384,12,10.3,26.1,1,2.2,1.7
Cameron, Daz,663662,2020,38,9.3,34.2,108.7,87.1,93.5,82.8,406,166,,10,8.5,26.3,1,2.6,1.7
Bemboom, Anthony,621532,2020,38,11.8,36.8,104.5,86.7,91.8,82.3,417,165,388,11,12,28.9,1,2.6,1.7
Avila, Alex,488671,2020,27,12.6,51.9,106.2,85.3,95.5,66.5,405,187,405,11,11.7,40.7,1,3.7,1.6
Starling, Bubba,605490,2020,33,8.1,36.4,109.4,84.2,88.1,81,365,139,365,10,7.9,30.3,1,3,1.6
Espinal, Santiago,669289,2020,46,14.5,45.7,104.4,87.3,91.1,81.4,372,178,,13,10,28.3,1,2.2,1.5
Guillorme, Luis,641645,2020,41,10.7,46.3,103.6,89.8,92.1,87.8,387,161,,13,10.7,31.7,1,2.4,1.5
Barrero, Jose,676480,2020,41,7.7,31.7,107.8,86.6,87,88.7,407,149,,15,10.4,36.6,1,2.4,1.5
Tapia, Raimel,606132,2020,150,1.8,28.7,107.2,85.3,88.4,84.3,410,126,410,45,11.1,30,3,2,1.5
Díaz, Yandy,650490,2020,97,-7.9,24.7,113,88.3,92.9,86.1,426,103,385,30,14.7,30.9,2,2.1,1.4
Markakis, Nick,455976,2020,107,9.5,35.5,106.1,89,90.6,89.5,392,157,392,45,19.1,42.1,2,1.9,1.4
Crawford, J.P.,641487,2020,167,11.5,34.1,110.1,85.8,89.3,85.1,420,156,393,52,13.6,31.1,3,1.8,1.3
Torrens, Luis,620443,2020,56,13.9,32.1,107.1,93,96.4,92.5,336,163,336,32,26.9,57.1,1,1.8,1.3
Locastro, Tim,641796,2020,56,17.3,39.3,108.1,85.6,88.7,81.5,427,171,400,12,8.9,21.4,1,1.8,1.2
Chirinos, Robinson,455139,2020,54,13.8,25.9,105.4,84.5,91.4,78.6,395,148,395,13,8.7,24.1,1,1.9,1.2
Straw, Myles,664702,2020,60,15.9,36.7,102.6,87.4,89,85.4,405,191,,13,8.6,21.7,1,1.7,1.2
Haseley, Adam,656514,2020,66,0.3,34.8,105.7,86.6,90.8,83.4,375,137,,21,13.3,31.8,1,1.5,1.1
Mercado, Oscar,640458,2020,61,14.4,18,110.8,88.2,89.9,91.1,371,151,371,20,11.2,32.8,1,1.6,1.1
Robles, Victor,645302,2020,118,19,37.3,109.2,82.2,86.3,78.2,385,167,376,27,7.3,22.9,2,1.7,1.1
Lopez, Nicky,670032,2020,131,1.4,30.5,104.6,84.9,91.2,81,396,133,396,35,10.6,26.7,2,1.5,1
Fuentes, Joshua,658069,2020,71,10.6,39.4,103.9,84,86.2,82.2,410,156,399,17,8.1,23.9,1,1.4,1
Villar, Jonathan,542340,2020,134,1.6,18.7,111.1,86.7,91,86.3,429,114,419,48,11.6,35.8,2,1.5,1
Barnes, Austin,605131,2020,65,16.2,21.5,105.4,86.9,91.8,84.2,419,152,419,23,13.1,35.4,1,1.5,1
Wade, Tyler,642180,2020,68,13.4,30.9,105.5,86.6,91.3,84.7,383,163,369,19,11.4,27.9,1,1.5,1
Rengifo, Luis,650859,2020,66,3.8,21.2,108,87.6,91,87.5,422,112,422,22,12,33.3,1,1.5,0.9
Holt, Brock,571788,2020,72,10.5,27.8,101.5,84,87.7,80.2,380,154,,13,6.7,18.1,1,1.4,0.9
Calhoun, Willie,641432,2020,85,14.4,25.9,106.6,89.3,90.5,92.4,371,154,371,33,17.9,38.8,1,1.2,0.9
Tauchman, Mike,643565,2020,70,10.6,34.3,111.8,84.9,86.2,84.1,373,157,,17,8.1,24.3,1,1.4,0.9
Kemp, Tony,643393,2020,82,18.8,42.7,99.8,85.8,88.3,82.9,388,190,,13,7.4,15.9,1,1.2,0.9
Alberto, Hanser,593643,2020,193,13.2,32.6,103.8,82.3,88.4,79.5,391,148,381,40,8.5,20.7,2,1,0.9
Urías, Luis,649966,2020,77,2.3,22.1,107.4,87.7,91,87.4,403,107,,21,10.7,27.3,1,1.3,0.8
DeShields, Delino,592261,2020,82,5.8,30.5,102.8,84,89.2,80.8,378,136,,16,8,19.5,1,1.2,0.8
Hoerner, Nico,663538,2020,86,0.8,27.9,106.7,87.5,93.5,84,393,132,,32,14,37.2,1,1.2,0.8
Inciarte, Ender,542255,2020,94,8.4,29.8,98.5,78.2,85.3,71.2,384,150,384,6,2.4,6.4,1,1.1,0.8
Panik, Joe,605412,2020,93,9.3,34.4,105.8,87.5,91.9,84.7,412,152,412,31,14.9,33.3,1,1.1,0.7
Rojas, Miguel,500743,2020,107,11.9,38.3,107,87.3,88.6,86.6,416,169,389,34,16.3,31.8,1,0.9,0.7
Newman, Kevin,621028,2020,138,8.7,32.6,104.7,85.5,87.7,84.5,381,152,381,39,13.6,28.3,1,0.7,0.6
Akiyama, Shogo,673451,2020,121,2.9,34.7,104,85.1,90.8,80.8,386,134,,32,9.1,26.4,1,0.8,0.5
Wong, Kolten,543939,2020,154,10.8,31.2,103.7,86.5,89.4,85.8,353,145,353,41,11.3,26.6,1,0.6,0.5
Fletcher, David,664058,2020,185,4.1,30.8,107,84.7,86.7,85.2,365,128,359,33,9.8,17.8,1,0.5,0.4
Machín, Vimael,605353,2020,53,6.4,35.8,108,89.9,90.2,89.7,382,157,,23,18.4,43.4,,0,0
Mayfield, Jack,608686,2020,30,24.4,23.3,106.5,87.4,87.6,89.3,364,166,,8,8.1,26.7,,0,0
Paredes, Isaac,670623,2020,76,7.5,35.5,107.3,86.5,89.5,85,386,152,386,20,10.6,26.3,,0,0
Simmons, Andrelton,592743,2020,102,6,27.5,105.8,86.5,87.8,89,361,114,,32,15.4,31.4,,0,0
Rojas, Josh,668942,2020,47,5.4,38.3,104.2,86,91,82.7,385,158,,13,9.8,27.7,,0,0
