,index,Avail,Player,AB,R,H,HR,RBI,BB,K,SB,CS,BA,OBP,SLG,Rank,Team,Pos,Owner,top_50,top_100,top_276,above_276,Start,IP,APP,GS,QS,CG,W,L,S,BS,HD,SO,BBa,Ha,ERA,WHIP,Sv+Hld,ER,C,1B,2B,3B,SS,MI,CI,OF,DH,SP,RP,P,type,zlgBA,zlgERA,zlgWHIP,zR,zHR,zRBI,zSB,zzlgBA,BIGAAh,zW,zSO,zSv+Hld,zzlgERA,zzlgWHIP,BIGAAp,z,all_pos
10,10,9 Gran...,Kris Bryant,10.0,1.5,2.9,0.3,1.1,1.1,2.3,0.1,0.0,0.285,0.36,0.434,508.0,COL,LF,9 Gran...,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,5,0,0,0.0,h,0.1449638429752067,,,0.15511755704725558,-0.5043633871746414,-0.9146490694875714,-0.5487742994892206,0.5903950619467918,-1.222274137157386,,,,,,0.0,-1.222274137157386,"['OF', 'DH']"
11,11,9 Gran...,Brandon Nimmo,10.0,1.5,2.6,0.3,1.2,1.2,2.6,0.1,0.0,0.258,0.352,0.424,531.0,NYM,CF,9 Gran...,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,79,5,0,0,0.0,h,-0.15503615702479312,,,0.15511755704725558,-0.5043633871746414,-0.6262615830260052,-0.5487742994892206,-0.6314166322584333,-2.1556983449010447,,,,,,0.0,-2.1556983449010447,"['OF', 'DH']"
12,12,9 Gran...,Ian Happ,8.0,1.1,2.3,0.2,1.2,1.2,2.3,0.2,0.1,0.284,0.379,0.466,544.0,CHC,LF,9 Gran...,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,78,5,0,0,0.0,h,0.09597107438016517,,,-1.0785232495873849,-1.1501013601482382,-0.6262615830260052,-0.04746156103690645,0.3908619366104176,-2.511485817188117,,,,,,0.0,-2.511485817188117,"['OF', 'DH']"
13,13,9 Gran...,Ke'Bryan Hayes,9.3,1.1,2.5,0.1,1.0,0.5,2.1,0.3,0.1,0.271,0.313,0.4,576.0,PIT,3B,9 Gran...,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,0,0,74,0,5,0,0,0.0,h,-0.06218362603305794,,,-1.0785232495873849,-1.7958393331218354,-1.2030365559491383,0.4538511774154076,-0.2532556049175825,-3.8768035661605342,,,,,,0.0,-3.8768035661605342,"['3B', 'CI', 'DH']"
14,14,9 Gran...,Willi Castro,6.3,1.0,1.7,0.2,0.7,0.5,1.5,0.4,0.1,0.272,0.343,0.444,582.0,MIN,RF,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,20,7,15,20,52,5,0,0,0.0,h,-0.03567277892561971,,,-1.3869334512460454,-1.1501013601482382,-2.0681990153338385,0.9551639158677219,-0.14528472818706648,-3.795354639047467,,,,,,0.0,-3.795354639047467,"['2B', '3B', 'SS', 'OF', 'MI', 'CI', 'DH']"
15,15,9 Gran...,Kevin Kiermaier,6.9,1.1,2.0,0.2,0.8,0.5,1.5,0.2,0.0,0.285,0.339,0.471,597.0,TOR,CF,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,67,5,0,0,0.0,h,0.09902505165289255,,,-1.0785232495873849,-1.1501013601482382,-1.7798115288722713,-0.04746156103690645,0.4032998870959353,-3.652597812548865,,,,,,0.0,-3.652597812548865,"['OF', 'DH']"
16,16,9 Gran...,Luis Garcia,8.0,1.0,2.3,0.1,1.0,0.4,1.3,0.1,0.1,0.281,0.316,0.4,619.0,WAS,SS,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,76,0,0,76,0,0,5,0,0,0.0,h,0.09597107438016517,,,-1.3869334512460454,-1.7958393331218354,-1.2030365559491383,-0.5487742994892206,0.3908619366104176,-4.543721703195822,,,,,,0.0,-4.543721703195822,"['2B', 'MI', 'DH']"
17,17,9 Gran...,Tyler Stephenson,7.7,1.0,2.1,0.2,1.0,0.8,2.3,0.0,0.0,0.267,0.339,0.391,656.0,CIN,C,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0,0,0,0,6,0,5,0,0,0.0,h,-0.021377840909091006,,,-1.3869334512460454,-1.1501013601482382,-1.2030365559491383,-1.0500870379415348,-0.08706565339862106,-4.877224058683578,,,,,,0.0,-4.877224058683578,"['C', '1B', 'CI', 'DH']"
18,18,9 Gran...,Mauricio Dubon,6.3,1.1,1.7,0.2,0.7,0.4,1.1,0.1,0.0,0.275,0.326,0.427,661.0,HOU,CF,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,49,0,9,58,2,5,5,0,0,0.0,h,-0.03567277892561971,,,-1.0785232495873849,-1.1501013601482382,-2.0681990153338385,-0.5487742994892206,-0.14528472818706648,-4.990882652745748,,,,,,0.0,-4.990882652745748,"['2B', 'SS', 'OF', 'MI', 'DH']"
19,19,9 Gran...,Jorge Polanco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,MIN,2B,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29,0,0,29,0,0,1,0,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-1.3084799135195118,-1.8579475792161677,-0.6181923177464014,5.266624217033031e-16,2.2796478727767615e-15,-3.784619810482078,-3.784619810482078,"['2B', 'MI', 'P']"
20,0,9 Gran...,Zac Gallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,ARI,SP,9 Gran...,1.0,1.0,1.0,0.0,1.0,6.1,1.0,1.0,0.6,0.0,0.4,0.2,0.0,0.0,0.0,6.5,1.7,5.4,3.25,1.12,0.0,2.2027777777777775,0,0,0,0,0,0,0,0,0,18,0,5.0,p,,2.0960589881091174,0.5360223828398194,,,,,,0.0,0.6793153557993286,1.0149373179349765,-0.6181923177464014,0.857442540641556,0.742378875268002,2.6758817718974615,2.6758817718974615,"['SP', 'P']"
21,1,9 Gran...,Alex Cobb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,SF,SP,9 Gran...,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.4,0.0,0.4,0.2,0.0,0.0,0.0,5.6,1.3,5.6,2.99,1.16,0.0,1.9933333333333334,0,0,0,0,0,0,0,0,0,15,0,5.0,p,,3.6216973653532243,0.6108416880391685,,,,,,0.0,0.6793153557993286,0.6171532552525102,-0.6181923177464014,1.4815410291409392,0.8460019205370357,3.0058192429834123,3.0058192429834123,"['SP', 'P']"
22,2,9 Gran...,Kyle Gibson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,BAL,SP,9 Gran...,0.0,1.0,1.0,0.0,1.0,5.1,1.0,1.0,0.5,0.0,0.5,0.2,0.0,0.0,0.0,4.4,1.4,6.2,3.91,1.42,0.0,2.2156666666666665,0,0,0,0,0,0,0,0,0,17,0,5.0,p,,-1.613557239449758,-1.2157845651667074,,,,,,0.0,1.1762641731290386,0.08677450500922233,-0.6181923177464014,-0.6600637800334412,-1.6838341213940886,-1.6990515410356704,-1.6990515410356704,"['SP', 'P']"
23,3,9 Gran...,Dean Kremer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,BAL,SP,9 Gran...,0.0,1.0,1.0,0.0,1.0,5.1,1.0,1.0,0.4,0.0,0.4,0.3,0.0,0.0,0.0,4.4,1.5,5.7,3.93,1.34,0.0,2.227,0,0,0,0,0,0,0,0,0,17,0,5.0,p,,-1.7155572394497582,-0.8157845651667079,,,,,,0.0,0.6793153557993286,0.08677450500922233,-0.6181923177464014,-0.7017892942682944,-1.1298431694977045,-1.6837349207038494,-1.6837349207038494,"['SP', 'P']"
24,4,9 Gran...,Devin Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,MIL,RP,9 Gran...,0.0,1.0,1.0,0.0,1.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,1.7,0.6,0.6,2.1,1.22,0.7999999999999999,0.23333333333333334,0,0,0,0,0,0,0,0,0,0,31,5.0,p,,1.4936162275588711,0.051806948006527964,,,,,,0.0,-1.3084799135195118,-1.1065776830381762,1.9734600912673579,0.6109990702393651,0.0717514511024596,0.24115301605149486,0.24115301605149486,"['RP', 'P']"
25,5,9 Gran...,Aaron Civale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,CLE,SP,9 Gran...,0.0,1.0,1.0,0.0,1.0,5.1,1.0,1.0,0.4,0.0,0.2,0.3,0.0,0.0,0.0,4.7,1.5,5.2,4.46,1.25,0.0,2.527333333333333,0,0,0,0,0,0,0,0,0,8,0,5.0,p,,-4.418557239449754,-0.31578456516670794,,,,,,0.0,-0.31458227886009155,0.21936919257004428,-0.6181923177464014,-1.8075154214918987,-0.4373544796272238,-2.958275305155571,-2.958275305155571,"['SP', 'P']"
26,6,9 Gran...,Josh Hader,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,SD,RP,9 Gran...,0.0,1.0,1.0,0.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.1,2.0,0.6,0.7,2.91,1.29,0.6,0.32333333333333336,0,0,0,0,0,0,0,0,0,0,32,5.0,p,,0.6836162275588711,-0.0481930519934719,,,,,,0.0,-1.3084799135195118,-0.9739829954773541,1.3255469890139182,0.2796493983743556,-0.06674628687163636,-0.7440128084802287,-0.7440128084802287,"['RP', 'P']"
27,7,9 Gran...,Kenley Jansen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,BOS,RP,9 Gran...,0.0,0.0,1.0,0.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,1.7,0.5,1.0,4.02,1.56,0.7,0.4466666666666666,0,0,0,0,0,0,0,0,0,0,30,5.0,p,,-0.42638377244112835,-0.24819305199347208,,,,,,0.0,-1.3084799135195118,-1.1065776830381762,1.6495035401406382,-0.17442237418139794,-0.34374176281982893,-1.2837181934182764,-1.2837181934182764,"['RP', 'P']"
28,8,9 Gran...,Roansy Contreras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,PIT,SP,9 Gran...,0.0,0.0,0.0,1.0,1.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,4.7,1.27,0.0,0.052222222222222225,0,0,0,0,0,0,0,0,0,11,7,5.0,p,,-0.1106383772441129,-0.2748193051993472,,,,,,0.0,-1.3084799135195118,-1.7253528916553458,-0.6181923177464014,-0.04525924690804138,-0.38061852121722123,-4.077902891046522,-4.077902891046522,"['SP', 'RP', 'P']"
29,9,9 Gran...,Cole Hamels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,SD,SP,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-1.3084799135195118,-1.8579475792161677,-0.6181923177464014,5.266624217033031e-16,2.2796478727767615e-15,-3.784619810482078,-3.784619810482078,['P']
30,10,9 Gran...,Clayton Kershaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,LAD,SP,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,16,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-1.3084799135195118,-1.8579475792161677,-0.6181923177464014,5.266624217033031e-16,2.2796478727767615e-15,-3.784619810482078,-3.784619810482078,"['SP', 'P']"
31,11,9 Gran...,Domingo German,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,NYY,SP,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,16,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-1.3084799135195118,-1.8579475792161677,-0.6181923177464014,5.266624217033031e-16,2.2796478727767615e-15,-3.784619810482078,-3.784619810482078,"['SP', 'P']"
32,12,9 Gran...,Bryce Elder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,ATL,SP,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,17,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-1.3084799135195118,-1.8579475792161677,-0.6181923177464014,5.266624217033031e-16,2.2796478727767615e-15,-3.784619810482078,-3.784619810482078,"['SP', 'P']"
33,0,Brewbi...,Freddie Freeman,11.1,2.0,3.4,0.4,1.7,1.4,2.1,0.2,0.0,0.308,0.393,0.493,417.0,LAD,1B,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84,0,0,0,0,84,0,5,0,0,0.0,h,0.3419098657024793,,,1.6971685653405566,0.14137458579895576,0.8156758492818279,-0.04746156103690645,1.3924982409314244,3.9992556803158585,,,,,,0.0,3.9992556803158585,"['1B', 'CI', 'DH']"
34,1,Brewbi...,Juan Soto,9.8,2.0,2.9,0.5,1.7,2.9,2.3,0.2,0.1,0.292,0.453,0.531,418.0,SD,RF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,84,5,0,0,0.0,h,0.2000645661157021,,,1.6971685653405566,0.7871125587725526,0.8156758492818279,-0.04746156103690645,0.8148040882541978,4.067299500612229,,,,,,0.0,4.067299500612229,"['OF', 'DH']"
35,2,Brewbi...,Gleyber Torres,11.0,1.9,3.2,0.4,1.7,1.1,1.9,0.3,0.2,0.289,0.352,0.477,425.0,NYY,2B,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,74,0,0,74,0,0,5,0,0,0.0,h,0.1694602272727277,,,1.388758363681896,0.14137458579895576,0.8156758492818279,0.4538511774154076,0.6901616246149799,3.4898216007930674,,,,,,0.0,3.4898216007930674,"['2B', 'MI', 'DH']"
36,3,Brewbi...,Christopher Morel,8.8,1.8,2.5,0.5,1.7,0.7,2.8,0.2,0.1,0.283,0.341,0.532,431.0,CHC,CF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,2,0,5,2,24,5,0,0,0.0,h,0.07556818181818148,,,1.0803481620232362,0.7871125587725526,0.8156758492818279,-0.04746156103690645,0.307766960850936,2.9434419698916465,,,,,,0.0,2.9434419698916465,"['2B', 'OF', 'MI', 'DH']"
37,4,Brewbi...,Michael Harris,9.4,1.6,2.6,0.4,1.2,0.6,2.4,0.5,0.1,0.282,0.33,0.482,440.0,ATL,CF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,62,5,0,0,0.0,h,0.010266012396694446,,,0.46352775870591606,0.14137458579895576,-0.6262615830260052,1.456476654320036,0.04181044666379013,1.4769278624626927,,,,,,0.0,1.4769278624626927,"['OF', 'DH']"
38,5,Brewbi...,Austin Riley,9.9,1.8,2.9,0.5,1.6,0.9,2.7,0.0,0.0,0.292,0.359,0.503,443.0,ATL,3B,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,84,0,0,84,0,5,0,0,0.0,h,0.1725142045454544,,,1.0803481620232362,0.7871125587725526,0.5272883628202617,-1.0500870379415348,0.7025995751004948,2.0472616207750107,,,,,,0.0,2.0472616207750107,"['3B', 'CI', 'DH']"
39,6,Brewbi...,Tyler O'Neill,8.4,1.8,2.3,0.4,1.5,0.9,2.5,0.3,0.1,0.272,0.352,0.487,445.0,STL,LF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,5,0,0,0.0,h,-0.014230371900826544,,,1.0803481620232362,0.14137458579895576,0.23890087635869484,0.4538511774154076,-0.05795611600439791,1.8565186855918965,,,,,,0.0,1.8565186855918965,"['OF', 'DH']"
40,7,Brewbi...,Willy Adames,10.6,1.6,2.7,0.5,1.8,1.2,2.9,0.2,0.1,0.25,0.329,0.46,450.0,MIL,SS,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,73,73,0,0,5,0,0,0.0,h,-0.2203383264462806,,,0.46352775870591606,0.7871125587725526,1.1040633357433949,-0.04746156103690645,-0.8973731464455809,1.409868945739376,,,,,,0.0,1.409868945739376,"['SS', 'MI', 'DH']"
41,8,Brewbi...,Michael Conforto,10.2,1.8,2.6,0.4,1.8,1.6,2.7,0.1,0.0,0.254,0.359,0.426,455.0,SF,RF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,65,5,0,0,0.0,h,-0.21013688016528898,,,1.0803481620232362,0.14137458579895576,1.1040633357433949,-0.5487742994892206,-0.8558256585658409,0.9211861255105257,,,,,,0.0,0.9211861255105257,"['OF', 'DH']"
42,9,Brewbi...,Sean Murphy,7.5,1.3,2.3,0.4,1.7,0.8,2.1,0.0,0.0,0.301,0.38,0.553,466.0,ATL,C,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0,0,0,0,0,0,0,5,0,0,0.0,h,0.23372288223140503,,,-0.4617028462700647,0.14137458579895576,0.8156758492818279,-1.0500870379415348,0.9518845023789378,0.397145053248122,,,,,,0.0,0.397145053248122,"['C', 'DH']"
43,10,Brewbi...,Whit Merrifield,8.7,1.3,2.4,0.1,1.2,0.7,1.4,0.5,0.1,0.276,0.33,0.4,504.0,TOR,2B,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,44,0,0,44,0,39,5,0,0,0.0,h,0.003118543388429984,,,-0.4617028462700647,-1.7958393331218354,-0.6262615830260052,1.456476654320036,0.012700909269566971,-1.4146261988283022,,,,,,0.0,-1.4146261988283022,"['2B', 'OF', 'MI', 'DH']"
