,index,Avail,Player,AB,R,H,HR,RBI,BB,K,SB,CS,BA,OBP,SLG,Rank,Team,Pos,Owner,top_50,top_100,top_276,above_276,Start,IP,APP,GS,QS,CG,W,L,S,BS,HD,SO,BBa,Ha,ERA,WHIP,Sv+Hld,ER,C,1B,2B,3B,SS,MI,CI,OF,DH,SP,RP,P,type,zlgBA,zlgERA,zlgWHIP,zR,zHR,zRBI,zSB,zzlgBA,BIGAAh,zW,zSO,zSv+Hld,zzlgERA,zzlgWHIP,BIGAAp,z,all_pos
10,10,9 Gran...,Jose Siri,6.2,1.2,1.6,0.3,1.1,0.6,1.9,0.2,0.1,0.252,0.317,0.48,482.0,TB,CF,9 Gran...,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,56,5,0,0,0.0,h,-0.09270481144343279,,,-0.6942477590931516,-0.5423002787143388,-0.8442756660229307,-0.006304429034122087,-0.39234638892001356,-2.4794745217845566,,,,,,0.0,-2.4794745217845566,"['OF', 'DH']"
11,11,9 Gran...,Ian Happ,8.0,1.1,2.2,0.2,1.2,1.2,2.3,0.2,0.1,0.278,0.376,0.459,497.0,CHC,LF,9 Gran...,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,84,5,0,0,0.0,h,0.015864759427828723,,,-0.9982059748619143,-1.1969341865909366,-0.5639562405654157,-0.006304429034122087,0.06714302068767311,-2.6982578103647157,,,,,,0.0,-2.6982578103647157,"['OF', 'DH']"
12,12,9 Gran...,Brandon Nimmo,10.0,1.5,2.5,0.3,1.1,1.2,2.6,0.1,0.0,0.251,0.346,0.41,507.0,NYM,CF,9 Gran...,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,85,5,0,0,0.0,h,-0.23016905071521432,,,0.21762688821313775,-0.5423002787143388,-0.8442756660229307,-0.5390286824173683,-0.9741241525998375,-2.6821018915413375,,,,,,0.0,-2.6821018915413375,"['OF', 'DH']"
13,13,9 Gran...,Willi Castro,6.2,1.0,1.7,0.2,0.7,0.6,1.4,0.4,0.1,0.27,0.344,0.441,524.0,MIN,RF,9 Gran...,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,22,7,15,22,57,5,0,0,0.0,h,0.007295188556567078,,,-1.3021641906306776,-1.1969341865909366,-1.9655533678529922,1.0591440777323704,0.030874782463757126,-3.3746328848784786,,,,,,0.0,-3.3746328848784786,"['2B', '3B', 'SS', 'OF', 'MI', 'CI', 'DH']"
14,14,9 Gran...,Kevin Kiermaier,6.8,1.0,1.9,0.2,0.7,0.5,1.5,0.3,0.0,0.283,0.339,0.458,563.0,TOR,CF,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,73,5,0,0,0.0,h,0.043485045513654175,,,-1.3021641906306776,-1.1969341865909366,-1.9655533678529922,0.526419824349124,0.18403791899965238,-3.75419400172583,,,,,,0.0,-3.75419400172583,"['OF', 'DH']"
15,15,9 Gran...,Luis Garcia,7.9,1.0,2.2,0.1,1.0,0.5,1.2,0.1,0.1,0.28,0.316,0.395,580.0,WAS,SS,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,81,0,0,81,0,0,5,0,0,0.0,h,0.043166449934980644,,,-1.3021641906306776,-1.8515680944675348,-1.1245950914804461,-0.5390286824173683,0.18268955505961337,-4.634666503936413,,,,,,0.0,-4.634666503936413,"['2B', 'MI', 'DH']"
16,16,9 Gran...,Tyler Stephenson,7.8,1.1,2.0,0.2,1.0,0.8,2.4,0.0,0.0,0.26,0.338,0.387,596.0,CIN,C,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,6,0,0,0,0,6,0,5,0,0,0.0,h,-0.12953185955786717,,,-0.9982059748619143,-1.1969341865909366,-1.1245950914804461,-1.0717529358006146,-0.5482062533359878,-4.9396944420699,,,,,,0.0,-4.9396944420699,"['C', '1B', 'CI', 'DH']"
17,17,9 Gran...,Dansby Swanson,3.6,0.6,1.0,0.1,0.5,0.3,1.0,0.1,0.0,0.28,0.346,0.446,706.0,CHC,SS,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,83,83,0,0,5,0,0,0.0,h,0.017139141742522845,,,-2.51799705370573,-1.8515680944675348,-2.526192218768023,-0.5390286824173683,0.07253647644782919,-7.362249572910827,,,,,,0.0,-7.362249572910827,"['SS', 'MI', 'DH']"
18,18,9 Gran...,Jorge Polanco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,MIN,2B,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29,0,0,29,0,0,1,0,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-1.3785958882786586,-1.9454475062676075,-0.6228918966008542,1.5776349798746224e-15,6.930485693725147e-16,-3.946935291147118,-3.946935291147118,"['2B', 'MI', 'P']"
19,19,9 Gran...,Ke'Bryan Hayes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,PIT,3B,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,0,0,75,0,0,0,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-1.3785958882786586,-1.9454475062676075,-0.6228918966008542,1.5776349798746224e-15,6.930485693725147e-16,-3.946935291147118,-3.946935291147118,"['3B', 'CI', 'P']"
20,0,9 Gran...,Zac Gallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,ARI,SP,9 Gran...,1.0,1.0,1.0,0.0,1.0,6.1,1.0,1.0,0.6,0.0,0.3,0.2,0.0,0.0,0.0,6.4,1.6,5.4,3.17,1.11,0.0,2.1485555555555553,0,0,0,0,0,0,0,0,0,19,0,5.0,p,,2.24686822237474,0.6113932738503767,,,,,,0.0,0.3097968288266655,0.9750263055944169,-0.6228918966008542,0.9177662196702913,0.7878919686881017,2.3675894261786214,2.3675894261786214,"['SP', 'P']"
21,1,9 Gran...,Alex Cobb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,SF,SP,9 Gran...,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.4,0.0,0.3,0.2,0.0,0.0,0.0,5.6,1.3,5.5,3.02,1.13,0.0,2.0133333333333336,0,0,0,0,0,0,0,0,0,16,0,5.0,p,,3.110034317089898,0.6866163349347971,,,,,,0.0,0.3097968288266655,0.6099670791116636,-0.6228918966008542,1.2703390478431107,0.8848306303048693,2.452041689485455,2.452041689485455,"['SP', 'P']"
22,2,9 Gran...,JP Sears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,OAK,SP,9 Gran...,1.0,1.0,1.0,0.0,1.0,5.2,1.0,1.0,0.3,0.0,0.2,0.2,0.0,0.0,0.0,4.9,1.1,4.9,3.02,1.06,0.0,1.744888888888889,0,0,0,0,0,0,0,0,0,18,0,5.0,p,,2.695363074811251,0.48840082361015735,,,,,,0.0,-0.2530007435417758,0.29054025593925503,-0.6228918966008542,1.1009605081306986,0.62939371903733,1.1450018429646536,1.1450018429646536,"['SP', 'P']"
23,3,9 Gran...,Bryce Elder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,ATL,SP,9 Gran...,1.0,1.0,1.0,0.0,1.0,5.2,1.0,1.0,0.6,0.0,0.4,0.1,0.0,0.0,0.0,4.6,1.6,5.6,3.03,1.27,0.0,1.7506666666666666,0,0,0,0,0,0,0,0,0,18,0,5.0,p,,2.6433630748112513,-0.7115991763898419,,,,,,0.0,0.8725944011951071,0.15364304600822232,-0.6228918966008542,1.0797203468486032,-0.9170255872651812,0.5660403101858974,0.5660403101858974,"['SP', 'P']"
24,4,9 Gran...,Kyle Gibson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,BAL,SP,9 Gran...,1.0,1.0,1.0,0.0,1.0,5.2,1.0,1.0,0.5,0.0,0.4,0.2,0.0,0.0,0.0,4.6,1.4,5.9,3.6,1.29,0.0,2.08,0,0,0,0,0,0,0,0,0,19,0,5.0,p,,-0.3206369251887473,-0.8115991763898434,,,,,,0.0,0.8725944011951071,0.15364304600822232,-0.6228918966008542,-0.13096884623084906,-1.0458938627903924,-0.7735171584187661,-0.7735171584187661,"['SP', 'P']"
25,5,9 Gran...,Dean Kremer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,BAL,SP,9 Gran...,0.0,1.0,1.0,0.0,1.0,5.2,1.0,1.0,0.5,0.0,0.4,0.3,0.0,0.0,0.0,4.6,1.4,5.8,3.69,1.27,0.0,2.1319999999999997,0,0,0,0,0,0,0,0,0,18,0,5.0,p,,-0.7886369251887437,-0.7115991763898419,,,,,,0.0,0.8725944011951071,0.15364304600822232,-0.6228918966008542,-0.32213029776970853,-0.9170255872651812,-0.8358103344324144,-0.8358103344324144,"['SP', 'P']"
26,6,9 Gran...,Devin Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,MIL,RP,9 Gran...,0.0,1.0,1.0,0.0,1.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,1.8,0.6,0.7,2.45,1.3,0.7999999999999999,0.27222222222222225,0,0,0,0,0,0,0,0,0,0,34,5.0,p,,1.0883390528483172,-0.05223061084420033,,,,,,0.0,-1.3785958882786586,-1.1240642466814132,2.0010778320752083,0.44454801946349176,-0.06730868749120325,-0.12434297091257532,-0.12434297091257532,"['RP', 'P']"
27,7,9 Gran...,Aaron Civale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,CLE,SP,9 Gran...,0.0,1.0,1.0,0.0,1.0,5.1,1.0,1.0,0.4,0.0,0.2,0.4,0.0,0.0,0.0,4.9,1.4,5.3,4.43,1.27,0.0,2.510333333333333,0,0,0,0,0,0,0,0,0,9,0,5.0,p,,-4.5474708304735785,-0.33637611530542255,,,,,,0.0,-0.2530007435417758,0.29054025593925503,-0.6228918966008542,-1.8574810358631582,-0.43348209907278706,-2.87631551913932,-2.87631551913932,"['SP', 'P']"
28,8,9 Gran...,Josh Hader,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,SD,RP,9 Gran...,0.0,1.0,1.0,0.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,2.0,0.6,0.7,2.77,1.31,0.7,0.30777777777777776,0,0,0,0,0,0,0,0,0,0,35,5.0,p,,0.7683390528483174,-0.05223061084420033,,,,,,0.0,-1.3785958882786586,-1.032799440060725,1.6730816159907,0.3138393346505955,-0.06730868749120325,-0.4917830651892916,-0.4917830651892916,"['RP', 'P']"
29,9,9 Gran...,Kenley Jansen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,BOS,RP,9 Gran...,0.0,1.0,1.0,0.0,0.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,1.7,0.5,1.0,3.99,1.56,0.7,0.44333333333333336,0,0,0,0,0,0,0,0,0,0,32,5.0,p,,-0.4516609471516828,-0.2522306108442005,,,,,,0.0,-1.3785958882786586,-1.1696966499917572,1.6730816159907,-0.18448752619857203,-0.32504523854162215,-1.3847436870199101,-1.3847436870199101,"['RP', 'P']"
30,10,9 Gran...,Cole Hamels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,SD,SP,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-1.3785958882786586,-1.9454475062676075,-0.6228918966008542,1.5776349798746224e-15,6.930485693725147e-16,-3.946935291147118,-3.946935291147118,['P']
31,11,9 Gran...,Clayton Kershaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,LAD,SP,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,16,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-1.3785958882786586,-1.9454475062676075,-0.6228918966008542,1.5776349798746224e-15,6.930485693725147e-16,-3.946935291147118,-3.946935291147118,"['SP', 'P']"
32,12,9 Gran...,Domingo German,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,NYY,SP,9 Gran...,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,17,0,5.0,p,,-0.0,-0.0,,,,,,0.0,-1.3785958882786586,-1.9454475062676075,-0.6228918966008542,1.5776349798746224e-15,6.930485693725147e-16,-3.946935291147118,-3.946935291147118,"['SP', 'P']"
33,0,Brewbi...,Freddie Freeman,11.1,2.0,3.4,0.4,1.7,1.4,2.2,0.2,0.0,0.309,0.393,0.501,372.0,LAD,1B,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89,0,0,0,0,89,0,5,0,0,0.0,h,0.36951235370611224,,,1.7374179670569532,0.11233362916225935,0.8376408867221606,-0.006304429034122087,1.5638545117627514,4.244942565670002,,,,,,0.0,4.244942565670002,"['1B', 'CI', 'DH']"
34,1,Brewbi...,Gleyber Torres,11.2,2.0,3.2,0.5,1.7,1.0,1.8,0.3,0.2,0.289,0.347,0.48,375.0,NYY,2B,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,79,0,0,79,0,0,5,0,0,0.0,h,0.14221066319896014,,,1.7374179670569532,0.7669675370388571,0.8376408867221606,0.526419824349124,0.6018656346232679,4.470311849790363,,,,,,0.0,4.470311849790363,"['2B', 'MI', 'DH']"
35,2,Brewbi...,Juan Soto,9.9,2.0,2.8,0.6,1.7,2.9,2.3,0.2,0.1,0.287,0.451,0.529,378.0,SD,RF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,89,5,0,0,0.0,h,0.09713263979193743,,,1.7374179670569532,1.421601444915455,0.8376408867221606,-0.006304429034122087,0.4110858959234158,4.401441765583863,,,,,,0.0,4.401441765583863,"['OF', 'DH']"
36,3,Brewbi...,Willy Adames,10.7,1.7,2.7,0.6,1.9,1.2,2.9,0.2,0.1,0.255,0.333,0.483,390.0,MIL,SS,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,79,79,0,0,5,0,0,0.0,h,-0.22128088426527892,,,0.8255433197506638,1.421601444915455,1.3982797376371912,-0.006304429034122087,-0.9365075504358816,2.702612522833306,,,,,,0.0,2.702612522833306,"['SS', 'MI', 'DH']"
37,4,Brewbi...,Christopher Morel,8.8,1.8,2.4,0.5,1.7,0.7,2.8,0.2,0.1,0.277,0.336,0.528,393.0,CHC,CF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,4,0,10,4,24,5,0,0,0.0,h,-0.002548764629388689,,,1.1295015355194271,0.7669675370388571,0.8376408867221606,-0.006304429034122087,-0.010786911520314942,2.717018618726008,,,,,,0.0,2.717018618726008,"['2B', 'OF', 'MI', 'DH']"
38,5,Brewbi...,Tyler O'Neill,8.4,1.8,2.3,0.5,1.5,0.9,2.5,0.3,0.1,0.278,0.359,0.496,396.0,STL,LF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,5,0,0,0.0,h,0.006657997399219795,,,1.1295015355194271,0.7669675370388571,0.27700203580713023,0.526419824349124,0.028178054583678145,2.7280689872982165,,,,,,0.0,2.7280689872982165,"['OF', 'DH']"
39,6,Brewbi...,Austin Riley,9.8,1.9,2.9,0.5,1.5,0.9,2.6,0.0,0.0,0.291,0.355,0.504,399.0,ATL,3B,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,89,0,0,89,0,5,0,0,0.0,h,0.22443433029908988,,,1.4334597512881897,0.7669675370388571,0.27700203580713023,-1.0717529358006146,0.9498536016791296,2.355529990012692,,,,,,0.0,2.355529990012692,"['3B', 'CI', 'DH']"
40,7,Brewbi...,Sean Murphy,7.4,1.4,2.3,0.5,1.9,0.8,2.1,0.0,0.0,0.312,0.39,0.601,400.0,ATL,C,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0,0,0,0,0,0,0,5,0,0,0.0,h,0.2796749024707412,,,-0.08633132755562559,0.7669675370388571,1.3982797376371912,-1.0717529358006146,1.1836433983030898,2.1908064096228976,,,,,,0.0,2.1908064096228976,"['C', 'DH']"
41,8,Brewbi...,Michael Harris,9.3,1.5,2.5,0.4,1.2,0.5,2.4,0.5,0.1,0.272,0.318,0.468,409.0,ATL,CF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,67,5,0,0,0.0,h,-0.03905721716514954,,,0.21762688821313775,0.11233362916225935,-0.5639562405654157,1.5918683311156165,-0.16529841199625014,1.1925741959293477,,,,,,0.0,1.1925741959293477,"['OF', 'DH']"
42,9,Brewbi...,Michael Conforto,10.3,1.8,2.6,0.4,1.7,1.5,2.6,0.1,0.0,0.252,0.354,0.42,422.0,SF,RF,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,69,5,0,0,0.0,h,-0.21207412223667088,,,1.1295015355194271,0.11233362916225935,0.8376408867221606,-0.5390286824173683,-0.8975425843318904,0.6429047846545882,,,,,,0.0,0.6429047846545882,"['OF', 'DH']"
43,10,Brewbi...,Taylor Walls,8.7,1.6,2.0,0.3,1.2,1.4,2.1,0.6,0.1,0.233,0.34,0.393,432.0,TB,SS,Brewbirds,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35,36,11,46,36,0,5,0,0,0.0,h,-0.37524707412223623,,,0.521585103981901,-0.5423002787143388,-0.5639562405654157,2.124592584498863,-1.5881250626834575,-0.048203893482448246,,,,,,0.0,-0.048203893482448246,"['2B', '3B', 'SS', 'MI', 'CI', 'DH']"
