Name,Team,POS,ADP,IP,mW,mSV,mERA,mWHIP,mSO,PTS,aPOS,Dollars,playerid
Adam Kolarek,OAK,RP,999,38,-5.072020439,-1.782823347,-1.369664952,-2.66021758,-6.656000854,-17.54072717,7.505149695,-9.035577477,10843
Nick Neidert,MIA,SP/RP,999,40,-5.072020439,-1.782823347,-3.168917529,-2.545540925,-6.275514151,-18.84481639,8.787425154,-9.057391237,18699
Harrison Holmes,OAK,RP,999,44,-5.072020439,-1.782823347,-2.241059371,-2.585025061,-5.895027449,-17.57595567,7.505149695,-9.070805972,sa828669
Alex Lange,DET,RP,999,58,-4.278138979,-1.782823347,-2.954123716,-3.664150597,-4.91663307,-17.59586971,7.505149695,-9.090720014,19883
Kyle Bradish,BAL,RP,999,40,-5.072020439,-1.782823347,-2.603122115,-2.27670348,-5.895027449,-17.62969683,7.505149695,-9.124547134,sa3008605
Brandon Kintzler,,RP,999,42,-5.072020439,-1.782823347,-2.139193036,-2.430864271,-6.221158908,-17.64606,7.505149695,-9.140910306,9939
Caleb Baragar,SFG,RP,999,36,-5.072020439,-1.782823347,-2.399389444,-2.237219344,-6.166803665,-17.65825624,7.505149695,-9.153106544,19231
Jason Foley,DET,RP,999,38,-5.072020439,-1.782823347,-1.935460366,-2.66021758,-6.221158908,-17.67168064,7.505149695,-9.166530945,19531
Zach Plesac,CLE,SP,314,171,0.48514978,-1.782823347,-11.25565101,-5.787717862,-0.676924094,-19.01796653,8.787425154,-9.230541377,19979
Brandon Workman,,RP,999,40,-5.072020439,-1.782823347,-2.037326701,-3.083215816,-5.786316962,-17.76170326,7.505149695,-9.25655357,11428
Hunter Stratton,PIT,RP,999,48,-5.072020439,-1.782823347,-2.444792041,-3.162184089,-5.351475016,-17.81329493,7.505149695,-9.308145236,sa3004216
Dennis Santana,TEX,RP,999,48,-5.072020439,-1.782823347,-2.444792041,-3.162184089,-5.351475016,-17.81329493,7.505149695,-9.308145236,17878
Hans Crouse,PHI,SP,999,36,-5.072020439,-1.782823347,-3.530980272,-2.506056789,-6.221158908,-19.11303976,8.787425154,-9.325614601,22192
Taylor Clarke,KCR,RP,999,44,-5.072020439,-1.782823347,-2.806854785,-2.316187616,-5.895027449,-17.87291363,7.505149695,-9.36776394,17611
Junior Guerra,,RP,999,37,-5.072020439,-1.782823347,-2.167424905,-2.717555907,-6.166803665,-17.90662826,7.505149695,-9.401478569,5702
Demarcus Evans,TEX,RP,999,40,-5.072020439,-1.235820729,-3.168917529,-2.814378371,-5.623251232,-17.9143883,7.505149695,-9.409238605,21087
Josh Tomlin,,RP,999,43,-5.072020439,-1.782823347,-3.604614738,-1.298176161,-6.166803665,-17.92443835,7.505149695,-9.419288655,9388
Tyler Clippard,,RP,595.5,60,-4.278138979,-1.782823347,-4.753376293,-2.205286715,-4.91663307,-17.9362584,7.505149695,-9.431108708,5640
Matt Shoemaker,,SP,999,70,-3.484257519,-1.782823347,-5.262707968,-3.782603005,-4.91663307,-19.22902491,8.787425154,-9.441599755,4776
Erick Fedde,WSN,SP,576.5200195,121,-1.10261314,-1.782823347,-7.01160639,-7.041609557,-2.307581392,-19.24623383,8.787425154,-9.458808672,17425
Sergio Romo,,RP,597.3300171,64,-4.278138979,-1.782823347,-4.391313549,-2.782445742,-4.75356734,-17.98828896,7.505149695,-9.483139262,9817
Yency Almonte,,RP,999,38,-5.072020439,-1.782823347,-2.50125578,-2.66021758,-6.003737935,-18.02005508,7.505149695,-9.514905386,15068
Archie Bradley,,RP,596.4799805,61,-4.278138979,-1.782823347,-3.389820925,-3.492135615,-5.079698799,-18.02261767,7.505149695,-9.517467971,12918
Chasen Shreve,,RP,999,42,-5.072020439,-1.782823347,-2.70498845,-2.699701716,-5.786316962,-18.04585091,7.505149695,-9.540701219,10855
Madison Bumgarner,ARI,SP,458.9500122,184,0.48514978,-1.782823347,-12.76647531,-5.848831943,0.573246501,-19.33973432,8.787425154,-9.552309161,5524
Eric Hanhold,PIT,RP,999,44,-5.072020439,-1.782823347,-2.241059371,-3.122699952,-5.895027449,-18.11363056,7.505149695,-9.608480863,18332
Matt Harvey,,SP,999,108,-1.896494599,-1.782823347,-7.763963747,-4.560958466,-3.394686258,-19.39892642,8.787425154,-9.611501264,11713
Jharel Cotton,MIN,RP,999,58,-4.278138979,-1.782823347,-4.085714544,-3.126475706,-4.862277826,-18.1354304,7.505149695,-9.630280707,13654
Andres Machado,WSN,RP,999,60,-4.278138979,-1.782823347,-3.621785465,-3.549473942,-4.970988313,-18.20321005,7.505149695,-9.698060351,14681
Dakota Hudson,STL,SP,435.1400146,111,-1.896494599,-1.782823347,-4.804888473,-7.614992831,-3.449041501,-19.54824075,8.787425154,-9.760815597,19206
Jimmy Herget,LAA,RP,999,54,-4.278138979,-1.782823347,-3.881981874,-3.08699157,-5.242764529,-18.2727003,7.505149695,-9.767550604,17556
Keegan Thompson,CHC,SP,999,81,-3.484257519,-1.782823347,-5.540075104,-5.033743523,-3.720817718,-19.56171721,8.787425154,-9.774292056,19795
Tanner Roark,,SP/RP,999,53,-4.278138979,-1.782823347,-4.679741827,-3.144329897,-5.677606475,-19.56264053,8.787425154,-9.775215371,8753
Alec Mills,CHC,SP,576.8599854,81,-3.484257519,-1.782823347,-5.540075104,-4.227231187,-4.644856853,-19.67924401,8.787425154,-9.891818855,13834
Dan Winkler,,RP,999,48,-5.072020439,-1.782823347,-3.010587455,-3.162184089,-5.405830259,-18.43344559,7.505149695,-9.928295894,12237
Ryan Yarbrough,TBR,SP,492,140,-0.30873168,-1.782823347,-9.959620522,-4.876831555,-2.796778582,-19.72478569,8.787425154,-9.937360531,16502
Justin Dunn,SEA,SP,570.710022,86,-3.484257519,-1.782823347,-6.643434062,-4.478214441,-3.340331015,-19.72906038,8.787425154,-9.941635229,19268
Cole Winn,TEX,SP,593.9500122,46,-5.072020439,-1.782823347,-4.040311948,-3.276860743,-5.677606475,-19.84962295,8.787425154,-10.0621978,sa3008662
AJ Ramos,,RP,999,47,-5.072020439,-1.782823347,-3.242551994,-2.95068497,-5.568895989,-18.61697674,7.505149695,-10.11182704,8350
Joey Krehbiel,BAL,RP,999,48,-5.072020439,-1.782823347,-3.576382869,-2.624509197,-5.568895989,-18.62463184,7.505149695,-10.11948215,13707
Wade Miley,CHC,SP,424.7600098,167,0.48514978,-1.782823347,-7.657145854,-10.04963286,-0.948700311,-19.95315259,8.787425154,-10.16572743,8779
Tyler Beede,SFG,RP,583.289978,60,-4.278138979,-1.782823347,-3.621785465,-4.087148833,-4.91663307,-18.68652969,7.505149695,-10.18138,16981
Brad Keller,KCR,SP,545.710022,159,0.48514978,-1.782823347,-7.815475928,-9.970664583,-0.948700311,-20.03251439,8.787425154,-10.24508923,15734
Cal Quantrill,CLE,SP,233.7599945,169,0.48514978,-1.782823347,-11.15378467,-7.246581745,-0.350792635,-20.04883262,8.787425154,-10.26140746,19312
Bryan Shaw,,RP,597.4799805,72,-4.278138979,-1.782823347,-3.667188061,-4.743276133,-4.373080637,-18.84450716,7.505149695,-10.33935746,8110
Phillips Valdez,BOS,RP,999,44,-5.072020439,-1.782823347,-2.806854785,-3.391537398,-5.840672205,-18.89390817,7.505149695,-10.38875848,15605
Trevor Cahill,,SP,999,87,-2.690376059,-1.782823347,-6.411469523,-5.22738845,-4.101304421,-20.2133618,8.787425154,-10.42593665,6249
Felix Bautista,BAL,RP,999,38,-5.072020439,-1.782823347,-3.067051193,-3.197892471,-5.840672205,-18.96045966,7.505149695,-10.45530996,sa737480
Brett Anderson,,SP,599.0499878,116,-1.10261314,-1.782823347,-5.908247432,-7.328301194,-4.155659664,-20.27764478,8.787425154,-10.49021962,8223
Jaime Barria,LAA,SP,999,70,-3.484257519,-1.782823347,-6.394298796,-3.51376556,-5.134054043,-20.30919926,8.787425154,-10.52177411,18356
Corbin Martin,ARI,SP/RP,595.7299805,53,-4.278138979,-1.782823347,-4.679741827,-4.219679679,-5.351475016,-20.31185885,8.787425154,-10.52443369,19884
Jordan Balazovic,MIN,SP,600.8599854,46,-5.072020439,-1.782823347,-4.040311948,-3.545698189,-5.949382692,-20.39023661,8.787425154,-10.60281146,sa918017
Johnny Cueto,,SP,567.3300171,143,-0.30873168,-1.782823347,-10.39531773,-6.586678692,-1.492252743,-20.56580419,8.787425154,-10.77837904,6893
Garrett Richards,,SP,585.0999756,130,-1.10261314,-1.782823347,-7.752902605,-8.138589284,-1.818384203,-20.59531258,8.787425154,-10.80788742,9784
J.A. Happ,,SP,589.0999756,140,-0.30873168,-1.782823347,-10.52541594,-6.489856228,-1.546607987,-20.65343518,8.787425154,-10.86601002,7410
Domingo Tapia,KCR,RP,999,67,-4.278138979,-1.509322038,-3.69541993,-5.02996777,-4.91663307,-19.42948179,7.505149695,-10.92433209,12178
Wade LeBlanc,,SP/RP,999,60,-4.278138979,-1.782823347,-5.319171707,-3.818311388,-5.623251232,-20.82169665,8.787425154,-11.0342715,5221
Lewis Thorpe,MIN,SP/RP,999,61,-4.278138979,-1.782823347,-5.087207167,-4.298647952,-5.405830259,-20.8526477,8.787425154,-11.06522255,15906
Tyler Kinley,COL,RP,999,58,-4.278138979,-1.782823347,-4.651509958,-4.201825488,-4.699212097,-19.61350987,7.505149695,-11.10836017,18297
Tyler Anderson,,SP,516.9500122,188,1.27903124,-1.782823347,-13.53600339,-7.232503307,0.301470285,-20.97082852,8.787425154,-11.18340337,12880
Dean Kremer,BAL,SP,999,77,-3.484257519,-1.782823347,-7.033728675,-4.456584496,-4.373080637,-21.13047467,8.787425154,-11.34304952,19350
Michael Lorenzen,LAA,SP,503.6700134,98,-2.690376059,-1.782823347,-6.688836658,-6.478528968,-3.557751988,-21.19831702,8.787425154,-11.41089187,14843
Jhoulys Chacin,COL,RP,999,62,-4.278138979,-1.782823347,-4.855242628,-4.241309624,-4.862277826,-20.0197924,7.505149695,-11.51464271,2608
Keegan Akin,BAL,SP,598.6699829,111,-1.896494599,-1.782823347,-8.765456371,-6.539643049,-2.470647122,-21.45506449,8.787425154,-11.66763933,19362
Pedro Baez,HOU,RP,999,54,-5.072020439,-1.782823347,-4.447777288,-3.355829015,-5.568895989,-20.22734608,7.505149695,-11.72219638,5420
Steve Cishek,,RP,999,71,-4.278138979,-1.782823347,-4.464948014,-5.338289351,-4.481791123,-20.34599082,7.505149695,-11.84084112,6483
Bryan Garcia,DET,RP,999,42,-5.072020439,-1.782823347,-3.836579278,-3.506214053,-6.166803665,-20.36444078,7.505149695,-11.85929109,19457
Nick Martinez,,SP,473.3299866,91,-6.659783359,-1.782823347,-6.615202193,-3.385010467,-3.231620528,-21.67443989,8.787425154,-11.88701474,12730
Mike Baumann,BAL,RP,999,48,-5.072020439,-1.782823347,-4.142178283,-3.69985898,-5.731961719,-20.42884277,7.505149695,-11.92369307,20206
Ralph Garza,MIN,RP,999,54,-5.072020439,-1.782823347,-4.447777288,-3.893503907,-5.297119773,-20.49324475,7.505149695,-11.98809506,17682
Rich Hill,BOS,SP,399.3299866,104,-1.896494599,-1.782823347,-9.257617319,-5.865661558,-3.068554798,-21.87115162,8.787425154,-12.08372647,4806
Tyler Gilbert,ARI,SP,597.4799805,102,-2.690376059,-1.782823347,-7.458364742,-6.518013104,-3.449041501,-21.89861875,8.787425154,-12.1111936,17964
Josh Winder,MIN,SP,999,92,-2.690376059,-1.782823347,-8.646419309,-4.940696813,-3.883883447,-21.94419898,8.787425154,-12.15677382,sa3007993
Bruce Zimmermann,BAL,SP,999,126,-1.896494599,-1.782823347,-9.246556177,-6.75491792,-2.307581392,-21.98837344,8.787425154,-12.20094828,20370
Ryan Rolison,COL,SP,999,55,-4.278138979,-1.782823347,-5.91319899,-4.642677916,-5.460185502,-22.07702473,8.787425154,-12.28959958,sa3008244
Zac Lowther,BAL,SP,999,89,-3.484257519,-1.782823347,-7.079131272,-5.919224132,-3.829528204,-22.09496447,8.787425154,-12.30753932,20243
Taylor Hearn,TEX,SP,571.6699829,127,-1.10261314,-1.782823347,-9.580387051,-8.041766821,-1.60096323,-22.10855359,8.787425154,-12.32112843,18325
Dylan Bundy,MIN,SP,447.8999939,166,0.48514978,-1.782823347,-13.54706453,-7.687434172,0.247115041,-22.28505723,8.787425154,-12.49763208,12917
Justin Lawrence,COL,RP,999,42,-5.072020439,-1.782823347,-3.836579278,-4.581563835,-5.840672205,-21.1136591,7.505149695,-12.60850941,17639
Jake Arrieta,,SP,999,83,-2.690376059,-1.782823347,-7.339327681,-5.994416651,-4.59050161,-22.39744535,8.787425154,-12.61002019,4153
Joseph Wentz,DET,SP,999,55,-4.278138979,-1.782823347,-5.91319899,-4.911515361,-5.568895989,-22.45457267,8.787425154,-12.66714751,sa917946
Yusmeiro Petit,,RP,597.4799805,75,-4.278138979,-1.782823347,-6.93186234,-3.495911369,-5.134054043,-21.62279008,7.505149695,-13.11764038,4020
Carlos Hernandez,KCR,SP,427.6700134,134,-1.10261314,-1.782823347,-9.654021517,-8.715748312,-1.655318473,-22.91052479,8.787425154,-13.12309963,22713
Jose Urena,,SP,999,113,-1.896494599,-1.782823347,-8.301527292,-7.500316176,-3.503396744,-22.98455816,8.787425154,-13.197133,11589
Randy Dobnak,MIN,SP,595.3800049,99,-2.690376059,-1.782823347,-7.022667533,-6.958865532,-4.536146367,-22.99087884,8.787425154,-13.20345368,23798
Lucas Gilbreath,COL,RP,596.3599854,54,-5.072020439,-1.782823347,-5.013572702,-4.968853689,-5.134054043,-21.97132422,7.505149695,-13.46617452,21290
Matt Manning,DET,SP,516.8599854,140,-1.10261314,-1.782823347,-10.52541594,-7.834043456,-2.144515663,-23.38941154,8.787425154,-13.60198639,20369
Josh Rogers,WSN,SP,999,64,-4.278138979,-1.782823347,-7.220290619,-4.664307861,-5.568895989,-23.51445679,8.787425154,-13.72703164,18510
Ryan Feltner,COL,SP,999,46,-5.072020439,-1.782823347,-6.303493603,-4.621047971,-5.895027449,-23.67441281,8.787425154,-13.88698765,21446
Bryse Wilson,PIT,SP,594.0999756,121,-1.896494599,-1.782823347,-9.84058346,-7.041609557,-3.231620528,-23.79313149,8.787425154,-14.00570634,19990
Jordan Sheffield,COL,RP,999,48,-5.072020439,-1.782823347,-5.273769111,-5.312883653,-5.405830259,-22.84732681,7.505149695,-14.34217711,19682
Austin Gomber,COL,SP,494.480011,158,0.48514978,-1.782823347,-12.57380378,-10.5656778,0.247115041,-24.19004011,8.787425154,-14.40261495,16561
Steven Brault,,SP,999,120,-1.10261314,-1.782823347,-9.506752586,-9.518484895,-2.796778582,-24.70745255,8.787425154,-14.92002739,15291
Wily Peralta,,SP,589.4799805,143,-0.30873168,-1.782823347,-10.39531773,-10.35040293,-1.92709469,-24.76437038,8.787425154,-14.97694522,7738
Peter Lambert,COL,SP,999,69,-4.278138979,-1.782823347,-7.757854163,-5.990640897,-4.970988313,-24.7804457,8.787425154,-14.99302054,17969
Mike Foltynewicz,,SP,600.5700073,126,-1.896494599,-1.782823347,-11.50973783,-7.023755366,-2.579357609,-24.79216875,8.787425154,-15.0047436,10811
Julio Teheran,,SP,999,96,-2.690376059,-1.782823347,-9.981742807,-7.399717959,-3.449041501,-25.30370167,8.787425154,-15.51627652,6797
Matt Moore,,SP,999,104,-2.690376059,-1.782823347,-9.823412733,-8.016361123,-3.177265285,-25.49023855,8.787425154,-15.70281339,1890
Carlos Martinez,,SP,600.710022,133,-1.10261314,-1.782823347,-10.45178147,-9.848436421,-2.307581392,-25.49323577,8.787425154,-15.70581062,11682
Aaron Sanchez,,SP,999,79,-3.484257519,-1.782823347,-7.701390424,-7.567957188,-5.025343556,-25.56177203,8.787425154,-15.77434688,11490
Dallas Keuchel,CHW,SP,560.4299927,161,0.48514978,-1.782823347,-10.18052392,-11.73785005,-2.361936636,-25.57798417,8.787425154,-15.79055901,9434
Robert Suarez,SDP,RP,465.8999939,58,-6.659783359,-1.782823347,-6.3488962,-4.739500379,-4.862277826,-24.39328111,7.505149695,-15.88813142,sa869798
Anthony Gose,CLE,RP,600.4699707,58,-6.659783359,-1.782823347,-6.3488962,-4.739500379,-4.862277826,-24.39328111,7.505149695,-15.88813142,5097
A.J. Alexy,TEX,SP,592,118,-1.896494599,-1.782823347,-11.10227249,-9.633161549,-2.198870906,-26.61362289,8.787425154,-16.82619774,22343
Chase Anderson,TEX,SP,999,102,-2.690376059,-1.782823347,-11.41893264,-7.055687995,-3.829528204,-26.77734825,8.787425154,-16.98992309,6895
Griffin Jax,MIN,SP,594.9500122,98,-2.690376059,-1.782823347,-12.3467908,-7.55387875,-3.938238691,-28.31210764,8.787425154,-18.52468249,20253
Jon Lester,,SP,600.1400146,123,-1.896494599,-1.782823347,-12.20563145,-9.346469913,-3.340331015,-28.57175032,8.787425154,-18.78432517,4930
Dan Straily,,SP,590.9500122,109,-2.690376059,-1.782823347,-13.18995335,-7.998506931,-3.340331015,-29.0019907,8.787425154,-19.21456555,9460
Kyle Freeland,COL,SP,535.9500122,163,-0.30873168,-1.782823347,-14.24295815,-12.16084828,-0.622568851,-29.11793031,8.787425154,-19.33050516,16256
Vladimir Gutierrez,CIN,SP,539.2399902,134,-1.10261314,-1.782823347,-14.74618024,-9.791098094,-1.709673716,-29.13238854,8.787425154,-19.34496338,19278
Mike Fiers,,SP,999,127,-1.896494599,-1.782823347,-14.67254578,-8.310604266,-3.340331015,-30.002799,8.787425154,-20.21537385,7754
Zach Davies,,SP,575.8099976,156,-0.30873168,-1.782823347,-14.16932369,-12.56221657,-1.60096323,-30.42405852,8.787425154,-20.63663336,13183
Jordan Lyles,,SP,563.4299927,158,-1.10261314,-1.782823347,-18.23175792,-10.29684036,-1.166121284,-32.58015604,8.787425154,-22.79273089,7593
Antonio Senzatela,COL,SP,561.5200195,180,0.48514978,-1.782823347,-17.65490136,-13.60563373,-1.003055554,-33.56126421,8.787425154,-23.77383906,15488
